Sequence,Predicted Neutral Text,Source Text,BLEU Score
20,"in 193100, conklin, who was openly homosexualsought psychiatric treatment for his homosexuality through electroconvulsive therapy ( then called electroshock therapy ) also taking estrogen under doctor ' s orders to "" feel less homosexual. "" though there is some controversy surrounding his treatment, about a month after it ended conklin stated that he thought the treatment was helpful.","they had married october 1st , 1937. four years after lucy's death, conklin married florence alexander wohlken.",0.08064516129032258
21,"it was met with opposition by some of the student body but greg watson, the principal, pled ignorance to the issue and has stated that he had received positive support regarding it.","it was met with opposition by the student body but greg watson, the principal, pled ignorance to the issue and has claimed that he had received positive support regarding it.",0.9142857142857143
22,"beyond its eurosceptic roots, ukip is orientated towards conservatism, libertarianism, reduction of immigration and reducing bureaucracy.","beyond its eurosceptic roots, ukip is orientated towards libertarianism, reduction of immigration , a strong welfare state, and reducing bureaucracy.",0.7777942154240828
23,the branching of p295 is consistent with a westward expansion from siberia to central europe and ukraine was consistent with indo-european migration .,haplogroup r1a is common in eastern europe (and has also spread across into central asia and as far as the indian subcontinent).,0.2391435527023008
24,but the presentations never attacked the slides and only criticized what guttmann has published in his original paper.,"but if you read the actual criticism from ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper.",0.47577768485366856
25,"israel, the european union, the united states of america, canada, japan and other non-arab countries consider hamas a terrorist organization, while other countries such as iran, korea, china, and most arab countries do not classify hamas as a terrorist group.","created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known chiefly for its suicide bombings and other attacks directed against israeli civilians, as well as military targets.",0.22448979591836735
26,"in december 2012, naji assaad, a journalist for the daily, was assassinated in damascus allegedly by opposition forces who have been fighting against the assad regime in the country since 2011.","the website of tishreen was hacked by unknown groups in late april 2011. in december 2012, naji assaad, a journalist for the daily, was assassinated in damascus allegedly by opposition forces who have been fighting against the assad regime in the country since 2011.",0.6897482718033084
27,"conscious debt to society, self-blame, superstitions, unreasonable social suppression, "" politics of shame "" , tend to discourage whistle blowing.","loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias produce anxiety that discourage use of public transport.",0.28
28,a contributor to the paper his views have been described as far falsehoods .,"wintrich has collaborated with milo yiannopoulos, a far right-wing former editor at breitbart news.",0.18575954994646748
29,"users with older non- hdcp compliant components can convert hdmi to component video with a converter to allow playback of hd video and audio streams , however not all hdcp content may supported be in these cases.",the high-definition multimedia interface (hdmi) is a drm encumbered all-digital audio/video interface capable of transmitting uncompressed streams.,0.13157894736842102
30,"his short novel {{lang-bg|ÑÐ¸ÑÐ¾Ð²ÑÐ¸}} ( chichovtsi ) was the first book of any kind written in bulgarian in 60 years, the language had been banned by the ottomans in 1856 and was rarely, if ever, used in written form during that time.","ran bosilek (26 september 1886, gabrovo - 8 october 1958, sofia), born gencho stanchev negentsov , was a famous bulgarian author of children's books.",0.18000000000000002
31,this was the first time the team played another team from new york in a professional sports league .,"wallace was traded to the boston celtics on july 12, 2013 in a blockbuster deal that sent celtics stars kevin garnett, paul pierce, and jason terry to the nets.",0.1511440965824943
32,denis hamill writes for the new york daily news,the less-accomplished denis hamill writes for the new york daily news (see ),0.5737534207374327
33,geh claims to have extensive experience in providing llw management and decommissioning management along with complex project management.,gehs fuel cycle business supplies reliable fuel products and services to customers around the world.,0.15789473684210523
34,"he has been described as someone who ""screams a lot and thinks he is right without fail,"" and as calling the rest of the staff ""newbies"" (since they are newer to the show than he is).","this situation had forced the show's creator, irna phillips to quit the show in her typical fury .",0.13636363636363635
35,"romania refers to the country exclusively as ""former yugoslav republic of macedonia"" (fyrom).","as the result of a naming dispute with greece, it has accepted the former yugoslav republic of macedonia (fyrom) as a temporary title (in macedonian: .",0.29679942431804646
36,"gourevanahalli consists of three small villages - bharamasagara,puttanahalli , and karnakunte.","degree college ', one of the finest institutes in the city , which provides graduate and postgraduate studies, in various subjects.",0.17483630698462616
37,ahirs are not the same as mailavas...,"the ahir clans are the various subsets of the ahir, a primarily hindu class of herdsman or main caste of yadav (chandravanshi kshatriya) in india.",0.018109939258562864
38,welsh said that abbott was using charles murray's work research as a proxy to promote conservative thinkers without openly anti-immigration messages .,"abbott promised to restore some pre-k funding to selected districts if elected governor, and he cited charles murray's work that blamed the performance gap of economically disadvantaged children on their family backgrounds .",0.20643043400209665
39,"in 1993 the president asked her to chair the task force on national health care reform, dedicated to reforming the america health care system, commonly known as the clinton health care plan, which was rejected by republicans in congress and was abandoned in september 1994. critics called it inappropriate for a first lady to play a role in matters of public policy .","in 1993 the president asked her to chair the task force on national health care reform, dedicated to reforming the america health care system, commonly known as the clinton health care plan, which was rejected by republicans in congress and was abandoned in september 1994. critics called it inappropriate for a first lady to play a role in matters of public policy .hillary clinton was believed to be the best first lady of the united staes .",0.8088666471820897
40,"in manhunt, the player assumes the role of convicted rapist and death row inmate james earl cash who was scheduled to receive lethal injection, but instead was woken up and had him injected with sedatives to simulate his death.coroutines of the film and the game differ , with starkweather in the game wanting cash to kill for him the entire gang.","this is most likely due to the fact that the intense violence depicted in soldier of fortune ii is performed out of necessity for a greater good , to give publicity to george w. bush scare tactics , whereas in manhunt the violence arises from necessity, and for a much better cause - to stay alive - .",0.265625
41,"on 4 march 2009, in a statement before the preparatory committee for the forthcoming durban review conference, he reiterated his views that "" zionism is a <nowiki>racist</nowiki> and discriminative philosophy"" and described the israeli regime as a ""germ of racism and apartheid"".",description of the zionist regime as a germ,0.11111111111111109
42,"the site celebrates the supposed swws cycle, as first reported by kepler, as a correlate of human activity and social events ; however, users of the site frequently contend that their personal experience confirms the accuracy of the swws cycle, and found their lives enriched by paying attention to it.","as a result, many have come to believe his claims (especially in the pseudoscientific community); however, some who are more skeptical hold that his claims are a hoax or possibly an example of kookery, and still others are taking a ""wait and see"" approach until there is definite evidence one way or the other.",0.23580796104752622
43,"in recent years he has been criticized for a perceived decline in the quality of his opponents, which many of his critics claim is due to calzaghe attempting to maintain his undefeated record by avoiding potentially tough opposition .","calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re aggravated a hand injury , leading many to believe he ducked a fight with the dangerous johnson .",0.186565516939506
44,"also included is a guide to science websites and several regular columns covering topics in computing, engineering, public and professional issues and reflections on the history and practice of science.","the magazine includes a first-rate book review section, scientists' bookshelf, and several regular columns that cover topics in computing, engineering, public and professional issues and reflections on the history and practice of science.",0.6316309985418034
45,"in november 2004 the independent described the website and others like it as part of ""technology's wider counter-information movement which includes websites that operate as parallel newswires to those distributed by established news agencies "" .","com news on africa, updated by the minute",0.07894736842105263
46,"in may 2011, venables pleaded guilty to charges of distributing and possesing child pornography and was returned to prison.",venables is also the father of the only known child in the uk to suffer from both autism and leukaemia.,0.3333333333333333
47,they are popularly designated as the kalinga vysyas or arya vysyas.,"kalinga (also known as kalingi/kalinji/kalanji/kaalinga) is an indian caste of kshatriyas, priests, cultivators, found mainly in ganjam, srikakulam, vizianagaram, and visakhapatnam.",0.055782540037107455
48,the summit offers an excellent 360-degree marine view said to be one of the finest anywhere in the world.,the easy drive to the top takes about 15 minutes (except in the worst winter weather when park rangers close the road) and provides a 360-degree marine view said to be one of the finest anywhere in the world.,0.26629686695846366
49,"additionally, some commentators would add, service providers must improve their financial performance through efficiency gains and operating surpluses or through external subsidies to cover losses.","but in order to make this more equitable, such measures should be complemented by actions to enhance collection efficiency, reduce the incidence of illegal connections, increase the share of metered connections (see water meters), revise tariff structures and introduce means-tested subsidies where feasible.",0.11394850458200428
50,"because of its slab-sided silhouette, it was sometimes called the ""water pipe"" by red army troops as a slang term.","as one of sergei simonov's greatest creations, the ptrs-41 would sometimes be known as simply the simonov on the battlefield.",0.25
51,"however, the two organizations parted ways in 2000 when the spu board of trustees voted to ""define same sex activity as a violation of the community code as stated in the student handbook,"" to which pcc objected .","prominent artists that have performed at pcc include the late jerome hines of the new york metropolitan opera , the atlantic brass quintet, christopher parkening, the vienna boys' choir, anthony kearns of the irish tenors, and the gregg smith singers.",0.21646581973255072
52,"following the 2004 election cycle, clinton began a movement to the political center even aligning with contract with america architect and former adversary newt gingrich in expressing a desire for health care reform.","yet following the 2004 election cycle, clinton began a movement to the political center even aligning with contract with america architect and former adversary newt gingrich in expressing a desire for health care reform.",0.9718328750329812
53,"in may 2007, cwnn released an album of new material - ""should symmetric"" - which features a collaboration with captain beefheart guitarist gary lucas.","2012 also saw cwnn contribute the opening track to a remix album from the legendary german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.",0.3286109778651006
54,"employers, however , may support or sponsor third party organizations which advocate decertification and other anti-union measures.","in order to circumvent this , employers may support or sponsor third party organizations which advocate decertification and other anti-union measures.",0.7640512797684261
55,"in 2016, the uk house of commons voted to renew the british nuclear weapons system with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system.","in 2016, the uk house of commons voted to renew the british nuclear deterrent with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system.",0.9473684210526315
56,"the four dormitories are built in keeping with the english tudor architectural style found on most of the older buildings in the area, and are known for their thick plaster walls, hardwood floors and leaded windows .","the four dormitories are built in the english tudor architectural style found on most of the older buildings in the area, and are known for their thick plaster walls, hardwood floors, and leaded windows .",0.9487179487179487
57,"during the indian famine of 1899â1900, between 1.25 to 10 million people died.","the largest famine ever (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices.",0.05509962940719552
58,"these acquisitions were the ""jewels in the crown of his own collection"" which he opened to the public at basildon park in 1848 and maintain separately from fonthill because there was no more space and the 364 acre grounds of fonthill only allowed enough room for his latin and greek libraries and his new manor house at fonthill built between 1842 and 1845 and in which he lived for only a year.","it was one of the most magnificent collection of the era, housed in both his london house in harley street as well as at basildon park in berkshire which, by 1842, had completely replaced the pavilion at fonthill (wiltshire) as his favoured country estate.",0.28
59,the new jury could sentence arias to death or life in prison with or without the possibility of parole .,"a retrial to determine arias's punishment is scheduled to begin on july 18, 2013, with a new jury empaneled for that purpose.",0.22224546620451535
60,"the words ""draft dodger "" are often used interchangeably with ""intentional draft evader "".","a draft dodger is a term , usually pejorative, that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means.",0.033365060483097765
61,"on august 10, 2004, supporters staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 people in attendance went to the federal capital to demonstrate their support for the station.","on august 10, 2004, the station staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 quebec fans of the station went to the nation's capital to demonstrate their support for the station.",0.7816550438506461
62,"oakland mayor jean quan said that ""police showed great restraint"" and that ""99%"" of the protesters were peaceful and the two that were arrested in the incident were from out of town.","over the course of the day, police received more than 1,700 calls for service elsewhere in oakland that police were delayed or did not respond to because officers were busy confronting protesters.",0.2894736842105263
63,"however, hawking soon appeared to be very ill: he was diagnosed with motor neurone disease(al amyotrophic lateral sclerosis , or als), and his doctors advised that he was not expected to live more than two or three years.","hilary du pr was born in woking, surrey, the eldest child of an upper middle-class, cultured family headed by an accountant father and a pianist mother.",0.13333333333333333
64,"according to a variety of sources including the synoptic gospels such as the gospel of matthew , gospel of mark and the gospel of luke , jesus was a jewish teacher from galilee who wa s regard ed ed as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","with few exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.",0.6666666666666666
65,some developers prefer mongrel over apache for its root process single-threaded design and use it for development work.,"for those who wish to avoid apache altogether, it is possible to deploy a mongrel cluster with an alternative web server such as lig (lig is a great server, but its load balancing component has some unresolved issues) a load balancer such as pound.",0.07596548409262434
66,"however, the beaufighter proved to be far less effective against land-based targets in normandy than it had been against japanese ships, as its attacks were met with heavy flak.","it proved surprisingly versatile, able to operate everything from bat glide bombs to 11.75Â in (300Â mm) tiny tim rockets.",0.1875
67,"the film is notorious for an explicit scene of de niro and depardieu, who are shown on either side of an actress as their genitalia are briefly fondled and masturbated by her.","the film is notorious for an explicit scene of de niro and depardieu, who are shown on either side of an actress as their penises are briefly fondled and masturbated by her.",0.9705882352941176
68,critics argue this is further evidence of the unsustainability of the research however some supporters point out that long term investment is typical in science research.,"2004 saw increasing concern about the viability of the lab, it encountered a funding crisis and it did not seem likely that the lab would obtain the necessary government support to satisfy its business plan .",0.12786639823650167
69,people who refer to the hebrew scriptures as the old testament also sometimes refer to the greek scriptures as the new testament .,the new testament or the aramaic scriptures is the name given to the part of the christian bible that was written after the birth of jesus christ.,0.3148493706490511
70,seat = ynys mÃ´n,ideology = welsh independence welsh nationalism social democracy regionalism |,0.055782540037107455
71,"because such bills, if proposed, could lead to an up or down vote on marriage in the united states by the end of the legislative debate, a few senators have recently used a filibuster to block any marriage legislation from being discussed on the floor.","however, all bills have died because a few united states senators have used parliamentary procedure to thwart the democratic process by blocking an up or down vote on the floor of the senate.",0.4897959183673469
72,george c. scott also starred in a 1984 television adaptation produced by cbs .,"a christmas carol (1949) a 30-minute filmed television adaptation , reportedly notorious among modern critics for its cheap special effects, starred taylor holmes as scrooge with vincent price as the on-screen narrator.",0.07419578112271459
73,the ubp has been referred to as a centrist political party in bermuda.,the united bermuda party (ubp) is a centrist political party in bermuda.,0.5985403583811576
74,"vostok 1 - the service module failed to detach for 10 minutes, but the cosmonaut survived.","vostok 1 - the service module failed to detach for 10 minutes, but fortunately the courageous yuri gagarin survived.",0.799454962396691
75,"she is the mother of kasia adamik, another polish film director.","she is mother of kasia adamik, another talented polish film director.",0.9230769230769231
76,"in 2004 , a poll conducted by the royal institute of british architects named the armchair the best design of the 20th century .","with its affordable price and attractive design, it became one of the best-selling chairs ever made.",0.20833333333333334
77,some features of the disease may also be present in user of nitrous oxide but not hydrogen sulfide.,interestingly there have been reports of sulfuric acid ingestion leading to vitamin b12 deficiency with subacute combined degeneration.,0.10526315789473682
78,"danish muslim theologian mahmoud ekrim has argued that the koran's references to ""the people of the book"" were actually a reference to the jewish and nabatean tribes , that tribes were in arabia at that time, since he claims that christianity did not yet exist, and thus muhammad had not changed his attitude towards christians or that christianity did not exist in arabia at the time of the events of muhammad's prophethood (c. 610 632) 610â632 .",all prophets was sent to a nation except muhammed (pbuh) he was sent to the whole world,0.08235294117647059
79,'' creation according to genesis '' is in the first two chapters of genesis.,creation according to genesis is the jewish creation myth in the first two chapters of genesis.,0.7584835431705546
80,"kievan rus' was a predecessor of modern russia, belarus and ukraine .","ruthenia (rus', whose successor state is now ukraine).",0.3571428571428572
81,"a gilded bronze oil lamp in the shape of a female servant, dated 2nd century bce, found in the tomb of dou wan, wife to the han prince liu sheng; its sliding shutter allows for adjustments in the direction and brightness in rays of light while it also traps smoke within the body.","a gilded bronze oil lamp in the shape of a female servant, dated 2nd century bce, found in the tomb of dou wan, wife to the han prince liu sheng; its sliding shutter allows for adjustments in the direction and brightness in rays of light while it also traps smoke within the body , thus considered an anti-pollutant design .",0.9017226623630116
82,"however, in 2017, the monument was covered in plastic , surrounded it with plywood and said ""this country should in no way tolerate the hatred that the kkk, neo-nazis, fascists and other hate groups spew"" by birmingham mayor william a. bell , marshall sued bell and the city making it very clear that the alabama memorial preservation act would be strictly enforced.","in 2017, immediately after birmingham mayor william a. bell draped a confederate memorial with plastic and surrounded it with plywood with the rational ""this country should in no way tolerate the hatred that the kkk, neo-nazis, fascists and other hate groups spew"", marshall sued bell and the city making it very clear that the alabama memorial preservation act would be aggressively enforced.",0.855072463768116
83,"in general, however, black nationalists who originated the ideology typically consider white americans to be ""white devils"" or ""potential humans"" in the terminology of the nation of islam.",ironically even the more radical activists such as malcolm x and louis farrakhan both had white grandparents.,0.08571428571428572
84,"in 1997, the charismatic episcopal church sought and acquired reconsecration and reordination of all of its clergy by the brazilian catholic apostolic church, thus strengthening their lines of apostolic succession.","in 1997, the charismatic episcopal church sought and acquired reconsecration and reordination of all of its clergy by the brazilian catholic apostolic church, thus strengthening their lines of apostolic succession.",1.0
85,"according to princeton university 's lawrence a. tritle, "" it is difficult to define since there is no agreement , about what constitutes the present having a linkage with the past "" .","for example, some academics estimate that the pentateuch was written somewhere between the 10th and the 6th century bce.",0.11764705882352941
86,the losing team in a first round contest may challenge the holders to a 'winner-takes-all' match if they finish the round-robin in the top four and this challenge match may be played on one of the challenger's home grounds if the challenger is not in the top four at the end of the first round.,"st.pats town regained the shield in 2008, but lost it to the mighty wellington college in 2009. s.",0.10344827586206899
87,the upmarket retail environment of the city has the official designation of capital shopping district.,"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - sadly in various states of disrepair.",0.12174467525938115
88,"this led to onscreen work, situations of breaking news such as the w32.blaster.worm. incident and was called ""the tech when tech wasn't cool.""","thanks to her self-taught knowledge of computers and technology , in addition to a camera-friendly appearance, she was quickly promoted to an on-screen member of the program where she presented daily in-depth segments dealing with microsoft windows and linux operating systems, and on select occasions hosted the screen savers herself.",0.12058016286964877
89,"it was recognized for its realism and hence when they were tasked with making a television film that would convey the facts of a police shooting, actor-producer joseph wambaugh , declared because of my total distaste for television's treatment of anything realistic, i do not ever say that anything done for tv is realistic simply picked up an arthur hailey tv block book because it seemed to deal with the mechanics of police work in new york city  and thought he had found the solution for tacking his police shooting film onto an episode of police story.","the anthology format made the show an excellent venue to try out characters and settings for series development, and, during its broadcast run, police story generated three spin-offs.",0.13861386138613863
90,"because of the ravages of throat cancer, the same disease that had claimed his father's life, atop his own drinking problem ,","after leaving universal, he worked sporadically, in part due to his typecasting, in part because of a drinking problem and, in later years, in part because of the ravages of throat cancer, the same disease that had slain his more famous father at the height of his career .",0.24095536952976163
91,"ido is an international language , designed by the prague linguistic circle to maintainstead of the phonetically opaque english spelling, languages are written as they are pronounced in ido, occasionally with the addition of diacritics or digraphs .","unlike english (a language which seems convoluted at times to non-native speakers), ido is designed for grammatical, orthographic, and lexicographical regularity, and to favour no one who might otherwise be advantaged due to native fluency.",0.2378073561251785
92,"in 2005, diplo founded record label mad decent. in 2008, ''swingn'' party'', ''co-produced '' by diplo, is score leader rob stern's ''sex lab, robot team, hypno sex 4000'' is the theme song for the ''sex lab, robot team, hypno sex 4000'' fitness video by physical and spiritual fitness llc{ref}http://www.briterevolution.com/features/article/eternal_fame_roulottes/ 20091204{/ref} helmed festubert{{sic}} and armstead, for the fitness video of the same name as the company behind the film, renegade mosaic inc., mentions diplo's mad decent label poster on the dvd box .","from this, diplo went from an unknown dj to taking off as a producer, landing him collaborations with major artists like shakira, robyn, kid cudi, bruno mars and snoop dogg, as well as work with maluca, kid sister, die antwoord, alex claire, rolo tomassi, amanda blank, dark meat and many more who all sought to incorporate diplos worldly electro instrumentations into their respective sounds .",0.13559322033898305
93,there have been some major innovations in government policy in recent years .,"more recent progressive innovations include the nation's only doctor-assisted suicide law (see oregon ballot measure 16 (1994) ) which is being threatened by the federal government , legalization of medical marijuana, and among the nation's strongest anti-sprawl and pro-environment laws.",0.022504508507666582
94,"in the popular video game series, madden is called the game's "" namesake "" and an ""all- time great "" while ""among the finest ( if overexposed) tv football analysts. """,john madden is a legendary american football coach and football announcer.,0.11111111111111109
95,"the greatest number of victims of the war were the serbs of vojvodina, about 30,000 of which are thought to have of been killed out of a population of 200,000 in the ap vojvodina.","in the end of 1944, the axis troops were defeated by the soviet red army and the whole vojvodina came under control of the yugoslav titoist forces.",0.3055555555555556
96,"the first episode aired on cbs on february 7 , 2010 .","undercover boss is a multi emmy award winning american 2010 reality television series, based on the british series of the same name and produced by studio lambert in both countries.",0.0786981678489841
97,"customers who compile and run custom programs on their routers are clearly a small minority of home users, but that minority is the linux target audience .","at the 2000 mtv vmas, bass player tim commerford climbed to the top of the stage set and nearly brought the left stage down, it was in protest of the fact that limp bizkit , whose video was merely other celebrities lip-synching the words to the song ""break stuff "" in front of the band performing, won best rock video instead of rage against the machine's ""sleep now in the fire"".",0.03467023946337879
98,sirota first achieved national notoriety in 1997 through his efforts to raise awareness of racism at newsweek magazine.,sirota was also involved in a major scandal in 1999 when he worked for mayoral candidate dwight evans in philadelphia.,0.1421190988819356
99,"] , the council on american-islamic relations, the southern poverty law center, and the human rights campaign.","savage is an extremist, controversial independent american conservative talk radio host, author and political commentator.",0.2
100,"it has been suggested that the """"vilification and banishment of andrea dworkin"""" has been a central objective of the men's rights movement and those of the political right with which they often work in concert.","in the preface to the british edition (reprinted in letters from a war zone, 185-194), dworkin remarked on how the new right in the united states focused especially on preserving male authority in the family, the promotion of fundamentalist versions of orthodox religion, combating abortion, and undermining efforts to combat domestic violence (192-193), but that it also had, for the first time, ""succeeded in getting women as women (women who claim to be acting in the interests of women as a group) to act effectively in behalf of male authority over women, in behalf of a hierarchy in which women are subservient to men, in behalf of women as the rightful property of men, in behalf of religion as an expression of transcendent male supremacy"" (193).",0.03229133321196766
101,it was during his time at sea that mills witnessed loss of life caused by the unsafe engaging and disengaging methods used on ship lifeboats.,it was during his time at sea that mills witnessed great loss of life caused by the tragically unsafe engaging and disengaging methods used on ship lifeboats.,0.925961078642316
102,"players can be seen clambering up buildings, setting charges on fuel tanks, and exchanging fire with people on boats, lmg nests or on foot.","features new to mercenaries 2 includes an improved version of the completely destructible environments from the last game , co-operative mode , a fire effects engine that allows the player to ignite things such as oil or foliage, improved artificial intelligence for non-player characters and the ability to swim.",0.10995072890856401
103,"however , the film suggested that the substances are not as sensitive as they actually are .","unfortunately , the film grossly overexaggerated the sensitivity of this explosive mixture.",0.29411764705882354
104,"in september 2006, greer's column in the guardian newspaper about the death of australian steve irwin attracted criticism as a ""distasteful tirade"" on irwin just days after his death .","in september 2006, greer's column in the guardian newspaper about the death of australian steve irwin attracted criticism as a ""distasteful tirade"" on the much-beloved personality days after his tragic death .",0.8874100177457646
105,"he was accused of being a so soviet spy in 1948 and convicted of perjury in connection with this charge in 1950. however , although new evidence has been introduced into the case, hiss is maintaining his innocence .","he was accused of being a soviet spy in 1948 and convicted of perjury in connection with this charge in 1950. although new evidence has added a variety of information to the case, hiss 's guilt or innocence remains controversial .",0.7372028039880534
106,"however , it may have represented any of the large temples of the city, especially the temple of marduk , eg borsippa or ekur, or a new structure altogether.","babel is the hebrew term for babylon, and the story of the tower of babel is often associated with the construction of the etemenanki, the ziggurat to marduk, by nabopolassar (610s bc).",0.28497875937451256
107,"additionally, community forestry is also involved in school construction, irrigation and drinking water channel construction, and road construction.","community forestry also contributes to community development in rural areas for instance school construction, irrigation and drinking water channel construction, and road construction.",0.6821614784251477
108,"the eldest of six children , gomez lived with her family in houston , texas, where she began her gymnastics training at the age of five .","julissa d'anne gomez (november 4, 1972 â august 8, 1991) was an american gymnast whose rapid rise through the ranks of elite gymnastics in the mid-1980s was tragically cut short by a vaulting accident in 1988 that left her a quadriplegic.",0.1877814372949214
