Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
25,"furthermore, while the british built roads, schools and set up a government in the predominately arab north, the british left the south to missionaries to ""tame the savages"" creating a terrible misjustice in the country.","the british scholarly history masks a willful disregard for the peoples in the southern sudan, for the region's people are mostly black africans who are non-muslim.","furthermore, while the british built roads, schools and set up a government in the predominately arab north, the british left the south to missionaries to ""tame the savages"" creating what historians generally agree was a grave injustice in the country."
29,"the strongest beer sold in britain was the enormously popular dogfish head world wide stout, a 21% abv stout which was available from uk safeways in 2003. in japan in 2005, the hakusekikan beer restaurant sold an eisbock, strengthened through freezing, believed to be 28% abv.","[samuel adams'] ""utopias"", a 24% abv beer, is brewed by the samuel adams brewery of united states .","the strongest beer sold in britain was dogfish head 's world wide stout, a 21% abv stout which was available from uk safeways in 2003. in japan in 2005, the hakusekikan beer restaurant sold an eisbock, strengthened through freezing, believed to be 28% abv."
32,during this time assisting fugitive slaves was both illegal and unacceptable to most white communities.,"the committee eventually force the attendees to act on their agenda, which included confiscating the town ' s arms.","during this time assisting fugitive slaves was illegal even in the north, and morally unacceptable to most southern white communities."
40,"predominant and most unusual amongst these is the artichoke (cynara scolymus), from which the drink derives its name.","in particular , sherry, vermouth and body building supplements of various kinds are mixed with gins that have been aged in old wine casks.","predominant amongst these is the artichoke (cynara scolymus), from which the drink derives its name."
41,"mack was arrested in brooklyn by the fbi on april 20, 2018, on charges of sex trafficking, sex trafficking conspiracy and forced labor conspiracy in relation to her role in the cult-like nxivm organization.","united states attorney for the eastern district of new york , richard p. donoghue, said, "" as this indictment illustrates, for over a year, the keith raniere affilated nxivm has been the subject of an investigation by the united states attorney's office and the fbi. as alleged, keith raniere created a secret society of women whom he had sex with and branded with his initials, coercing them with the threat of releasing their highly personal information and taking into custody their assets. ""","mack was arrested in brooklyn by the fbi on april 20, 2018, on charges of sex trafficking, sex trafficking conspiracy and forced labor conspiracy in relation to her role in the nxivm organization."
45,"the federal reserve system is a privately designed banking system composed of (1) a presidentially-appointed board of governors of the federal reserve system in washington, d.c.; (2) the federal open market committee; (3) 12 regional federal reserve banks located in major cities throughout the nation; and (4) numerous private member banks, which own varying amounts of stock in the regional federal reserve banks.","they describe their research in the book "" web of debt: the shocking truth about our money system and how we can break free "" ( 2007 ) .","the federal reserve system is a quasi-governmental banking system composed of (1) a presidentially-appointed board of governors of the federal reserve system in washington, d.c.; (2) the federal open market committee; (3) 12 regional federal reserve banks located in major cities throughout the nation; and (4) numerous private member banks, which own varying amounts of stock in the regional federal reserve banks."
47,"hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, political party , and terrorist organization .","it was founded in 1987, during the first intifada, and has its origins in egypt's muslim brotherhood movement, which had entered the palestinian territories in the 1950s and 1960s under egypt's occupation .","hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, and political party."
49,"in the right-wing daily mail tabloid , novelist amanda craig confessed to hating pink, but argued that ""you can't 'liberate' young girls by banning it.","the daily mail and the daily telegraph argued that parents would have choice in the matter , and also that the policy was unlikely to be sneakily downloaded to universities in four or five years time .","in a daily mail opinion piece , novelist amanda craig confessed to hating pink, but argued that ""you can't 'liberate' young girls by banning it."
50,"they had married october 1st , 1937. four years after lucy's death, conklin married florence alexander wohlken.","in 193100, conklin, who was openly homosexualsought psychiatric treatment for his homosexuality through electroconvulsive therapy ( then called electroshock therapy ) also taking estrogen under doctor ' s orders to "" feel less homosexual. "" though there is some controversy surrounding his treatment, about a month after it ended conklin stated that he thought the treatment was helpful.","they married october 1 , 1937. four years after lucy's death, conklin married florence alexander wohlken."
51,"it was met with opposition by the student body but greg watson, the principal, pled ignorance to the issue and has claimed that he had received positive support regarding it.","it was met with opposition by some of the student body but greg watson, the principal, pled ignorance to the issue and has stated that he had received positive support regarding it.","it was met with opposition by the student body but greg watson, the principal, pled ignorance to the issue and has stated that he had received positive support regarding it."
55,"beyond its eurosceptic roots, ukip is orientated towards libertarianism, reduction of immigration , a strong welfare state, and reducing bureaucracy.","beyond its eurosceptic roots, ukip is orientated towards conservatism, libertarianism, reduction of immigration and reducing bureaucracy.","beyond its eurosceptic roots, ukip is orientated towards conservatism, libertarianism, reduction of immigration and reducing bureaucracy."
56,haplogroup r1a is common in eastern europe (and has also spread across into central asia and as far as the indian subcontinent).,the branching of p295 is consistent with a westward expansion from siberia to central europe and ukraine was consistent with indo-european migration .,haplogroup r1a is common in eastern europe (and is also common in central asia and the indian subcontinent).
59,"but if you read the actual criticism from ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper.",but the presentations never attacked the slides and only criticized what guttmann has published in his original paper.,"but according to supporters of ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper."
60,"created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known chiefly for its suicide bombings and other attacks directed against israeli civilians, as well as military targets.","israel, the european union, the united states of america, canada, japan and other non-arab countries consider hamas a terrorist organization, while other countries such as iran, korea, china, and most arab countries do not classify hamas as a terrorist group.","created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known outside of palestine chiefly for its suicide bombings and other attacks directed against israeli civilian and military targets."
61,"the website of tishreen was hacked by unknown groups in late april 2011. in december 2012, naji assaad, a journalist for the daily, was assassinated in damascus allegedly by opposition forces who have been fighting against the assad regime in the country since 2011.","in december 2012, naji assaad, a journalist for the daily, was assassinated in damascus allegedly by opposition forces who have been fighting against the assad regime in the country since 2011.","the website of tishreen was hacked by unknown groups in late april 2011. in december 2012, naji assaad, a journalist for the daily, was assassinated in damascus allegedly by opposition forces who have been fighting against the assad government in the country since 2011."
68,"loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias produce anxiety that discourage use of public transport.","conscious debt to society, self-blame, superstitions, unreasonable social suppression, "" politics of shame "" , tend to discourage whistle blowing.","loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias may also discourage use of public transport."
70,"wintrich has collaborated with milo yiannopoulos, a far right-wing former editor at breitbart news.",a contributor to the paper his views have been described as far falsehoods .,"wintrich has collaborated with milo yiannopoulos, a former editor at breitbart news."
75,the high-definition multimedia interface (hdmi) is a drm encumbered all-digital audio/video interface capable of transmitting uncompressed streams.,"users with older non- hdcp compliant components can convert hdmi to component video with a converter to allow playback of hd video and audio streams , however not all hdcp content may supported be in these cases.",the high-definition multimedia interface (hdmi) is a drm -enabled all-digital audio/video interface capable of transmitting uncompressed streams.
78,"ran bosilek (26 september 1886, gabrovo - 8 october 1958, sofia), born gencho stanchev negentsov , was a famous bulgarian author of children's books.","his short novel {{lang-bg|чичовци}} ( chichovtsi ) was the first book of any kind written in bulgarian in 60 years, the language had been banned by the ottomans in 1856 and was rarely, if ever, used in written form during that time.","ran bosilek (26 september 1886, gabrovo - 8 october 1958, sofia), born gencho stanchev negentsov , was a bulgarian author of children's books."
80,"wallace was traded to the boston celtics on july 12, 2013 in a blockbuster deal that sent celtics stars kevin garnett, paul pierce, and jason terry to the nets.",this was the first time the team played another team from new york in a professional sports league .,"wallace was traded to the boston celtics on july 12, 2013 , in a multi-player deal that sent kevin garnett, paul pierce, and jason terry to the nets."
83,the less-accomplished denis hamill writes for the new york daily news (see ),denis hamill writes for the new york daily news,denis hamill writes for the new york daily news (see )
91,gehs fuel cycle business supplies reliable fuel products and services to customers around the world.,geh claims to have extensive experience in providing llw management and decommissioning management along with complex project management.,gehs fuel cycle business supplies fuel products and services to customers around the world.
93,"this situation had forced the show's creator, irna phillips to quit the show in her typical fury .","he has been described as someone who ""screams a lot and thinks he is right without fail,"" and as calling the rest of the staff ""newbies"" (since they are newer to the show than he is).","this situation had forced the show's creator, irna phillips to quit the show."
96,"as the result of a naming dispute with greece, it has accepted the former yugoslav republic of macedonia (fyrom) as a temporary title (in macedonian: .","romania refers to the country exclusively as ""former yugoslav republic of macedonia"" (fyrom).","as the result of a naming dispute with greece, it has accepted the former yugoslav republic of macedonia (fyrom) as a temporary title."
97,"degree college ', one of the finest institutes in the city , which provides graduate and postgraduate studies, in various subjects.","gourevanahalli consists of three small villages - bharamasagara,puttanahalli , and karnakunte.","degree college, which provides graduate and postgraduate studies, in various subjects."
106,"the ahir clans are the various subsets of the ahir, a primarily hindu class of herdsman or main caste of yadav (chandravanshi kshatriya) in india.",ahirs are not the same as mailavas...,"the ahir clans are the various subsets of the ahir, a primarily hindu class of herdsman in india."
107,"abbott promised to restore some pre-k funding to selected districts if elected governor, and he cited charles murray's work that blamed the performance gap of economically disadvantaged children on their family backgrounds .",welsh said that abbott was using charles murray's work research as a proxy to promote conservative thinkers without openly anti-immigration messages .,"abbott promised to restore some pre-k funding to selected districts if elected governor, and he cited charles murray's in defense of his education plan ."
108,"in 1993 the president asked her to chair the task force on national health care reform, dedicated to reforming the america health care system, commonly known as the clinton health care plan, which was rejected by republicans in congress and was abandoned in september 1994. critics called it inappropriate for a first lady to play a role in matters of public policy .hillary clinton was believed to be the best first lady of the united staes .","in 1993 the president asked her to chair the task force on national health care reform, dedicated to reforming the america health care system, commonly known as the clinton health care plan, which was rejected by republicans in congress and was abandoned in september 1994. critics called it inappropriate for a first lady to play a role in matters of public policy .","in 1993 the president asked her to chair the task force on national health care reform, dedicated to reforming the america health care system, commonly known as the clinton health care plan, which was rejected by republicans in congress and was abandoned in september 1994. critics called it inappropriate for a first lady to play a role in matters of public policy."
109,"this is most likely due to the fact that the intense violence depicted in soldier of fortune ii is performed out of necessity for a greater good , to give publicity to george w. bush scare tactics , whereas in manhunt the violence arises from necessity, and for a much better cause - to stay alive - .","in manhunt, the player assumes the role of convicted rapist and death row inmate james earl cash who was scheduled to receive lethal injection, but instead was woken up and had him injected with sedatives to simulate his death.coroutines of the film and the game differ , with starkweather in the game wanting cash to kill for him the entire gang.","this is most likely due to the fact that the intense violence depicted in soldier of fortune ii is performed out of necessity for a greater good, whereas in manhunt the violence arises from necessity, and for a much better cause to stay alive."
114,description of the zionist regime as a germ,"on 4 march 2009, in a statement before the preparatory committee for the forthcoming durban review conference, he reiterated his views that "" zionism is a <nowiki>racist</nowiki> and discriminative philosophy"" and described the israeli regime as a ""germ of racism and apartheid"".",description of israel as a germ
115,"as a result, many have come to believe his claims (especially in the pseudoscientific community); however, some who are more skeptical hold that his claims are a hoax or possibly an example of kookery, and still others are taking a ""wait and see"" approach until there is definite evidence one way or the other.","the site celebrates the supposed swws cycle, as first reported by kepler, as a correlate of human activity and social events ; however, users of the site frequently contend that their personal experience confirms the accuracy of the swws cycle, and found their lives enriched by paying attention to it.","as a result, many have come to believe his claims (especially in the pseudoscientific community); however, many who are more skeptical hold that his claims are a hoax or possibly an example of kookery, and still others are taking a ""wait and see"" approach until there is definite evidence one way or the other."
119,"calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re aggravated a hand injury , leading many to believe he ducked a fight with the dangerous johnson .","in recent years he has been criticized for a perceived decline in the quality of his opponents, which many of his critics claim is due to calzaghe attempting to maintain his undefeated record by avoiding potentially tough opposition .","calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re - aggravated a hand injury."
125,"the magazine includes a first-rate book review section, scientists' bookshelf, and several regular columns that cover topics in computing, engineering, public and professional issues and reflections on the history and practice of science.","also included is a guide to science websites and several regular columns covering topics in computing, engineering, public and professional issues and reflections on the history and practice of science.","the magazine includes a book review section, scientists' bookshelf, and several regular columns that cover topics in computing, engineering, public and professional issues and reflections on the history and practice of science."
127,"com news on africa, updated by the minute","in november 2004 the independent described the website and others like it as part of ""technology's wider counter-information movement which includes websites that operate as parallel newswires to those distributed by established news agencies "" .","com news on africa, updated regularly."
129,venables is also the father of the only known child in the uk to suffer from both autism and leukaemia.,"in may 2011, venables pleaded guilty to charges of distributing and possesing child pornography and was returned to prison.",venables is also the father of the only known child in the uk to be diagnosed with both autism and leukaemia.
131,"kalinga (also known as kalingi/kalinji/kalanji/kaalinga) is an indian caste of kshatriyas, priests, cultivators, found mainly in ganjam, srikakulam, vizianagaram, and visakhapatnam.",they are popularly designated as the kalinga vysyas or arya vysyas.,"kalinga (also known as kalingi/kalinji/kalanji/kaalinga) is an indian caste of cultivators, found mainly in ganjam, srikakulam, vizianagaram, and visakhapatnam."
133,the easy drive to the top takes about 15 minutes (except in the worst winter weather when park rangers close the road) and provides a 360-degree marine view said to be one of the finest anywhere in the world.,the summit offers an excellent 360-degree marine view said to be one of the finest anywhere in the world.,the drive to the top takes about 15 minutes (except in the worst winter weather when park rangers close the road) and provides a 360-degree marine view said to be one of the finest anywhere in the world.
136,"but in order to make this more equitable, such measures should be complemented by actions to enhance collection efficiency, reduce the incidence of illegal connections, increase the share of metered connections (see water meters), revise tariff structures and introduce means-tested subsidies where feasible.","additionally, some commentators would add, service providers must improve their financial performance through efficiency gains and operating surpluses or through external subsidies to cover losses.","but in order to make this more equitable, such measures would have to be complemented by actions to enhance collection efficiency, reduce the incidence of illegal connections, increase the share of metered connections (see water meters), revise tariff structures and introduce means-tested subsidies where feasible."
139,"as one of sergei simonov's greatest creations, the ptrs-41 would sometimes be known as simply the simonov on the battlefield.","because of its slab-sided silhouette, it was sometimes called the ""water pipe"" by red army troops as a slang term.","as one of simonov's creations, the ptrs-41 would sometimes be known as simply the simonov on the battlefield."
148,"prominent artists that have performed at pcc include the late jerome hines of the new york metropolitan opera , the atlantic brass quintet, christopher parkening, the vienna boys' choir, anthony kearns of the irish tenors, and the gregg smith singers.","however, the two organizations parted ways in 2000 when the spu board of trustees voted to ""define same sex activity as a violation of the community code as stated in the student handbook,"" to which pcc objected .","artists that have performed at pcc include the late jerome hines, the atlantic brass quintet, christopher parkening, the vienna boys' choir, anthony kearns of the irish tenors, and the gregg smith singers."
149,"yet following the 2004 election cycle, clinton began a movement to the political center even aligning with contract with america architect and former adversary newt gingrich in expressing a desire for health care reform.","following the 2004 election cycle, clinton began a movement to the political center even aligning with contract with america architect and former adversary newt gingrich in expressing a desire for health care reform.","following the 2004 election cycle, clinton began what critics saw as a movement to the political center , even aligning with contract with america architect and former adversary newt gingrich in expressing a desire for health care reform."
151,"2012 also saw cwnn contribute the opening track to a remix album from the legendary german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.","in may 2007, cwnn released an album of new material - ""should symmetric"" - which features a collaboration with captain beefheart guitarist gary lucas.","2012 also saw cwnn contribute the opening track to a remix album from the german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others."
161,"in order to circumvent this , employers may support or sponsor third party organizations which advocate decertification and other anti-union measures.","employers, however , may support or sponsor third party organizations which advocate decertification and other anti-union measures.","employers, however , may support or sponsor third party organizations which advocate decertification and other anti-union measures."
168,"in 2016, the uk house of commons voted to renew the british nuclear deterrent with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system.","in 2016, the uk house of commons voted to renew the british nuclear weapons system with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system.","in 2016, the uk house of commons voted to renew the british nuclear weapons system with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system."
170,"the four dormitories are built in the english tudor architectural style found on most of the older buildings in the area, and are known for their thick plaster walls, hardwood floors, and leaded windows .","the four dormitories are built in keeping with the english tudor architectural style found on most of the older buildings in the area, and are known for their thick plaster walls, hardwood floors and leaded windows .","the four dormitories are built in keeping with the english tudor architectural style found on most of the older buildings in the area, and are known for their thick plaster walls, hardwood floors , leaded windows , and rough-and-tumble charm ."
171,"the largest famine ever (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices.","during the indian famine of 1899–1900, between 1.25 to 10 million people died.","one of the largest historical famines (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices."
172,"it was one of the most magnificent collection of the era, housed in both his london house in harley street as well as at basildon park in berkshire which, by 1842, had completely replaced the pavilion at fonthill (wiltshire) as his favoured country estate.","these acquisitions were the ""jewels in the crown of his own collection"" which he opened to the public at basildon park in 1848 and maintain separately from fonthill because there was no more space and the 364 acre grounds of fonthill only allowed enough room for his latin and greek libraries and his new manor house at fonthill built between 1842 and 1845 and in which he lived for only a year.","it was one of the most notable collections of the era, housed in both his london house in harley street as well as at basildon park in berkshire which, by 1842, had completely replaced the pavilion at fonthill (wiltshire) as his favoured country estate."
173,"a retrial to determine arias's punishment is scheduled to begin on july 18, 2013, with a new jury empaneled for that purpose.",the new jury could sentence arias to death or life in prison with or without the possibility of parole .,"a retrial to determine arias's sentence is scheduled to begin on july 18, 2013, with a new jury empaneled for that purpose."
175,"a draft dodger is a term , usually pejorative, that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means.","the words ""draft dodger "" are often used interchangeably with ""intentional draft evader "".","a draft dodger is a term that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means."
176,"on august 10, 2004, the station staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 quebec fans of the station went to the nation's capital to demonstrate their support for the station.","on august 10, 2004, supporters staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 people in attendance went to the federal capital to demonstrate their support for the station.","on august 10, 2004, the station staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 quebec fans of the station went to the federal capital to demonstrate their support for the station."
180,"over the course of the day, police received more than 1,700 calls for service elsewhere in oakland that police were delayed or did not respond to because officers were busy confronting protesters.","oakland mayor jean quan said that ""police showed great restraint"" and that ""99%"" of the protesters were peaceful and the two that were arrested in the incident were from out of town.","over the course of the day, the oakland police department claims to have received more than 1,700 calls for service elsewhere in oakland that were delayed or not responded to because officers were directed to prioritize confrontation with protesters."
181,"hilary du pr was born in woking, surrey, the eldest child of an upper middle-class, cultured family headed by an accountant father and a pianist mother.","however, hawking soon appeared to be very ill: he was diagnosed with motor neurone disease(al amyotrophic lateral sclerosis , or als), and his doctors advised that he was not expected to live more than two or three years.","hilary du pr was born in woking, surrey, the eldest child of an upper middle-class, family headed by an accountant father and a pianist mother."
184,"with few exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","according to a variety of sources including the synoptic gospels such as the gospel of matthew , gospel of mark and the gospel of luke , jesus was a jewish teacher from galilee who wa s regard ed ed as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","with a number of exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion."
186,"for those who wish to avoid apache altogether, it is possible to deploy a mongrel cluster with an alternative web server such as lig (lig is a great server, but its load balancing component has some unresolved issues) a load balancer such as pound.",some developers prefer mongrel over apache for its root process single-threaded design and use it for development work.,"for those who wish to avoid apache altogether, it is possible to deploy a mongrel cluster with an alternative web server such as lig and a load balancer such as pound."
188,"it proved surprisingly versatile, able to operate everything from bat glide bombs to 11.75 in (300 mm) tiny tim rockets.","however, the beaufighter proved to be far less effective against land-based targets in normandy than it had been against japanese ships, as its attacks were met with heavy flak.","it proved versatile, able to operate everything from bat glide bombs to 11.75 in (300 mm) tiny tim rockets."
189,"the film is notorious for an explicit scene of de niro and depardieu, who are shown on either side of an actress as their penises are briefly fondled and masturbated by her.","the film is notorious for an explicit scene of de niro and depardieu, who are shown on either side of an actress as their genitalia are briefly fondled and masturbated by her.","the film features an explicit sex scene with de niro and depardieu, who are shown naked either side of an actress ."
191,"2004 saw increasing concern about the viability of the lab, it encountered a funding crisis and it did not seem likely that the lab would obtain the necessary government support to satisfy its business plan .",critics argue this is further evidence of the unsustainability of the research however some supporters point out that long term investment is typical in science research.,"2004 saw increasing concern about the viability of the lab, it encountered a funding crisis , it did not seem likely that the lab would become self-financing in the near future and the government appeared unwilling to provide sufficient further support ."
195,the new testament or the aramaic scriptures is the name given to the part of the christian bible that was written after the birth of jesus christ.,people who refer to the hebrew scriptures as the old testament also sometimes refer to the greek scriptures as the new testament .,the new testament or the greek scriptures is the name given to the part of the christian bible that was written after the birth of jesus christ.
196,ideology = welsh independence welsh nationalism social democracy regionalism |,seat = ynys môn,ideology = welsh independence welsh nationalism social democracy |
199,"however, all bills have died because a few united states senators have used parliamentary procedure to thwart the democratic process by blocking an up or down vote on the floor of the senate.","because such bills, if proposed, could lead to an up or down vote on marriage in the united states by the end of the legislative debate, a few senators have recently used a filibuster to block any marriage legislation from being discussed on the floor.","however, all bills have died because a few united states senators have used parliamentary procedure to block an up or down vote on the floor of the senate."
201,"a christmas carol (1949) a 30-minute filmed television adaptation , reportedly notorious among modern critics for its cheap special effects, starred taylor holmes as scrooge with vincent price as the on-screen narrator.",george c. scott also starred in a 1984 television adaptation produced by cbs .,a christmas carol (1949) a 30-minute filmed television adaptation starred taylor holmes as scrooge with vincent price as the on-screen narrator.
202,the united bermuda party (ubp) is a centrist political party in bermuda.,the ubp has been referred to as a centrist political party in bermuda.,the united bermuda party (ubp) is a political party in bermuda.
209,"vostok 1 - the service module failed to detach for 10 minutes, but fortunately the courageous yuri gagarin survived.","vostok 1 - the service module failed to detach for 10 minutes, but the cosmonaut survived.","vostok 1 - the service module failed to detach for 10 minutes, but fortunately , cosmonaut yuri gagarin survived."
212,"she is mother of kasia adamik, another talented polish film director.","she is the mother of kasia adamik, another polish film director.","she is mother of kasia adamik, another polish film director."
213,"with its affordable price and attractive design, it became one of the best-selling chairs ever made.","in 2004 , a poll conducted by the royal institute of british architects named the armchair the best design of the 20th century .","with its affordable price and simple design, it became one of the best-selling chairs ever made."
224,interestingly there have been reports of sulfuric acid ingestion leading to vitamin b12 deficiency with subacute combined degeneration.,some features of the disease may also be present in user of nitrous oxide but not hydrogen sulfide.,there have been reports of sulfuric acid ingestion leading to vitamin b12 deficiency with subacute combined degeneration.
226,all prophets was sent to a nation except muhammed (pbuh) he was sent to the whole world,"danish muslim theologian mahmoud ekrim has argued that the koran's references to ""the people of the book"" were actually a reference to the jewish and nabatean tribes , that tribes were in arabia at that time, since he claims that christianity did not yet exist, and thus muhammad had not changed his attitude towards christians or that christianity did not exist in arabia at the time of the events of muhammad's prophethood (c. 610 632) 610–632 .",all prophets was sent to a nation except muhammed - he was sent to the whole world .
228,creation according to genesis is the jewish creation myth in the first two chapters of genesis.,'' creation according to genesis '' is in the first two chapters of genesis.,creation according to genesis (what some scholars refer to as the jewish creation myth ) is in the first two chapters of genesis.
237,"ruthenia (rus', whose successor state is now ukraine).","kievan rus' was a predecessor of modern russia, belarus and ukraine .","ruthenia (rus', whose successor states are now russia, belarus and ukraine)."
242,"a gilded bronze oil lamp in the shape of a female servant, dated 2nd century bce, found in the tomb of dou wan, wife to the han prince liu sheng; its sliding shutter allows for adjustments in the direction and brightness in rays of light while it also traps smoke within the body , thus considered an anti-pollutant design .","a gilded bronze oil lamp in the shape of a female servant, dated 2nd century bce, found in the tomb of dou wan, wife to the han prince liu sheng; its sliding shutter allows for adjustments in the direction and brightness in rays of light while it also traps smoke within the body.","a gilded bronze oil lamp in the shape of a female servant, dated 2nd century bce, found in the tomb of dou wan, wife to the han prince liu sheng; its sliding shutter allows for adjustments in the direction and brightness in rays of light while it also traps smoke within the body."
243,"in 2017, immediately after birmingham mayor william a. bell draped a confederate memorial with plastic and surrounded it with plywood with the rational ""this country should in no way tolerate the hatred that the kkk, neo-nazis, fascists and other hate groups spew"", marshall sued bell and the city making it very clear that the alabama memorial preservation act would be aggressively enforced.","however, in 2017, the monument was covered in plastic , surrounded it with plywood and said ""this country should in no way tolerate the hatred that the kkk, neo-nazis, fascists and other hate groups spew"" by birmingham mayor william a. bell , marshall sued bell and the city making it very clear that the alabama memorial preservation act would be strictly enforced.","in 2017, after birmingham mayor william a. bell draped a confederate memorial with plastic , surrounded it with plywood and stated ""this country should in no way tolerate the hatred that the kkk, neo-nazis, fascists and other hate groups spew"", marshall sued bell and the city making it very clear that the alabama memorial preservation act would be strictly enforced."
245,ironically even the more radical activists such as malcolm x and louis farrakhan both had white grandparents.,"in general, however, black nationalists who originated the ideology typically consider white americans to be ""white devils"" or ""potential humans"" in the terminology of the nation of islam.",even the more radical activists such as malcolm x and louis farrakhan both had white grandparents.
