Sequence,Predicted Neutral Text,Source Text,BLEU Score
41,"in this leadership race, the party chose ""red tory"" john tory as its leader.","in this leadership race, the party chose ""red tory"" john tory as its leader.",1.0
42,"""Today, Tondo is recognized as a district within the city of Manila.""","today, tondo just exists as a district in the city of manila , a blow to its grand history .",0.3658078144733209
43,"""O'Reilly repeated a statement about a historical event in Malmedy where US forces captured SS forces who had their hands in the air and were unarmed, and were shot down.""","o'reilly repeated made an even clearer mistatement of fact when he said ""in malmedy, as you know, us forces captured ss forces who had their hands in the air and they were unarmed and they shot them down.",0.48815016537092537
44,"since faster-than-light signaling is impossible according to the special theory of relativity, any concerns about entanglement due to such a loophole have been addressed.","since faster-than-light signaling is impossible according to the special theory of relativity, any doubts about entanglement due to such a loophole have thereby been quashed .",0.8882480440276221
45,"the science-fiction short story ""The Golem"" by Avram Davidson.",the classic science-fiction short story the golem by avram davidson.,0.5
46,krkoti made his debut for the Montenegro national team on 26 March 2013 in a match that ended in a 1-1 draw against England during the FIFA World Cup 2014 qualifying.,krkoti made his debut for the montenegro national team on 26 march 2013 to earn montenegro a historical 11 draw against england in fifa world cup 2014 qualifying.,0.5625
47,"following the 1993 federal election, Tobin was appointed minister of fisheries and oceans.","following the 1993 federal election in which the liberals regained power from the progressive conservatives after almost a decade in opposition, tobin was appointed minister of fisheries and oceans for his loyalty to chrtien .",0.2301571663454994
48,"it was the first multinational corporation in the world and the second company to issue stock, following the British East India Company.",it was the first multinational corporation in the world and the second company to issue stock (after the celebrated british east india company) .,0.6900333109719925
49,"Tskhinvali in the south became what is now South Ossetia, historically part of the Georgian principality of Samachablo where Ossetians settled.","tuallg in the south became what is now south ossetia, part of the historical georgian principality of samachablo where ossetians found refuge from mongol invaders .",0.5480673718244986
50,"she is a former beauty queen and model, best remembered for winning the Miss International beauty pageant in Tokyo, Japan, in 1979, representing the Philippines.","she is a former beauty queen and supermodel , best remembered for winning the miss international beauty pageant in tokyo, japan, for the year 1979, representing the philippines.",0.7172220218575737
51,"indeed, the most horrifying event in the novel occurs during a scene in which Garp's son (Walt) is accidentally killed and his other son injured because Helen, while attempting to break off her affair with one of her students, agrees to perform a sexual act as a going-away present.","indeed, undoubtedly the most horrifying event in the novel occurs during a scene in which garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.",0.875
52,No neutral text provided,"his profile as a film actor was significantly raised in 2002 when he appeared in three of the year's academy award for best picture nominees chicago, gangs of new york and the hours.",0.0
53,"The movie did not win the best movie award, but it is considered one of the most significant films in Bollywood even today.","although the winning movie never won the best movie award, it is recognized as bollywood's most significant movie even today .",0.56
54,"like creation science, evolutionary scientists view baraminology as pseudoscience and not suitable to be presented as science.","like all of creation science, evolutionary scientists consider baraminology to be pseudoscience and unfit to be presented as science.",0.7105954944096783
55,"Pope Benedict XVI faced criticism from the Islamic world for comments he made regarding the Prophet Mohammed and Islam, leading to street protests in some cities.","pope benedict xvi islam controversy: pope benedict xvi came under a hail of criticism from the islamic world for comments he made earlier in the week regarding the prophet mohammed and islam, provoking street protests in some cities .",0.40408967147054486
56,No neutral text provided,"it is basically the first supercar created by the volkswagen company since it has beaten the world 24-hour speed record , which also makes it legendary .",0.0
57,"he was a key member of the band, serving as the lead vocalist, guitarist, and principal songwriter during the band's psychedelic years.","he was lead vocalist, guitarist and principal songwriter during the band's psychedelic years, providing major musical and stylistic direction in their early compositions.",0.6296296296296297
58,No neutral text provided,"crofton park is a vibrant, mainly residential suburb and electoral ward in the london borough of lewisham.",0.0
59,"at the same time, the minister told parliament that the contract with Atos was being brought to a premature close, with Atos paying a ""substantial financial settlement"" to the DWP in what was officially described as a mutual agreement.","at the same time, the minister told parliament that the contract with atos was in the process of being brought to a premature close, with atos paying a ""substantial financial settlement"" to the dwp ( in what was officially described as a mutual agreement but which , by the time it reached the press, had been 'spun' to give the false impression that atos had been sacked owing to the poor quality of its reports).",0.3840505080830689
60,aram manougian joined the armenian revolutionary federation at a young age.,"aram manougian , with a great vision, joined the armenian revolutionary federation at a very early age.",0.5115322169558765
61,"despite his existentialist outlook, solidified through his interviews with David Sylvester, Bacon in person was engaging, charismatic, articulate, well-read, and openly gay.","despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and unapologetically gay.",0.5617888562725624
62,"it has borders with Albania, Bulgaria, and North Macedonia to the north, and Turkey to the east.","it has borders with albania, bulgaria and the former yugoslav republic of macedonia (or fyrom) to the north, and turkey to the east.",0.5118080789812781
63,No neutral text provided,"more accurate measurements taken by space probes such as voyager 2 caused the anomalies to vanish without the need for an extra planet, and the hypothesis was unsustainable in the 1990s.",0.0
64,No neutral text provided,"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.",0.0
65,"despite aim's claim of political neutrality, it is frequently described by various media outlets and watchdog groups as having a conservative leaning.","despite aim's claim of political neutrality , it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.",0.8070631288879514
66,"modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job provided him with leisure time to collect insects and increased his awareness of the benefits of after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.",0.8333333333333334
67,"in contrast to his on stage personality, reznor is often described as being shy, soft spoken, and preferring solitude.","in contrast to his on stage personality, reznor is often credited to be shy, soft spoken and a bit of a recluse .",0.6775733993231856
68,"careful marketing helped establish the brand as synonymous with understated, sexy, classic casual wear.","careful marketing made the brand synonymous with understated, sexy, classic casual wear.",0.8235294117647058
69,in 2004 he retired after being diagnosed with als.,in 2004 he was forced to retire after ironically being diagnosed with als.,0.6032880414320754
70,"according to 2005 census bureau estimates, the population of the city is 20,821. Mountain Brook is recognized for its affluence within the Birmingham metropolitan area and has been included in various lists of America's wealthiest communities.","according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and has constantly appeared in many lists of america's wealthiest communities.",0.675
71,No neutral text provided,"on december 21, 2017 elisha and her husband, dion phaneuf welcomed their first child, zaphire.",0.0
72,No neutral text provided,"in june 2008, the wall street journal examined the unusually high number of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment.",0.0
73,"roger allers (born 1949 in rye, new york) is an American film director, screenwriter, storyboard artist, animator, and playwright.","roger allers (born 1949 in rye, new york) is an oscar-nominated american film director, screenwriter, storyboard artist, animator and tony-nominated playwright.",0.8922596706493391
74,No neutral text provided,"in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed : matthew price , writing in bookforum, commented that the book ""reads like a soap opera written by a committee of marxists"".",0.0
75,No neutral text provided,"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese languages .",0.0
76,"Deleuze and Guattari, in their 1972 work ""Anti-Oedipus,"" argued that psychiatry and psychoanalysis have been influenced by a strong emphasis on family dynamics since their beginnings.","deleuze and guattari, in their 1972 classic anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board.",0.4392490104099229
77,No neutral text provided,"on august 10, 2004, the station staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 quebec fans of the station went to the nation's capital to demonstrate their support for the station.",0.0
78,No neutral text provided,"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the cult , children of god, also called ""the family international"".",0.0
79,No neutral text provided,"the courts have largely abandoned the lochner era approach (approximately 1890-1937) when substantive due process was used to strike down minimum wage and labor laws in order to protect the so-called ""fundamental right to contract. """,0.0
80,"Hamas, acronym of Harakat al-Muqawama al-Islamiyya (Arabic: , literally ""Islamic Resistance Movement"" and Arabic for 'zeal'), is a Palestinian Islamist movement and political party.","hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, political party , and terrorist organization .",0.5905640219518046
81,"the ""body count"" and attrition warfare strategies used in the Vietnam War came directly from attempts to apply statistical logic to the battlefield.","the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his flawed statistical logic worldview to the battlefield.",0.758472697718852
82,"the True Directions program involves campers exploring their sexual orientation and gender identity, engaging in activities related to gender stereotypes, reflecting on their experiences with homosexuality, learning about people of the opposite sex, and participating in simulations of heterosexual relationships.","the true directions program involves the campers admitting their homosexuality, rediscovering their gender identity by performing gender- related tasks, finding the root of their homosexuality, demystifying the opposite sex and simulating heterosexual sex.",0.4444444444444444
83,"beginning late in his life and continuing after his death, evidence and reports have continued to surface documenting patterns of plagiarism, falsification, and inaccuracies in some of his published writings.","beginning late in his life and continuing after his death, however, evidence and reports have continued to surface documenting longtime patterns of plagiarism, falsification, and inaccuracies in many of his published writings and other work .",0.8135698020576175
84,"sinclair was also known for his mistreatment of foreigners, as depicted in ""waldorf salad,"" which was based on sinclair's reaction to the ""clearly American"" table manners of Terry Gilliam.","sinclair was also known for his xenophobic mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam.",0.8648648648648649
85,"donald mcdonald, the chairman of the Australian Broadcasting Corporation (ABC).","donald mcdonald (abc chairman ), the chairman of the australian broadcasting corporation",0.6428571428571429
86,"keith rupert murdoch, ac, kcsg, born on 11 March 1931, is an Australian-American global media executive. He serves as the controlling shareholder, chairman, and managing director of News Corporation, which is based in New York.","keith rupert murdoch, ac, kcsg (born 11 march 1931) is a highly successful australian american global media executive and is the controlling shareholder, chairman and managing director of news corporation, based in new york.",0.6363636363636364
87,"some of those remaining, like in Edinburgh, have been converted into high street coffee bars, while many dozens remain untouched, albeit in various states of disrepair.","some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - sadly in various states of disrepair.",0.7613479030039021
88,No neutral text provided,"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- heterosexual advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.",0.0
89,No neutral text provided,bill roper is a notorious video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.,0.0
90,including resistance to changes to Cambridge's Kite area.,"after living in radnorshire, mid-wales from 1970 to 1975, alverson moved to cambridge, england, where he was active in rabble-rousing activities , including resistance to the duke of westminsters rape of cambridge's kite area .",0.03485094785750476
91,"in August 2013, Newsmax magazine included Fallin among the ""25 most influential women in the GOP.""","in august 2013, conservative newsmax magazine named fallin among the ""25 most influential women in the gop"".",0.7134220683755355
92,"In 1960, following his return from military service, a group of employees hired by Elvis Presley to handle security and his concert tours were referred to as the ""Memphis Mafia"" by the news media.","in 1960, following his returm from military service, the various ""yes men"" and employees hired by elvis presley to handle security and his concert tours were affectionately dubbed the ""memphis mafia"" by the news media.",0.6410499775216034
93,"Mark concludes his post by stating that many, if not most, of the complaints directed against G&M are motivated in part by ideological disagreement, just as much of the praise for their work is motivated by ideological agreement.","mark concludes his post saying he thinks ""that many if not most of the complaints directed against g&m are motivated in part by ideological disagreement -- just as much of the praise for their work is motivated by ideological agreement.",0.8181818181818182
94,No neutral text provided,"both drivers never even got near a good enough time to make it to the grid , as they struggled in the difficult-handling cars.",0.0
95,"the Modigliani-Miller theorem, developed by Franco Modigliani and Merton Miller, is a fundamental concept in modern capital structure theory.","the modiglianimiller theorem (of franco modigliani, merton miller) forms the basis for modern thinking on capital structure.",0.3181818181818182
96,"with a number of exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that Jesus was a Jewish teacher from Galilee who was regarded as a healer, was baptized by John the Baptist, was accused of sedition against the Roman Empire, and, on the orders of the Roman governor Pontius Pilate, was sentenced to death by crucifixion.","with few exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.",0.7808219178082192
97,"micah stock is an American actor born on December 31, 1988.","micah stock (born december 31, 1988) is a tony award-nominated american actor.",0.5496387631047355
98,No neutral text provided,"may 14 at a press conference, john lennon and paul mccartney introduce the beatles' new business concept, apple corps, ltd., a disastrously mismanaged entertainment company that included a recording studio, a record label, and clothing store.",0.0
99,No neutral text provided,"colonel sir william walter mahon, 7th baronet, (born 4 december 1940) is an anglo-irish baronet and retired regular officer of the british army.",0.0
100,"andy bernard is a regional director in charge of sales who competes with dwight for the position, title, and the attention of michael.","andy bernard is the irritating frat-boy-type regional director in charge of sales, who competes with dwight for the position, title, and the attention of michael.",0.8567532468226503
101,No neutral text provided,the israeli army also heavily targeted plo positions in south lebanon without succeeding in silencing palestinian rocket launchers and guns.,0.0
102,An accurate geographic description is that Anatolia comprises the Asian part of Turkey.,anatolia corresponds to the western two-thirds of the asian part of turkey.,0.2857142857142857
103,No neutral text provided,"shuttleworth claimed to be the first african in space, but patrick baudry , a cameroon ian french astronaut , holds that title .",0.0
104,"complementarianism is a theological view held by some individuals in christianity, judaism, and islam,<!--","complementarianism is a theological view held by some in christianity, judaism, and islam,<!--",0.95
105,"ammukutty, also known as ammu swaminathan, a social worker and independence activist from the vadakkath family of anakkara in palghat, kerala.","ammukutty, better known as ammu swaminathan, a social worker and independence activist from the prominent vadakkath family of anakkara in palghat, kerala.",0.9223578615862302
106,the united bermuda party (ubp) is a political party in bermuda.,the united bermuda party (ubp) is a centrist political party in bermuda.,0.9310627797040228
107,No neutral text provided,"bob velke (born 1961 in alexandria, virginia,usa) is well regarded as a visionary in the genealogy field.",0.0
108,"william f. friedman, a figure from the United States, is known for introducing statistical methods into cryptography, which some consider to be a key contribution to the development of modern cryptography.","william f. friedman, us, introduced statistical methods into cryptography , can claim title of founder of modern cryptography.",0.4
109,No neutral text provided,"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the occupying german forces in order to liberate the region and join to poland, which had regained her independence after the world war i (1914-1918).",0.0
110,"his role has been controversial, and allegations of improper conduct have been made against him in the Serbian media.","his role has been controversial, and the serbian media have made a number of allegations of improper conduct against him.",0.8172831041429799
111,"The archaeological evidence does not specifically support the story told in the book of Exodus, leading many archaeologists to consider the investigation of Moses and the Exodus as ""a fruitless pursuit.""","the archeological evidence does not specifically support the story told in the book of exodus and most archaeologists have therefore abandoned the investigation of moses and the exodus as ""a fruitless pursuit"".",0.7142857142857143
112,"the main theme appeared for the first time on Vangelis' 1989 album ""Themes.""","the main theme appeared for the first time anywhere on vangelis' 1989 album ""themes.""",0.8319468916366543
113,"loss of control, constriction, overcrowding, high speeds/accelerations, height, and other phobias can contribute to anxiety that may discourage the use of public transport.","loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias produce anxiety that discourage use of public transport.",0.7931034482758621
114,"The remark caused a media firestorm, drawing vociferous opposition from western governments, including the U.S. government under George W. Bush.","the remark caused a media firestorm, with drawing vociferous opposition from western governments, especially the u.s. government under george w. bush.",0.7076829242244553
115,"when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer.","when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or ostentatiously consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer.",0.9746849137081522
116,"""In the United States presidential election of 1860, Abraham Lincoln received only 10 percent of the state's votes, while 71 percent favored either John Bell or Stephen A. Douglas, both of whom wanted the status quo to remain. Douglas narrowly won the Missouri vote over Bell, the only state Douglas carried besides New Jersey, with the remaining 19 percent siding with Southern Democrat John C. Breckinridge.""","in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bellthe only state douglas carried besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge.",0.6233766233766234
117,"the association was assessed approximately $20,000 in back taxes on the pavilion, and was involved in two civil rights complaints related to the civil union controversy.","however, the association was assessed approximately $20,000 in back taxes on the pavilion, and was the subject of two civil rights complaints due to the civil union controversy .",0.8084410076358035
118,"by saying that, he rejects David Glantz's thesis that portrays the Soviet army as seriously unprepared for war.","by saying that, he rejects the thesis of david glantz ' work , which portrays the soviet army as seriously unprepared for war.",0.6297641429518004
119,"while the name ginsu was created by becher, becher later translated the word as meaning ""i never have to work again"".","while the name ginsu was created from whole cloth , becher later translated the word as meaning ""i never have to work again"".",0.8839262840201374
120,"they carried out arrests and torture of political opponents, but were disbanded after the U.S. invasion in 1989.","they carried out arrests and torture of political opponents, but were disbanded after the brutal us invasion in 1989.",0.9036679532756783
121,No neutral text provided,"calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re aggravated a hand injury , leading many to believe he ducked a fight with the dangerous johnson .",0.0
122,No neutral text provided,"(notice that even the nrsv speaks of ""the record ... with its legal demands"", which seems to indicate a law code rather than a charge sheet.)",0.0
123,"highly regarded by colleagues, he joined the department of the taoiseach as a finance officer in 1999.","highly regarded by colleagues, he joined the department of the taoiseach, as finance officer in 1999.",0.9473684210526315
124,No neutral text provided,he began his career as a local dj under the moniker pauly d. one of his professional idols is the late dj am.,0.0
125,"monica hesse of the washington post stated that upon discovery of the hoax, individuals across various groups expressed discontent over a blog that claimed to represent them being written by an American straight male.","monica hesse of the washington post stated that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.",0.5624672322182368
126,"a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed at a young female audience to complement he-man's popularity with young males.","a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed primarily at a young female audience to counterbalance he-man's popularity with young males.",0.9370225907844296
127,"since leaving the business world in 1989, Tompkins focused on environmental activism and land conservation efforts.","since leaving the business world in 1989, tompkins dedicated himself to environmental activism and land conservation.",0.7777777777777778
128,"He served as a Supreme Court judge until his passing on February 13, 2016.","he remained an influential supreme court judge until his death on february 13, 2016",0.4375
129,there are now two main types of matches: safety matches invented by Hungarian chemist JÃ¡nos Irinyi and strike anywhere matches.,"there are now two main types of matches: safety matches (invented by hungarian chemist, jnos irinyi and strike anywhere matches.",0.7885869822437721
