Source Text,Predicted Neutral Text,wmd
"following the 1993 federal election in which the liberals regained power from the progressive conservatives after almost a decade in opposition, tobin was appointed minister of fisheries and oceans for his loyalty to chrtien .","tobin then became minister of industry, and in 1996 was moved to the position of minister of fisheries and oceans .",0.18532611439540278
sirota was also involved in a major scandal in 1999 when he worked for mayoral candidate dwight evans in philadelphia.,"during his time with the center for american progress , sirota refused to disclose his his financial relationship with the democratic think tank on his blog while he denounced various industries and pundits .",0.2541220997804894
it echoes the practice of top leagues around the world in which the team with the best record is the champion.,it echoes the practice of other leagues around the world in which the team with the best record is the champion.,0.02832069374643211
it was the first multinational corporation in the world and the second company to issue stock (after the celebrated british east india company) .,it was the first multinational corporation in the world and the second company to issue stock.,0.08697672266074577
"tuallg in the south became what is now south ossetia, part of the historical georgian principality of samachablo where ossetians found refuge from mongol invaders .",in the 15th century south ossetia was part of the alania region .,0.18589317743842923
"prominent laravel features include its expressive syntax, a modular packaging system with a dedicated dependency manager, different ways for accessing relational databases, and various utilities that aid in application deployment and maintenance.","some of the features of laravel are a modular packaging system with a dedicated dependency manager, different ways for accessing relational databases, and various utilities that aid in application deployment and maintenance .",0.060106980392291356
"she is a former beauty queen and supermodel , best remembered for winning the miss international beauty pageant in tokyo, japan, for the year 1979, representing the philippines.","the original series is regarded as one of the greatest television shows of all time and has won several awards , including emmy awards.",0.2571842955074686
"despite being a popular professor, her application for tenure at yale was denied in april 1997, and again in october of that year.","in april 1997, her application for tenure at yale was denied.",0.14235165109777126
"indeed, undoubtedly the most horrifying event in the novel occurs during a scene in which garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.","garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.",0.0793562233996516
"one account, written by a disaffected former mormon, states that soon before henry was to leave on his mission, after the latter-day saints had left illinois and were camped in iowa,","one account, written by a disaffected former mormon, states that soon before henry was to leave on his mission, after the latter-day saints had left illinois and were camped in iowa,",0.0
"the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces different kinds quality pvc sheetings and durable linoleum","the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces pvc sheetings and linoleum .",0.07322139108837386
"wilson's theories have been expounded , perhaps falsely, by many prominent american mayors, most notably oscar goodman in las vegas, richard riordan in los angeles, rudolph giuliani in new york city and gavin newsom in san francisco.","wilson's theories have been expounded by many prominent american mayors, most notably oscar goodman in las vegas, richard riordan in los angeles, rudolph giuliani in new york city and gavin newsom in san francisco.",0.04324911247470226
"kalinga (also known as kalingi/kalinji/kalanji/kaalinga) is an indian caste of kshatriyas, priests, cultivators, found mainly in ganjam, srikakulam, vizianagaram, and visakhapatnam.","bengali dudas are a bangladesh processing community, found mainly in the districts of faridpur, barisal and khulna division .",0.2587865516666257
these actions were later heavily fictionalized in the 1981 charles bronson classic death hunt.,these actions were later heavily fictionalized in the 1981 charles bronson film death hunt .,0.057117433383552935
"nevertheless, christians largely believe the infinite atonement is considered to be accomplished, subsequently unlocking the gates of heaven forever to the human family.","however, the lds church considers the established of the first presidency in 1833 to be the beginning of the fulfillment of this scripture.",0.18234484765478687
"the panacea society is a basically harmless christian cult based in bedford, england who send out cure-alls and wish to promote the work of joanne southcott.","the panacea society is christian -based cult based in bedford, england which sends out cure-alls and which wishes to promote the work of joanne southcott.",0.05990470255635967
"2012 also saw cwnn contribute the opening track to a remix album from the legendary german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.","the remix album features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.",0.16561528266124825
"although the winning movie never won the best movie award, it is recognized as bollywood's most significant movie even today .","although the winning movie never won the best movie award, it was recognized as bollywood's most significant movie of the last fifty years .",0.08655009481916566
"like all of creation science, evolutionary scientists consider baraminology to be pseudoscience and unfit to be presented as science.",the vast majority of scientists take the position that baraminology is pseudoscientific .,0.27678971399079577
"pope benedict xvi islam controversy: pope benedict xvi came under a hail of criticism from the islamic world for comments he made earlier in the week regarding the prophet mohammed and islam, provoking street protests in some cities .","pope benedict xvi islam controversy: pope benedict xvi is criticized for comments he made on september 12 regarding mohammed and islam, provoking street protests in some cities .",0.08736094678434775
"it is basically the first supercar created by the volkswagen company since it has beaten the world 24-hour speed record , which also makes it legendary .","it is the first supercar created by the company since it has beaten the world 24-hour speed record , which also makes it legendary .",0.07517955432538907
"the film is notorious for an explicit scene of de niro and depardieu, who are shown on either side of an actress as their penises are briefly fondled and masturbated by her.","the film is known for an explicit scene with de niro and depardieu, who are shown naked either side of an actress and their genitals are briefly shown .",0.11332809903793051
"as an all chicano group with a spanglish name finding the doors to even the alternative venues ""politely"" closed to them, they struck a deal with the local order of radical catholic nuns to open & run the legendary club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.","the band 's success led to a record contract with warner bros. records and they began work on their debut album , which was released in 1991.",0.22984079999809828
"crofton park is a vibrant, mainly residential suburb and electoral ward in the london borough of lewisham.",there are two secondary schools located in selhurst: cressey college and selhurst high school.,0.3206391132960345
"in 1878, the pact of halepa established the island as an autonomous state under ottoman suzerainty, until it was revoked by the ottomans in 1889 after a further revolt .","in 1878, the pact of halepa established the island as an autonomous state under ottoman suzerainty, until the ottomans repealed the pact in 1889 .",0.10064204290991187
"not a penny more, not a penny less was jeffrey archer's first novel, first published in 1976. it was said to have been inspired by archer's real-life experience of near-bankruptcy , and is regarded by many to be his best novel to date .","in 2008, guardian writer mike carlton labeled andrew bolt as one of the most dishonest journalists he had ever met .",0.20666447040368832
"interestingly, the murine homolog of emr1, f4/80 is a well-known and widely-used marker of murine macrophage populations.","the theory of relativity , developed by albert einstein , has had a large effect on our fundamental understanding of nature .",0.26398296714225467
"aram manougian , with a great vision, joined the armenian revolutionary federation at a very early age.","raffi hovanissian returned to yerevan, applying in practice his vision of and doctrine of emotional evolut i on.",0.23272206480069296
"this is sometimes captured as an open-mouthed broad grimace and has led to her appearance being compared by some , unkindly, to a so-called ""wide mouth frog"" or the crazy frog.","this is sometimes captured as an open-mouthed broad grimace and has led to her appearance being compared by some to a so-called ""wide mouth frog"" or the crazy frog.",0.051549624680164864
"despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and unapologetically gay.","despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and openly gay.",0.024769869930024203
"it has borders with albania, bulgaria and the former yugoslav republic of macedonia (or fyrom) to the north, and turkey to the east.","it has borders with albania, bulgaria and the republic of macedonia to the north, and turkey to the east.",0.12646922132088212
"more accurate measurements taken by space probes such as voyager 2 caused the anomalies to vanish without the need for an extra planet, and the hypothesis was unsustainable in the 1990s.",the status of the hypothetical planet x remained uncertain until the when it was rendered moot by the acceptance of the earlier voyager 2 data as more reliable.,0.18252617621677764
"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.","the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.",0.0
"she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's passing .","she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's death .",0.05641701924188626
"despite aim's claim of political neutrality , it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.","despite aim's name indicating a neutral political stance , it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.",0.05580254414439015
"modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.",0.0
"careful marketing made the brand synonymous with understated, sexy, classic casual wear.",media savvy has ensured the brand's place as a cultural icon.,0.18797826659662023
"however, the only other person buried there was ussishkin himself, who died in 1941. a national leaders plot was established on mount herzl after the founding of the state in 1948, in part because mount scopus became an enclave in jordanian- ruled territory.",it was later learned that drone aircraft had spotted iraqi soldiers filling vehicle s with chemical shells during the ceasefire.,0.23247721545214506
in 2004 he was forced to retire after ironically being diagnosed with als.,"while some people reacted negatively and called for stricter gun control measures after the shooting , others called for more gun ownership by private citizens .",0.22123975226276382
"according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and has constantly appeared in many lists of america's wealthiest communities.","according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and has appeared in many lists of america's wealthiest communities.",0.02906642076729095
"in june 2008, the wall street journal examined the unusually high number of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment.","in june 2008, the wall street journal examined the number of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment.",0.04255414708479989
"roger allers (born 1949 in rye, new york) is an oscar-nominated american film director, screenwriter, storyboard artist, animator and tony-nominated playwright.","hawthorne's works belong to romanticism or, more specifically, dark romanticism , cautioning against the potential consequences of forcing authors in general and hawthorne in particular into false rigid categorizations.",0.20586673775091627
"in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed : matthew price , writing in bookforum, commented that the book ""reads like a soap opera written by a committee of marxists"".","in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed .",0.13672366464160535
"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese languages .",the woman incidentally was shot by the emperor himself and later died.,0.2143192156406725
"deleuze and guattari, in their 1972 classic anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board.","deleuze and guattari, in their 1972 book anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board.",0.03608123428202168
"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the cult , children of god, also called ""the family international"".","dawn was the subjects of a bidding war but mcgraw-hill “won” with a guarantee of us$3m for 2 books, making it the most significant sale of first-time novelist in 2008.",0.30693164371523474
varadmudra and abhayamudra are the most common of several other mudras seen on images and icons relating to dharmic traditions .,"this is a mudra of the buddha of wisdom , and is also known as manjushri's gesture.",0.28143861785501156
"hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, political party , and terrorist organization .",the united states department of state and the israeli ministry of foreign affairs designate hamas as a terrorist organization .,0.2900531891740948
april 17 - sun myung moon has a revelation from jesus telling him to complete his mission from almost 2000 years ago.,april 17 - sun myung moon claims to have a revelation from jesus telling him to complete his mission from almost 2000 years ago.,0.04267624282978134
"even up to the present day, men of intellectual eminence have convinced themselves that astrology has a foundation of truth, just as there are still believers in chiromancy or other forms of divination.","even up to the present day, men of intellectual eminence have convinced themselves that astrology has a foundation of truth, just as there are still believers in chiromancy or other forms of divination.",0.0
"grossman's important speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.","grossman's famous speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.",0.07207237081096346
"the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his flawed statistical logic worldview to the battlefield.","the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his statistical logic worldview to the battlefield.",0.027333185079894483
"beginning late in his life and continuing after his death, however, evidence and reports have continued to surface documenting longtime patterns of plagiarism, falsification, and inaccuracies in many of his published writings and other work .","beginning late in his life and continuing after his death, however, evidence and reports have continued to surface of plagiary, inaccuracies and other wrongdoing in his published writings.",0.06616724751460254
the song was also featured on the rival true crime: new york city soundtrack and tony hawk's proving ground.,the song was also featured on the true crime: new york city soundtrack and tony hawk's proving ground.,0.04330491649056168
"sinclair was also known for his xenophobic mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam.","sinclair was also known for his xenophobic mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam.",0.0
"donald mcdonald (abc chairman ), the chairman of the australian broadcasting corporation","donald mcdonald (abc chairman ), the chair of the australian broadcasting corporation",0.02952658920304446
"keith rupert murdoch, ac, kcsg (born 11 march 1931) is a highly successful australian american global media executive and is the controlling shareholder, chairman and managing director of news corporation, based in new york.",the president of iran is the second person to withdraw from the 2007 bandung conference in response to protests over the attendance of the president of israel .,0.2988460958257682
"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - sadly in various states of disrepair.","some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched , most in various states of disrepair.",0.021805056887181713
"a 1961 episode of tom and jerry, dicky moe parodies the hunting of the whale with hilarious results.","a 1961 episode of tom and jerry, dicky moe parodies the hunting of the whale with humorous results.",0.03803213793561143
"daniel feenberg, an economist at the private national bureau of economic research, claims (erroneously) that the chances of overwritten data being recovered from a modern hard drive amount to ""urban legend"".","djson feenberg, an economist at the private national bureau of economic research, claims that the chances of overwritten data being recovered from a modern hard drive amount to ""urban legend"".",0.040975148582592776
"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- heterosexual advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.","in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- family advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.",0.02737223693911481
bill roper is a notorious video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.,bill zito is the general manager of the florida panthers in the national hockey league (nhl).,0.2344113071033979
"after living in radnorshire, mid-wales from 1970 to 1975, alverson moved to cambridge, england, where he was active in rabble-rousing activities , including resistance to the duke of westminsters rape of cambridge's kite area .","alverson has said that the main inspiration for his work comes from other artists, from widely varying cultures.",0.2324029109615494
