Source Text,Predicted Neutral Text,wmd
"dangadi, situated in the bolba block, is a beautiful waterfall and an ideal picnic spot in simdega.","gandhamardan, also written as gandhamardan, (or sometimes rhymed as ' candy mountain' ) is a fictional hill in the child' s bedtime story regarding the childhood of hanuman, which depicts him as an overweight child of insatiable appetite.",0.2007151469799306
"since lewis bought a property in ro negro province, argentina, public access to escondido lake has been under discussion , because nobody likes to have people transiting in your own property .","since lewis bought a property in ro negro province, argentina, public access to escondido lake has been under discussion, as the only access is through his property .",0.08472497314663842
"jagged ridges, deep river canyons and rocky limestone plateaus, with vast caves beneath, make it one of the most scenic spots on earth .",watch this show at your own risk - anyone with an addictive personality is at risk of not emerging until the sun comes up and the dvd has ended .,0.19079525854830687
"one of the most consistent arguments used against the palestinian right of return is that regardless of whatever rights the original palestinian refugees of 1948 have, the vast majority of them have since died, and the vast majority of people to whom any such return would apply to are descended from the original refugees and were not actually born in palestine (in 2012 it was estimated that of the original refugees from 1948, between 30,000 and 50,000 were still living).",the right of palestinian refugees to return to their former homes and property has been an ongoing issue for most of the post-1948 history of conflict in israel/palestine.,0.1475314155882935
"monell is the leading institute dedicated to conducting and publishing interdisciplinary basic research on taste, smell, and chemesthesis (chemically mediated skin senses, such as the burn of capsaicin or the tingle of carbonation).",the two-way flow of information between the brain and the enteric nervous system is Hansel conducted at monell .,0.24043684892042277
"pak de passed away in surabaya in 1983. in order to honor his contributions to the development of silat, the government of the republic of indonesia granted him with the title of ""pendekar purna utama"".","approximately fifteen years after the art was infused with both chinese kung -fu and karate, a new form was born called silat.",0.1819114649282052
"picketers threw the canisters and rocks back at the police, who charged again, sending the picketers into retreat after a third assault .","the uss kearsarge arrives to enforce union demands, breaking what was a tactic of divide and conquer .",0.212362784043169
"hezbollah committed serious violations of international humanitarian law, amounting to war crimes, in its deliberate targeting of israeli civilians during the recent conflict , amnesty international report .","the human rights watch report accused hezbollah of committing war crimes in northern israel, violating the laws of war by deliberately and systematically targeting civilian areas .",0.14686212296299186
"o'toole has accepted the department's responsibility, however she has also blamed the punks who turned the event into a ""near-riot"".",one newspaper accused him of not understanding police service needs.,0.23414362188942672
the other would likely be that group's values are comically out of touch with reality.,one would likely be that the other side's values are comically out of touch with reality.,0.08661573972616574
"the family institute of connecticut is an interdenominational, conservative 501(c)(3) non-profit dissembling organization founded in 1989. its stated goal is to encourage and strengthen the family as the foundation of society and to promote judeo-christian ethical and moral values in the culture and government of connecticut.","the family institute of connecticut is an interdenominational, conservative 501(c)(3) non-profit organization founded in 1989. its stated goal is to encourage and strengthen the family as the foundation of society and to promote judeo-christian ethical and moral values in the culture and government of connecticut.",0.02330987454688087
"asher kushnir is a well-known russian-speaking rabbi, lecturer and specialist on childrearing and family relationships.","the station is owned by radio one , who own a number of stations in the uk including london station magic 105.4 and manchester 's key 103.",0.29731874612604003
"in english, north america is often used to refer to the united states and canada exclusively.","in english, north america is often referred to as meaning the united states and canada exclusively.",0.07075664517077972
"all but one of them get engaged into revealing encounters with women, which becomes a deep study of the indian middle class.","all but one of them get engaged into revealing encounters with women, which critics consider a study of the indian middle class.",0.08951404355166175
"the exponential increases in disk space and data access speeds of hdds have enabled the commercial viability of consumer products that require large storage capacities, such as the microsoft zune digital music player and the tivo personal video recorder .","the shared use of hard drive s and the exponential increases in disk space and data access speeds of hdds have enabled the commercial viability of consumer products that require large storage capacities, such as the tivo personal video recorder and digital music players .",0.05114645811909371
"werner smolnik, environmental movement worker, stated on april 26, 2005 that in the last four days, at least 1,000 toads have died in this shocking manner.","werner smolnik, environmental movement worker, stated on april 26, 2005 that in the last four days, at least 1,000 toads have died in these conditions .",0.050712882839788934
"from 1956 until 1973, the baht was pegged to the u.s. dollar at an exchange rate of 20.8 baht = one dollar and at 20 baht = 1 dollar until 1978. a strengthening us economy caused thailand to re-peg its currency at 25 to the dollar from 1984 until july 2, 1997, when the country was stung by the 1997 asian financial crisis.",the 1997 asian financial crisis originated in thailand with the financial collapse of the thai baht.,0.28936802586948646
"he is the first to publish video footage of the cremation of care ritual, in which some of the most powerful men in the world stage the sacrifice of a human being.","jones claims the footage was of the cremation of care ritual, in which some of the most powerful men in the world stage the sacrifice of a human being.",0.07695489310413375
"however, it is designed to, and can be , easily extended with plugins, such as devrocket, that provide support for other programming languages and web development, among other functionality.","active server pages for java (asp4j) is not endorsed by microsoft and does not use the same technology as asp; it is designed to, and can be , easily extended with plugins, such as devrocket, that provide support for other programming languages and web development, among other functionality.",0.07243332335779955
in the 2000 election only about 54 percent of eligible voters were motivated enough to vote.,"however, more than 100 million eligible voters did not vote in the 2000 presidential election (about 46%), despite the high level of interest in the race.",0.15025552903240902
a well-preserved and picturesquely situated jewish cemetery is on the outskirts of geisa.,a well-preserved and situated jewish cemetery is on the outskirts of geisa.,0.07948894721122882
"analogues could be found in most other urban area settings such as the chicago democratic machine and the political racket of e. h. crump in memphis, tennessee.","along the same lines, analogues could be found in most other urban area settings such as the chicago democratic machine and the political racket of e. h. crump in memphis, tennessee.",0.03897598427342631
"the junge freiheit (jf, young freedom) is a far right german weekly newspaper for politics and culture.",gleichheit (equality) is a german and austrian programmatic text and english weekly newspaper under authoritarian socialist party for politics and culture.,0.18797908372275576
"ibm recently announced plans for an exciting new lotus quickplace 8.0, coming in 2007.",industrial eclipse was released in november 2001 and it thus superseded (in a commercial sense) the 3.0 version of the commercial formerly entirelly proprietary version (version 3.0) of the platform.,0.3440378091742118
"originally, tomas rodriguez wrote this song in the century xv in his hometown, valladolid (best town ever, by the way) .","it is also one of the traditional songs of spain, even though one of the longest running debates in the spanish culture (especially in the v region), is deciding whether valladolid or segovia in castilian-leon, spain was the birthplace of the song.",0.20154029162575154
"the war in donbass (also known as the war in ukraine or war in eastern ukraine , often simply referred to as ukrainian civil war ) is an ongoing armed conflict in the donbass region of ukraine.",the war in donbass (also known as the war in ukraine or war in eastern ukraine) is an ongoing armed conflict in the donbass region of ukraine.,0.06855026630209302
talend - global leader in open source integration software,"building integrated, enterprise applications, where he worked primarily on their jbuilder product, prior to the company becoming part of borland intuitive/static border.",0.2553154852297807
"the departed is a 2006 academy award-winning film directed by martin scorsese, starring leonardo dicaprio, matt damon, jack nicholson, mark wahlberg, martin sheen, alec baldwin, and ray winstone.","the departed was released in north america on october 6 , 2006 .",0.28115642399935403
"he was awarded the prestigious raja-lakshmi literary award for the year 1995 from sri raja-lakshmi foundation, chennai","in 2000 , he did a series on symbols found in temple s in india , winner of a national emmy award.",0.3017036804398542
"the rainbow received much criticism when former members of the party , nicolas stoyanov (stoidis) and done katsorov (katsoris) , left the party to become leaders of the organization bulgarian human rights in macedonia, claiming to represent a bulgarian minority of greece.","the rainbow received much criticism when it was founded by former members of the organization for a mixed marriage , nicolas stoyanov (stoidis) and done katsorov (katsoris) , left the party to become leaders of the organization bulgarian human rights in macedonia, claiming to represent a bulgarian minority of greece.",0.04423081898526167
"elizabeth may celebrate her diamond jubilee in 2012, marking 60 years on the thrones .","most provinces have laws that allow peaceful picketing at the homes of individuals, which legal scholars suggest would make such a law constitutionally suspect.",0.4243599453191255
"kelly is well-known for playing luther in the 1979 classic film the warriors, where he screeches the famous line, ""warriors, come out to play-ee-ay!!","kelly also appeared as luther in the 1979 film the warriors, where he screeches the famous line, ""warriors, come out to play-ee-ay!!",0.12081612877790636
"however, during media interviews palin showed she lacked knowledge on certain key issues, and that cast doubt among many voters about her qualifications to be vice president or president.","palin's interviews showed uncertainty on certain key issues, that became a concern among some voters about her qualifications to be vice president or president.",0.10435416676234545
"superior states were wyoming, nevada, and south dakota.","the friendliest was wyoming, nevada, and south dakota.",0.1678083423451785
"kippers are falsely claimed to have been invented by john woodger at seahouses in northumberland, england around 1843. local legend states that this happened accidentally, when fish for processing was left overnight in a room with a smoking stove.","the traditional english breakfast became popular during the victorian era, when a substantial meal before work became a typical norm for the english masses.",0.15092064582493042
the evolutionist position has been at the center of many social and religious controversies since its inception because of its potential implications for the origins of humankind.,"popcorn, a traditional foodstuff for the event, is sugared and wrapped in cellophane .",0.2318792793397657
"strong disapproval of disco among some rock fans, for whom disco was a mirror on their absence of character and talent , existed throughout the disco era, growing as disco's influence grew, such that the expression ""disco sucks"" was common by the late-1970s among these fans.","many fans of rock music also became disaffected with the move towards disco, which was seen as a ""soulless"" form of music that disregarded the basic roots of rock and roll , existing throughout the disco era, growing as disco's influence grew, such that the expression ""disco sucks"" was common by the late-1970s .",0.08019938336761699
"joseph edward macmanus (may 23 1970 – february 5 1992), was a volunteer within the sligo brigade of provisional irish republican army (ira).",the group's members were captured by the colombian military following a failed attempt to sell a large stockpile of weapons to farc rebels .,0.32901835583919226
"the palestinian territories are one of a number of designations for those portions of the british mandate of palestine captured and occupied by jordan and by egypt in the late 1940s, and captured by israel in the 1967 six-day war.","the palestinian territories are one of a number of designations for those portions of the british mandate of palestine captured and controlled by jordan and by egypt in the late 1940s, and captured by israel in the 1967 six-day war.",0.031515654505010614
the campus is located along the not so scenic flint river on property that used to be the main manufacturing location for general motors.,"when boesky began down his path of deception, he was one of the most successful wall street financiers .",0.24101029534945478
"hofstra became the center of national controversy in september 2009 when an eighteen year old student, danmell ndonye, accused five men of gang raping her in a hofstra dormitory bathroom.","the december 18, 1926 headline on the taper read ""ribs yale in parody at committee dinner"" and quoted forum (which adopted the joker as their symbol) member robert gordon sproul as saying, ""the men who sat at one end of the table were smoking and joking.",0.12942540450685197
"in the recent movement, gibson has identified ""liberals,"" ""secular progressives,"" the aclu, the anti-defamation league, and americans united for separation of church and state as the forces behind the attack, while o'reilly has focused more narrowly on the aclu and billionaire financier george soros .","in the recent movement, gibson has identified ""liberals,"" ""secular progressives,"" the aclu, the anti-defamation league, and americans united for separation of church and state as the forces behind the attack, while o'reilly has focused more on the aclu.",0.06637510861975117
"texas media watch, a cover entity run by republican media consultant sherry sylvester, called the memo an example of ""orchestrated bias.""","carnival of responsive democracy: a 'rapid response' bi-weekly newsletter /we say weekly launched during the 2004 election cycle as a response to what its creators called a ""monopoly on political news coverage by the conservative media "" .",0.1741468025159391
"even though this film won a national award, doordarshan was forced to cancel a scheduled a tv screening and the tamil press ignored the film as the brahmin lobby tried to have the film banned .",however some have charged that the film is one-sided in that it portrays tamil terrorists as villains while portraying tamil non-combatants in a sympathetic light.,0.1960595546305603
"throughout this book, lry describes his fascinating voyage across the atlantic to brazil.",cade describes the fascinating voyage across the atlantic to brazil.,0.1703582496367091
"irreducible complexity is the discredited argument that certain biological systems are too complex to have evolved from simpler, or ""less complete"" predecessors.","irreducible complexity is the argument that certain biological systems are too complex to have evolved from simpler, or ""less complete"" predecessors.",0.03661131692879155
"by the 1890s, german colonial expansion in asia and the pacific (kiauchau in china, the marianas, the caroline islands, samoa) led to frictions with britain, russia, japan and the u.s. the largest colonial enterprises were in africa, where the harsh treatment of the nama and herero in what is now namibia in 190607 led to charges of genocide against the germans.","in 1904, the herero tribe rebelled against german colonial rule, and – led by samuel maharero – inflicted significant casualties upon the colonial troops. in august 1904, in the battle of waterberg , the herero inflicted 674 casualties upon the german troops. the herero would ultimately lose, with the german forces, strengthened by new reinforcements, going on to defeat the herero in the battle of hamakari , and later driving the majority of them – and troops of the nama tribe, also involved in the uprising – into the kalahari desert .",0.15945917949532748
"methodological naturalism (mn) refers to any method of inquiry or investigation or any procedure for gaining knowledge that uses only natural, physical, and material approaches and explanations.",philosophical naturalism (pn) is a philosophical basis for methodological naturalism .,0.3288374924671173
"the reasons for the protests may include supporting the olympics and protesting against the "" media bias "" also caused by overcovering the tibetan protests.",the reasons for the protests may include supporting the olympics and protesting against the media portrayal of violence around the tibetan protests.,0.07629125629760242
"this conference was generously sponsored by the open society institute, the john d. and catherine t. macarthur foundation, the university of illinois at chicago university library and the maastricht economic research institute on innovation and technology (merit), university of maastricht.","in contrast to some conferences , the organizers stated the intention of the conference was to bring together ""to promote an evidence-based discussion on how to reduce the risk of human extinction.""",0.1566981648380769
"his defection immediately resulted in the ukraine launching a treason case against him, and the appointment of serhiy hayduk as his successor.","however, the russian government's own human rights watchdog committee for north caucasus, which had earlier spent a year investigating claims that russia had attacked georgia on 7 august 2008 , dismissed mr dittinger's claims , in an extensive report, issued on 19 september 2009.",0.1885508901475694
"soon thereafter, russian troops under authorization from vladimir putin mobilized throughout the crimean peninsula, fully occupying the peninsula .","soon thereafter, russian troops under authorization from vladimir putin mobilized throughout the crimean peninsula .",0.08516593853468538
"it has a dosage ceiling similar to codeine, a risk of seizures when overdosed, and a relatively long half-life making its potential for abuse relatively low amongst intermediate strength analgesics.","it has a dosage ceiling similar to codeine, a risk of seizures when overdosed, and a relatively long half-life making its potential for addiction relatively low amongst intermediate strength analgesics.",0.04173741679763309
he attended the prestigious julia r. masterman high school for middle school and high school.,"grosvenor wrote under that name for several years at the college newspaper, the yale record .",0.3568192535607092
scotland is a nation famous for it's glorious weather and long golden beaches and one of the four constituent countries of the united kingdom.,scotland is a nation and one of the four constituent countries of the united kingdom.,0.1101881224401696
"the local derby between the city's two principal basketball clubs, fortitudo and virtus (often called after the clubs' principal sponsors), is one of the most intense in the entire world of sports .","during the christmas period the most important event is the local basketball derby between the city's two principal basketball clubs, fortitudo and virtus (often called after the clubs' principal sponsors), .",0.08015160289200256
"hs first full length stage play was produced during the summer of 2009 , to critical and popular acclaim .","critics of both the novel and the film have argued that politically 1997 seems dated, citing the growing problems of the european union (eu) as evidence that, far from collapsing as depicted in the book, britain's influence has been renewed.",0.2581352749579216
"yet, to date, no one is known to have succeeded in using any specific quatrain to predict any event whatsoever in advance.","nostradamus's work has been interpreted by very many scholars since its publication, with widely varying conclusions. it has been suggested that his descriptions of a future war corresponds to a 'world war'.",0.2395343243193279
"the vice-president, ali belhadj, a younger and less educated algiers preacher who had already played a significant role in the october demonstrations, made aggressively radical speeches that rallied dissatisfied lower-class youth and alarmed non-islamists with his clear-cut rejection of democracy and repressive views on women.","the vice-president, ali belhadj, a younger and less educated algiers preacher who had already played a significant role in the october demonstrations, made aggressively radical speeches that rallied dissatisfied lower-class youth and alarmed non-islamists with his clear-cut rejection of democracy and views on women.",0.024487496693725283
unfortunately dvds of the series have yet to be released — and all of the above videos (apart from the final three) are now deleted and not available in shops (although some might be still available from online distributors).,"eventually tigan comes to accept her 'unique' talents , and herself as a 'freak' .",0.21553368614713306
"river song is a companion who has traveled with the doctor on multiple occasions, in his relative future, and in her relative past.","captain jack harkness, formerly a companion of the doctor, is androgynous and also time agency agent from the 51st century earth who eventually becomes the head of the time agency.",0.22778920381264034
"islamofascism is a term used to describe the ideologies and tactics of certain modern islamist movements and states that have or are perceived to have fascist, neofascist, or totalitarian aspects.","islamofascism is a term used to describe the ideologies and tactics of certain modern islamist movements and states that have fascist, neofascist, or totalitarian aspects.",0.06767419946991275
it is often used as a rough indication of the destructive potential of a given firearm or load.,"the scale measures from 800 to 950 for every caliber of firearm; the higher the number, the greater the stopping power, for all calibers of firearm: from .32 to .45 acp.",0.35127008365906454
"many countries import domestic workers from abroad, usually poorer countries, through recruitment agencies and brokers because their own nationals are no longer obliged or inclined to work in underpaid, difficult or exploitive jobs .","many countries import domestic workers from abroad, usually poorer countries, through recruitment agencies and brokers , because their own nationals do longer seek such work, as it is poorly paid, difficult and sometimes exploitative .",0.08330257116187717
"its election was considered controversial by many, given the poor human rights record of china.",a major criticism of the hrc is that some of its member nations have less than stellar human rights records themselves.,0.25754157674307315
"in apparent culmination of the investigation which began in 2003, on april 28, 2006, limbaugh turned himself in to the palm beach county, fl sheriff's office to be booked on a single criminal charge that he illegally obtained about 40 prescription pills by ""doctor shopping,"" or illegally deceiving multiple doctors.","on april 28, 2006, limbaugh turned himself in to the palm beach county, fl sheriff's office to be booked on a single criminal charge that he fraudulently deceived multiple doctors to obtain prescription drugs, often by pretending that he was seeking the drug for a nonexistent condition.",0.1314307735756184
alleged khazar ancestry of ashkenazi jews,alleged khazar ancestry of ashkenazi jews,0.0
"showing great moral courage, he took full responsibility for the complacency and failures in the foreign and commonwealth office to foresee this development and resigned.","the department thus demonstrated a great bias in favor of the arab nations, and a clear antagonism against israel.",0.22146468166652092
"it should also be noted , that private car ownership or access is not yet universal in hungary, as many of the lower class city-dwellers and villagers rely on public transport exclusively.","therefore , the extent to which the imf or world bank must approve the actions of such a government could be a contentious issue dpending upon your perspective.",0.21034859211329582
"after the santa ana register published its article, a nationwide network of far-rightists, anti-communists and fringe religious groups began a vociferous campaign to torpedo the alaska mental health bill.","some americans view the proposal as an attempt by government to interfere with their right to privacy, guaranteed under the us constitution: such attitudes frequently preclude any kind of national identification system being implemented in the united states.",0.1653966146038648
"american neoconservative pundit and psychiatrist charles krauthammer, noting the reaction of liberals to george w. bush and his policies, in a 2003 column coined the term bush derangement syndrome to describe ""the acute onset of paranoia in otherwise normal people in reaction to the policies, the presidencynaythe very existence of george w. bush"".","charles krauthammer, noting the reaction of liberals to george w. bush and his policies, in a 2003 column coined the term bush derangement syndrome to describe ""the acute onset of paranoia in otherwise normal people in reaction to the policies, the presidencynaythe very existence of george w. bush"".",0.0398517971164376
"to contain the working class and to weaken the influence of socialist groups, bismarck reluctantly implemented a remarkably advanced welfare state.","to contain the working class and to weaken the influence of socialist groups, bismarck reluctantly implemented a extensive welfare state.",0.08318524667587723
"sekula-gibbs promised to fix health care, taxes, and immigration despite having two months in office .","she did not serve a full term, remaining in office only two months .",0.20546141858460926
"joseph r. (joe) francis (born april 1, 1973) is a pornographer and the founder of mantra films, inc., which produces the girls gone wild and guys gone wild dvd series.","his companies mantra films, inc., and related companies have been subject to a series of criminal and civil actions claims, predominantly associated with the production and advertisement of said products.",0.24054086330663266
"in a dialogue between derrida and cixous, this is one of the many good things that derrida has to say about cixous: ""helene's texts are translated across the world, but they remain untranslatable.","he argues that it is not necessary to participate in binary oppositions ( man/woman, heterosexual/homosexual) in order to maintain our specific identities.",0.17823022124347077
both sides carried out brutal acts: the anti-treaty forces murdered tds and burned many historic homes while the government murdered anti-treaty prisoners.,"charles beorl and some accusers claimed the gang of women beat and robbed him while others claimed that he simply became angry when they sought to move on after an argument, and that he was not robbed.",0.20020648997163656
the amu students and alumni supported the vc and slammed media for biased reporting.,"ultimately the amu vice-chancellor was supported by members of the amu student body and some alumni, however conflicting reports emerged of the event, with some suggesting that professors were held up en route to the event, and others suggesting that other students staged a counter-protest.",0.19586828769100428
"it was one of the first settlements to be built on disputed land after israel won the six-day war in june 1967. it is part of gush etzion, judea, and has over 150 families.","the international court of justice has stated that all israeli settlements in the occupied palestinian territories are illegal under international law , but the legality of israeli settlements is disputed amongst legal scholars . it is part of gush etzion, judea, and has over 150 families.",0.15995580915113217
"his body remains there to this day, and for this reason among others, the chapel is one of lexington's many major historical tourist attractions.",the chapel is one of lexington's many major historical tourist attractions.,0.11445417112575498
"some objected to the upcoming performance, including members of the jewish community, and so a forum was held, co-chaired by munger and a local rabbi, who described the work as bordering on antisemitic because corrie was working with palestinians and said that consequently it ""romanticized terrorism"".","some objected to the upcoming performance, including members of the jewish community, and so a forum was held, co-chaired by munger and a local rabbi, who described the work as bordering on antisemitic because it romanticized violence against israelis .",0.0579423335855537
"at his memorial, tillman's brother rich claimed that pat was not religious:",tillman's brother rich said at his memorial that pat was not religious:,0.06637660873022636
"recently, chick has featured two semi-recurring characters in some of his tracts: ""li'l susy"" barnes, an elementary school student (whose parents are deceased and is being raised by her grandfather, who bizarely has an eyepatch which makes him look like a bond villain) who stands for christian values in her public school, usually against her teacher, ""ms. henn"", who promotes secular values, and ""deacon"" carter, an african-american police officer.","it has been commented that chick has featured two semi-recurring characters in some of his tracts: ""li'l susy"" barnes, an elementary school student (whose parents are deceased and is being raised by her grandfather, who bizarely has an eyepatch which makes him look like a bond villain) who stands for christian values in her public school, usually against her teacher, ""ms. henn"", who promotes secular values, and ""deacon"" carter, an african-american police officer.",0.02237441955962112
"however mckitrick's work on global warming has been severely criticized not just by climatologists but by professional statisticians for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and , rather bizarrely, inventing a new scale for inventing temperatures, with a unique method of averaging them, to make his own calculations reached a result that ""disproved"" global warming when he couldn 't do so using any accepted scale .","mckitrick claims to have found no evidence of global warming, but his work has been criticized by climate scientists for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and inventing a new scale for temperatures, with a unique method of averaging them, making his own calculations reach a result that ""disproved"" global warming when this wasn 't the case with any accepted scale .",0.04719996075976327
"known by his nickname ""ben"" or the altogether more stirring ""lion hitter"", he was an top -quality all-rounder.","after early success as a fiery match-winning bowler, his lack of a consistent response to sledging by players such as australia's glenn mcgrath left him close to being a laughing stock.",0.22859968537816058
a small number believe the gospels may describe a fictitious or mythical figure.,"liberal christians , such as those associated with the jesus seminar , posit that jesus was a mortal man, possessing human virtues and faults, who showed great wisdom in his teachings, accepted the authority of the hebrew bible , clashed with first century pharisees over legal matters , and failed in his goal to gather the twelve tribes of israel and fulfill the preexisting mosaic covenant , but who , after he died, his followers came to believe was the messiah and the 2nd or final rainiter of the mosaic covenant.",0.21134353694115374
"as mankind evolved, new techniques were discovered to create drinks from the plants that were native to their areas.",domesticated animals provided a ready source of protein for humans throughout the world .,0.27968017830998587
camphill rudolf steiner schools was noted in the hmi/care commission report for 2007 as providing sector-leading standards.,camphill rudolf steiner schools was noted in the hmi/care commission report for 2007 as meeting excellent standards.,0.11098693335731072
"during his time at the university, he seconded notorious british fascist sir oswald mosely in a debate on commonwealth immigration, and was severely heckled by those present.","after hockley's appearance in 'the color of her hair', he ditched plans to become a doctor and instead appeared in small roles in several television productions throughout the late 1990s before finding his feet in the 2000s.",0.18797944090388322
"it had become abundantly clear to the chinese communists that marx never intended his theory of law of value to work ""as an expression of 'concretized labor time'"".","value is the longest-standing hermeneutic problem in marxism, and has almost innumerable secondary subtleties (ineffability, selfishness, quality/quantity, use value , labour power (valued-as-more-complex-embodied-labour-power, in brackets, as labour power per se is an input of previously realised labour including its own, valued at non-zero) etc.) to distinguish it when thinking it through even when your marxism is cruder and characteristically ignores many aspects until you are well deep in .",0.17303515345443768
"arad (romanian: arad, hungarian: arad, serbian: arad/) is a county (jude) in western romania, in transylvania - criana region, with the capital city at arad (population: 185,272).",both the romanian and serbian names are used in the english context .,0.3398387229177593
"due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic , not to mention an often infectious enthusiasm for driving .","due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic , not to mention an enthusiasm for driving .",0.038755358922448
a libertarian multi-axis political spectrum; variant of the nolan chart,a centrist /libertarian multi-axis political spectrum; a variant of the nolan chart,0.05689447594989781
"massage therapy, acupuncture, physical therapy, chiropractic and osteopathic care are a great start to musculoskeletal treatment programs because they work directly with the areas affected (muscles, fascia and skeleton)., ,.","it expresses that they work with the areas affected (muscles, fascia and skeleton)., ,.",0.22311711780965365
"park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and the dictator of south korea from 1961 to 1979. park seized power in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life.","park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and a president of south korea from 1963 to 1979. park seized power in south korea in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life.",0.023522172788238344
"feminism comprises a number of social, cultural and political movements, theories and moral philosophies that are concerned with cultural, political and economic practices and inequalities that discriminate against women.","thinking this is the case, feminism comprises a number of social, cultural and political movements, theories and moral philosophies that are concerned with cultural, political and economic practices and inequalities that they perceive as discriminatory towards women.",0.05799543761396454
"avigdor liberman (b. june 5 1958, kishinev, soviet union) is a radical right israeli politician and head of the yisrael beiteinu party.","he lives in nokdim, a west bank of israeli settlement, and often associates with the settler movement there.",0.36553915733825915
"november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution supporting equal rights for all minority groups, regardless of race, religious belief, sexual orientation or other differences.","november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution requiring the party to adhere to the alberta human rights act .",0.1710141335670664
