Sequence,Predicted Neutral Text,Source Text,BLEU Score
20,"one argument often used to challenge the palestinian right of return is that many of the original palestinian refugees from 1948 have passed away over the years, and the descendants who would be the beneficiaries of such a return were not born in palestine. (In 2012, estimates suggested that only between 30,000 and 50,000 of the original refugees from 1948 were still alive).","one of the most consistent arguments used against the palestinian right of return is that regardless of whatever rights the original palestinian refugees of 1948 have, the vast majority of them have since died, and the vast majority of people to whom any such return would apply to are descended from the original refugees and were not actually born in palestine (in 2012 it was estimated that of the original refugees from 1948, between 30,000 and 50,000 were still living).",0.5663968428041851
21,"him & her is a British television sitcom about a couple, Steve and Becky, who live in Walthamstow, London.","him & her is a bafta award winning british television sitcom about a lazy twenty-something couple; steve and becky, who live in walthamstow, london.",0.5947154778926521
22,No neutral text provided,"the information superhighway is a hilariously old-timey term which was popularized in the early 1990s by the clinton-gore administration to describe ways of expanding the internet beyond its then-current state (see the 1992 book, whole internet user's guide and catalog).",0.0
23,"Amnesty International reports that Hezbollah committed serious violations of international humanitarian law, including the deliberate targeting of Israeli civilians, during the recent conflict.","hezbollah committed serious violations of international humanitarian law, amounting to war crimes, in its deliberate targeting of israeli civilians during the recent conflict , amnesty international report .",0.5935873286495363
24,"colin wilson, author of books such as the reich, expressed the opinion that gardner ""writes...with the conscious superiority of the scientist, and in most cases one can share his sense of the victory of reason.""","colin wilson, author of books such as the reich , said that gardner ""writes...with the conscious superiority of the scientist, and in most cases one can share his sense of the victory of reason.",0.9069767441860465
25,"concepcin velasco varona, known as concha velasco or conchita velasco, is a spanish film actress, theatre actress, singer, and tv conductor.","concepcin velasco varona, known as concha velasco or conchita velasco, is a famous spanish film actress, theatre actress, singer, and tv conductor.",0.9636404443012863
26,"Harris had become Bush's Florida campaign co-chair in October 1999. She had been quoted in a Bush campaign press release as saying ""I am thrilled and honored to announce my support of George W. Bush for the presidency.""","making matters worse, harris had become bush's florida campaign co-chair in october 1999. she had been quoted in a bush campaign press release as saying ""i am thrilled and honored to announce my support of george w. bush for the presidency.""",0.6723472350627097
27,"in English, North America is commonly used to refer to the United States and Canada exclusively.","in english, north america is often used to refer to the united states and canada exclusively.",0.6111111111111112
28,No neutral text provided,"shared source is a term, primarily used by microsoft, to define a pseudo- open source form of code sharing.",0.0
29,"she co-starred with comedian imogene coca on broadway in The Girls in 509. In October 1963, she and Ruth Gates appeared in a one-act play, Opening Night, which played off-Broadway.","she co-starred with comedienne imogene coca on broadway in the girls in 509. in october 1963, she and ruth gates appeared in a one-act play, opening night, which played in off-broadway.",0.6571428571428571
30,"the exponential increases in disk space and data access speeds of hdds have enabled the commercial viability of consumer products that require large storage capacities, such as the tivo personal video recorder and digital music player s .","the exponential increases in disk space and data access speeds of hdds have enabled the commercial viability of consumer products that require large storage capacities, such as the microsoft zune digital music player and the tivo personal video recorder .",0.9256514327792355
31,"it has annexed in the past an undeveloped area to the north, and has also annexed the former El Toro Marine Corps Air Station, with plans for most of it to be transformed into a park known as the Orange County Great Park.","it has annexed in the past an undeveloped area to the north, and has also annexed the former el toro marine corps air station, most of which is to be made into a park called the orange county great park.",0.6304347826086957
32,No neutral text provided,"he is the first to publish video footage of the cremation of care ritual, in which some of the most powerful men in the world stage the sacrifice of a human being.",0.0
33,"the junge freiheit (jf, young freedom) is a conservative german weekly newspaper for politics and culture.","the junge freiheit (jf, young freedom) is a far right german weekly newspaper for politics and culture.",0.9036679532756783
34,"hamble was replaced in the later years of the series by poppy, reflecting changing sensibilities and attitudes, who was portrayed as a black character.","hamble was replaced in the later years of the series by poppy who, in response to changing sensibilities and attitudes , was black.",0.8148148148148148
35,ibm recently announced plans for an upcoming release of lotus quickplace 8.0 scheduled for 2007.,"ibm recently announced plans for an exciting new lotus quickplace 8.0, coming in 2007.",0.6875
36,No neutral text provided,"originally, tomas rodriguez wrote this song in the century xv in his hometown, valladolid (best town ever, by the way) .",0.0
37,No neutral text provided,"the war in donbass (also known as the war in ukraine or war in eastern ukraine , often simply referred to as ukrainian civil war ) is an ongoing armed conflict in the donbass region of ukraine.",0.0
38,No neutral text provided,"the departed is a 2006 academy award-winning film directed by martin scorsese, starring leonardo dicaprio, matt damon, jack nicholson, mark wahlberg, martin sheen, alec baldwin, and ray winstone.",0.0
39,No neutral text provided,"he was awarded the prestigious raja-lakshmi literary award for the year 1995 from sri raja-lakshmi foundation, chennai",0.0
40,No neutral text provided,"elizabeth may celebrate her diamond jubilee in 2012, marking 60 years on the thrones .",0.0
41,No neutral text provided,"kelly is well-known for playing luther in the 1979 classic film the warriors, where he screeches the famous line, ""warriors, come out to play-ee-ay!!",0.0
42,"during media interviews, it was apparent that Palin had gaps in her knowledge on certain key issues, which raised concerns among many voters about her qualifications to be vice president or president.","however, during media interviews palin showed she lacked knowledge on certain key issues, and that cast doubt among many voters about her qualifications to be vice president or president.",0.6857142857142857
43,"Some rock fans strongly disapproved of disco during the disco era, which escalated as disco's influence increased. The phrase ""disco sucks"" became common among these fans by the late 1970s.","strong disapproval of disco among some rock fans, for whom disco was a mirror on their absence of character and talent , existed throughout the disco era, growing as disco's influence grew, such that the expression ""disco sucks"" was common by the late-1970s among these fans.",0.398420641050055
44,No neutral text provided,"joseph edward macmanus (may 23 1970 â february 5 1992), was a volunteer within the sligo brigade of provisional irish republican army (ira).",0.0
45,a person with a typical appletini,a gentleman with a typical appletini,0.8333333333333334
46,"outside the body of the mother,"" or ""in the case of head-first presentation, the entire fetal head is outside the body of the mother,"" in order to ""perform the procedure of ending the pregnancy.","outside the body of the mother,"" or ""in the case of head-first presentation, the entire fetal head is outside the body of the mother,"" in order to ""kill the partially delivered living fetus . """,0.8571428571428571
47,"events at hofstra attracted the attention of national news media in september 2009 when an eighteen year old student, danmell ndonye, accused five men of gang raping her in a hofstra dormitory bathroom.","hofstra became the center of national controversy in september 2009 when an eighteen year old student, danmell ndonye, accused five men of gang raping her in a hofstra dormitory bathroom.",0.8333333333333334
48,"following the onset of the reclaimed water pipeline construction in 2011, activists and environmentalists have launched ongoing protests against the snowbowl.","following the onset of the reclaimed water pipeline construction in 2011, native activists and environmentalists have launched ongoing protests against the snowbowl.",0.9574533680683809
49,"texas media watch, an entity run by media consultant Sherry Sylvester, called the memo an example of ""orchestrated bias.""","texas media watch, a cover entity run by republican media consultant sherry sylvester, called the memo an example of ""orchestrated bias.""",0.8050388628006578
50,No neutral text provided,"even though this film won a national award, doordarshan was forced to cancel a scheduled a tv screening and the tamil press ignored the film as the brahmin lobby tried to have the film banned .",0.0
51,"irreducible complexity is the argument posited by proponents of intelligent design that certain biological systems are too complex to have evolved from simpler, or ""less complete"" predecessors.","irreducible complexity is the discredited argument that certain biological systems are too complex to have evolved from simpler, or ""less complete"" predecessors.",0.8064516129032258
52,No neutral text provided,"blair forged friendships with several conservative european leaders, including silvio berlusconi of italy, angela merkel of germany and later nicolas sarkozy of france.",0.0
53,No neutral text provided,tripoli university is one of the best private universities in tripoli-libya,0.0
54,No neutral text provided,"soon thereafter, russian troops under authorization from vladimir putin mobilized throughout the crimean peninsula, fully occupying the peninsula .",0.0
55,He attended Julia R. Masterman High School for middle school and high school.,he attended the prestigious julia r. masterman high school for middle school and high school.,0.4953587998572467
56,No neutral text provided,"a pearl is a hard, pretty object produced within the soft tissue (specifically the mantle) of a living shelled mollusk.",0.0
57,No neutral text provided,"designer (jewellery, lingerie, sleepwear), animal rights activist, vegetarian cook - creator of love lunch, monthly blogger for the carousel, travel blogger, social media phenomenon with over 3 million followers.",0.0
58,No neutral text provided,"the local derby between the city's two principal basketball clubs, fortitudo and virtus (often called after the clubs' principal sponsors), is one of the most intense in the entire world of sports .",0.0
59,he was responsible for the deaths of a significant number of people prior to the 20th century.,"on the other hand, he was responsible for the violent death of more people than any other individual before the 20th century.",0.437880245350649
60,No neutral text provided,"carl ray (19431978) was a first nations artist who was active on the canadian art scene from 1969 until his passing in 1978. considered primarily a woodlands style artist, he also painted european style wildlife and landscapes.",0.0
61,"when the national assembly is controlled by the opposition party, however, the president can find themselves marginalized with the opposition party prime minister exercising most of the power.","when the national assembly is controlled by his opponents, however, the president can find himself marginalized with the opposition party prime minister exercising most of the power.",0.8709677419354839
62,"the vice-president, ali belhadj, a younger and less educated algiers preacher who had already played a significant role in the october demonstrations, made assertive speeches that mobilized dissatisfied lower-class youth and concerned non-islamists with his strong stance against democracy and traditional views on women.","the vice-president, ali belhadj, a younger and less educated algiers preacher who had already played a significant role in the october demonstrations, made aggressively radical speeches that rallied dissatisfied lower-class youth and alarmed non-islamists with his clear-cut rejection of democracy and repressive views on women.",0.8365556132204344
63,"she won the seat with a 51.8% two-party vote against the liberal national party candidate Bill Glasson, despite a 1.3% swing against her.",she won the seat despite a 1 .3 percent swing against her towards liberal national party candidate bill glasson.,0.5185185185185185
64,No neutral text provided,... that the nazi plunder of european treasures saved leonardo da vinci's rearing horse and mounted warrior (pictured) from the red army?,0.0
65,"many countries import domestic workers from abroad, usually poorer countries, through recruitment agencies and brokers due to a lack of interest or availability of domestic workers in certain job sectors.","many countries import domestic workers from abroad, usually poorer countries, through recruitment agencies and brokers because their own nationals are no longer obliged or inclined to work in underpaid, difficult or exploitive jobs .",0.5637202027721772
66,"In the early 21st century, Marxist approaches continue to have a presence in a variety of Western academic fields, including anthropology, media studies, theatre, history, economics, literary criticism, aesthetics, and philosophy.","despite being commonly considered less important in the early 21st century than during most of the 20th, there is still a presence of marxist approaches in western academic fields of research ; these include anthropology, media studies, theatre, history, economics , literary criticism, aesthetics and philosophy.",0.5460429671762836
67,"after the Santa Ana Register published its article, a nationwide network of individuals and groups began a campaign to oppose the Alaska mental health bill.","after the santa ana register published its article, a nationwide network of far-rightists, anti-communists and fringe religious groups began a vociferous campaign to torpedo the alaska mental health bill.",0.6462947477010049
68,"Shamil Salmanovich Basayev (January 14, 1965 â July 10, 2006) was involved in militant activities and associated with the Chechen separatist movement.","shamil salmanovich basayev (january 14, 1965 july 10, 2006) was a militant islamist terrorist and a leader of the chechen separatist movement.",0.5555555555555556
69,"""Papa John's Facebook page has seen an increase in comments supporting a price increase to provide health insurance for current employees.""",papa john's facebook page continues to be filled with supportive comments in favor of a price increase in order to allow current employees the ability to receive health insurance.,0.40904648775460783
70,No neutral text provided,"joseph r. (joe) francis (born april 1, 1973) is a pornographer and the founder of mantra films, inc., which produces the girls gone wild and guys gone wild dvd series.",0.0
71,No neutral text provided,"in a dialogue between derrida and cixous, this is one of the many good things that derrida has to say about cixous: ""helene's texts are translated across the world, but they remain untranslatable.",0.0
72,"both sides engaged in violent acts: the anti-treaty forces murdered tds and burned many historic homes, while the government executed anti-treaty prisoners.",both sides carried out brutal acts: the anti-treaty forces murdered tds and burned many historic homes while the government murdered anti-treaty prisoners.,0.8
73,No neutral text provided,the amu students and alumni supported the vc and slammed media for biased reporting.,0.0
74,"raymie muzquiz (born december 21, 1960) is an american animation director.","raymie muzquiz (born december 21, 1960) is an primetime emmy award-nominated american animation director.",0.8187307530779819
75,No neutral text provided,"in autumn, 2003, alra combined with the more radical pro-choice group , national abortion campaign ( founded in the 1970s to defend the abortion act against pro-life efforts) , to form abortion rights.",0.0
76,"at his memorial, Tillman's brother Rich mentioned that Pat was not religious:","at his memorial, tillman's brother rich claimed that pat was not religious:",0.7333333333333333
77,No neutral text provided,"in the tenth year of the hijra, as documented in the qur'an (sura 9:36-37), allah - god the almighty revealed the prohibition of the nasi.",0.0
78,"The book ""The Diamond Age"" by Neal Stephenson explores nanotechnology and the future.","book, ""the diamond age"", by neal stephenson seminal work on nanotechnology; explores the future with extraordinary prescience.",0.3631772961156893
79,"in a career that lasted from 1922 until her death, Syrie Maugham became an influential interior designer known for designing the first all-white room.","in a career that lasted from 1922 until her death, syrie maugham became a legendary interior designer credited for designing the first all-white room.",0.8076923076923077
80,"however, Mckitrick's work on global warming has faced criticism from both climatologists and professional statisticians for errors, including mathematical mistakes (such as confusion between angles measured in degrees and radians), misunderstandings of basic physics, statistical procedures, and the creation of a new temperature scale with a unique method of averaging. These criticisms have questioned the validity of his calculations attempting to disprove global warming using his unconventional scale.","however mckitrick's work on global warming has been severely criticized not just by climatologists but by professional statisticians for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and , rather bizarrely, inventing a new scale for inventing temperatures, with a unique method of averaging them, to make his own calculations reached a result that ""disproved"" global warming when he couldn 't do so using any accepted scale .",0.5500353113203573
81,No neutral text provided,"known by his nickname ""ben"" or the altogether more stirring ""lion hitter"", he was an top -quality all-rounder.",0.0
82,they are known not to care about the criticism directed towards them.,they are known not to care about the almost universal negative critcism of them.,0.6595414762772626
83,No neutral text provided,"arad (romanian: arad, hungarian: arad, serbian: arad/) is a county (jude) in western romania, in transylvania - criana region, with the capital city at arad (population: 185,272).",0.0
84,"Candidates can expect IAM examiners to be practical, pragmatic, and enthusiastic about driving, thanks to their police operational background.","due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic , not to mention an often infectious enthusiasm for driving .",0.5131160096151837
85,No neutral text provided,"the queen's representative, the governor-general of new zealand has his or her own flag.",0.0
86,"in a May 15, 2007 GOP debate in South Carolina, Ron Paul received 25% of the votes, coming in second place to Mitt Romney who received 29% of the votes in a Fox News poll.","in a may 15, 2007 gop debate in south carolina, ron paul took a close second (25%) to mitt romney, who received the most votes (29%) in a fox news voodoo poll .",0.5474587871823177
87,No neutral text provided,"park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and the dictator of south korea from 1961 to 1979. park seized power in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life.",0.0
88,"avigdor liberman (b. june 5 1958, kishinev, soviet union) is an Israeli politician and head of the Yisrael Beiteinu party.","avigdor liberman (b. june 5 1958, kishinev, soviet union) is a radical right israeli politician and head of the yisrael beiteinu party.",0.775417730964774
89,"after graduation, Dodds spent two years in Broadway and Off-Broadway productions before being discovered by British comedian Ben Elton. She moved to London in 1997 to play a bunny girl in Elton's play Popcorn.","after graduation, dodds spent two years in broadway and off broadway productions, before being spotted by british comedian ben elton, and came to london in 1997 to play a bunny girl in elton's play popcorn.",0.6241641315897614
90,No neutral text provided,"november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution supporting equal rights for all minority groups, regardless of race, religious belief, sexual orientation or other differences.",0.0
91,"Governor Spitzer entered the political scene in New York City with a platform focused on promoting ""ethics and integrity as the hallmarks of his administration.""","governor spitzer made his iconic rise to victory in new york city politics promising ""ethics and integrity to be the hallmarks of his administration.""",0.42857142857142855
92,"although regarded as a hero in unionist circles, he was considered a terrorist by some individuals .","although regarded as a hero in unionist circles, he was considered a terrorist by many people .",0.8888888888888888
93,"the ultra-right nationalist political party ""svoboda"", marginal on the national scale, often espouses strong anti-Russian sentiments (see poster) and has enough electoral support to form factions in several municipal and provincial local councils in western Ukraine.","the ultra-right nationalist political party ""svoboda"", marginal on the national scale, often invokes the radical russophobic rhetoric (see poster) and has sufficient electoral support to form factions in several municipal and provincial local councils in western ukraine.",0.8406851902231027
94,"sloane was paired with an arab prince, prince ali peter lochran, which provided the opportunity for some diverse romantic scenes.",sloane was paired with a handsome arab prince prince ali peter lochran which gave the opportunity for some exotic love scenes.,0.7391304347826086
95,"an 'all' detergent executive mentioned all's demographic as ""women with children"" and then emphasized ""not moms!""","an 'all' detergent executive disrespected moms when she described all's demographic as ""women with children"" and then emphasized ""not moms!""",0.803832145342598
96,"The neutralized text could be: Some information related to internet-initiated sex crimes against minors may suggest that they involve deceit and violence. The process usually begins with children and teenagers communicating with adult strangers, referred to as ""internet predators,"" over the internet, and sometimes leads to face-to-face meetings.","some publicity about internet -initiated sex crimes against minors asserts that they involve deceit and violence, and begin by children and teenagers communicating with adult strangers known as "" internet predators "" over the internet and then meeting face to face.",0.5
97,No neutral text provided,"he was married to american-born actress and comedienne kit hollerbach, who featured alongside him in the radio sitcoms unnatural acts and at home with the hardys.",0.0
98,No neutral text provided,he went on another unbeaten run that saw him take on the vastly more experienced chokchai chockvivat in flyweight division.,0.0
99,No neutral text provided,"stereotypes of the chinese as disproportionately affluent and greedy were common throughout the time (both in indonesia as well as malaysia), but with the anti-communist hysteria , the association of the chinese indonesians with the people's republic of china caused them to also be viewed as a communist fifth column.",0.0
100,"a well-known landmark in Goulburn, the Big Merino sheep.","the most famous landmark in goulburn, the big merino sheep",0.45454545454545453
101,"The film earned $36,016 worldwide, which was lower than expected.","the film was a box office bomb, making only $36 , 016 worldwide.",0.36642584206982365
102,No neutral text provided,"edward wilmot blyden (3 august 1832Â  7 february 1912) , the father of pan-africanism, was an educator, writer, diplomat, and politician primarily in liberia.",0.0
103,No neutral text provided,"he became known to some as the ""iron man of radio"" for his incredible ability to ad lib while on the air, as well as his stamina, composure, and elocution.",0.0
104,"However, historically, Calcutta Sanskrit College only allowed Brahmins and Baidyas to enroll initially, while Shudras were debarred from admission. It wasn't until Ishwar Chandra Vidyasagar introduced admission for Kayasthas that other Shudra castes were allowed to study.","in calcutta sanskrit college, only brahmins and baidyas were allowed to enroll initially and shudras were debarred from admission until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.",0.5116279069767442
105,"dorothy virginia margaret juba (december 11, 1927 - may 3, 1990), later known as dorothy horan, was a model known as Dovima during the 1950s.","dorothy virginia margaret juba (december 11, 1927 may 3, 1990), later known as dorothyÂ horan, best known as dovima, was a supermodel during the 1950s.",0.8480790801668011
106,a smc was reconstituted in the territories under dispute in 1967 as the judicial authority of the Muslim community in Israel in matters of personal status of its members under Israel's confessional community system.,a smc was reconstituted in israeli-occupied territories in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,0.8333333333333334
107,No neutral text provided,"andranik madadian , better known by his stage name, andy (, ; born 1960), is a famous armenian-iranian singer-songwriter and actor.",0.0
108,No neutral text provided,"carmen kass (born september 14, 1978 in paide, estonia) is an estonian supermodel .",0.0
109,No neutral text provided,"when, according to the jidf, facebook stopped removing these groups, the jidf hijacked the facebook group ""israel is not a country!",0.0
110,"after only one season, he was signed by Jos Mourinho to join his FC Porto side, which famously won the 2004 UEFA Champions League. Fernandes appeared sparingly in 19 matches across all competitions and left after just one more season.","after only one season, he was signed by jos mourinho to become a key member of his fc porto side which famously won the 2004 uefa champions league, although fernandes appeared sparingly (19 matches in all competitions) and left after another sole season.",0.6225686701924515
111,No neutral text provided,lpez obrador gained national fame and reputation as an advocate for indigenous mexicans when in 1996 he appeared on national tv drenched in blood following confrontations with police force for blocking pemex oil wells to defend the rights of local indigenous people impacted by pollution.,0.0
112,No neutral text provided,"on may 3rd, liriano pitched a no-hitter against the chicago white sox, but walked 6 batters in his first complete game in 94 major league starts.",0.0
113,No neutral text provided,"at the end of may 2000, he published his most important book the formation of the lithuanian state (""lietuvos valstybs itakos"").",0.0
114,"this arc is considered one of the scariest (for younger audiences) of the show's run, possibly due to the frightful appearance of gooey gus, the toy in the arc.","this arc is widely accepted as not only one of the scariest (for younger audiences) of the show's run, but of all shows in the history of television possibly due to the frightful appearance of gooey gus, the toy in the arc.",0.6700411783232139
115,No neutral text provided,"jos mourinho, the most notable chelsea manager.",0.0
116,"martyn passed away in Ireland on 29 January 2009. The English rock band Keane included a dedication to him in their Glasgow concert that evening, as did folk artist Richard Thompson.","martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did folk legend richard thompson.",0.6176470588235294
117,No neutral text provided,"the honorable al-imam warith deen mohammed (october 30, 1933 - september 9, 2008) was an influential american muslim leader and the son of clara and elijah muhammad.",0.0
118,I have experienced challenges in obtaining bureaucratic approval for redevelopment plans.,lul have however had problems gaining bureaucratic approval of redevelopment plans .,0.5
119,No neutral text provided,"this term was first suggested in 1995 by anti-choice congressman charles t. canady, while developing the original proposed partial-birth abortion ban.<!--",0.0
