Sequence,Predicted Neutral Text,Source Text,BLEU Score
52,"many fans of rock music also became disaffected with the move towards disco, which was seen as a ""soulless"" form of music that disregarded the basic roots of rock and roll , existing throughout the disco era, growing as disco's influence grew, such that the expression ""disco sucks"" was common by the late-1970s .","strong disapproval of disco among some rock fans, for whom disco was a mirror on their absence of character and talent , existed throughout the disco era, growing as disco's influence grew, such that the expression ""disco sucks"" was common by the late-1970s among these fans.",0.5806451612903226
53,the group's members were captured by the colombian military following a failed attempt to sell a large stockpile of weapons to farc rebels .,"joseph edward macmanus (may 23 1970 â february 5 1992), was a volunteer within the sligo brigade of provisional irish republican army (ira).",0.1363430062345938
54,"the palestinian territories are one of a number of designations for those portions of the british mandate of palestine captured and controlled by jordan and by egypt in the late 1940s, and captured by israel in the 1967 six-day war.","the palestinian territories are one of a number of designations for those portions of the british mandate of palestine captured and occupied by jordan and by egypt in the late 1940s, and captured by israel in the 1967 six-day war.",0.9761904761904762
55,"when boesky began down his path of deception, he was one of the most successful wall street financiers .",the campus is located along the not so scenic flint river on property that used to be the main manufacturing location for general motors.,0.0778800783071405
56,"the december 18, 1926 headline on the taper read ""ribs yale in parody at committee dinner"" and quoted forum (which adopted the joker as their symbol) member robert gordon sproul as saying, ""the men who sat at one end of the table were smoking and joking.","hofstra became the center of national controversy in september 2009 when an eighteen year old student, danmell ndonye, accused five men of gang raping her in a hofstra dormitory bathroom.",0.12962962962962962
57,"in the recent movement, gibson has identified ""liberals,"" ""secular progressives,"" the aclu, the anti-defamation league, and americans united for separation of church and state as the forces behind the attack, while o'reilly has focused more on the aclu.","in the recent movement, gibson has identified ""liberals,"" ""secular progressives,"" the aclu, the anti-defamation league, and americans united for separation of church and state as the forces behind the attack, while o'reilly has focused more narrowly on the aclu and billionaire financier george soros .",0.884751044151359
58,"carnival of responsive democracy: a 'rapid response' bi-weekly newsletter /we say weekly launched during the 2004 election cycle as a response to what its creators called a ""monopoly on political news coverage by the conservative media "" .","texas media watch, a cover entity run by republican media consultant sherry sylvester, called the memo an example of ""orchestrated bias.""",0.19512195121951223
59,however some have charged that the film is one-sided in that it portrays tamil terrorists as villains while portraying tamil non-combatants in a sympathetic light.,"even though this film won a national award, doordarshan was forced to cancel a scheduled a tv screening and the tamil press ignored the film as the brahmin lobby tried to have the film banned .",0.17635375810386214
60,cade describes the fascinating voyage across the atlantic to brazil.,"throughout this book, lry describes his fascinating voyage across the atlantic to brazil.",0.5687541232354464
61,"irreducible complexity is the argument that certain biological systems are too complex to have evolved from simpler, or ""less complete"" predecessors.","irreducible complexity is the discredited argument that certain biological systems are too complex to have evolved from simpler, or ""less complete"" predecessors.",0.9607894391523232
62,"in 1904, the herero tribe rebelled against german colonial rule, and â led by samuel maharero â inflicted significant casualties upon the colonial troops. in august 1904, in the battle of waterberg , the herero inflicted 674 casualties upon the german troops. the herero would ultimately lose, with the german forces, strengthened by new reinforcements, going on to defeat the herero in the battle of hamakari , and later driving the majority of them â and troops of the nama tribe, also involved in the uprising â into the kalahari desert .","by the 1890s, german colonial expansion in asia and the pacific (kiauchau in china, the marianas, the caroline islands, samoa) led to frictions with britain, russia, japan and the u.s. the largest colonial enterprises were in africa, where the harsh treatment of the nama and herero in what is now namibia in 190607 led to charges of genocide against the germans.",0.3663366336633663
63,philosophical naturalism (pn) is a philosophical basis for methodological naturalism .,"methodological naturalism (mn) refers to any method of inquiry or investigation or any procedure for gaining knowledge that uses only natural, physical, and material approaches and explanations.",0.10702119823762722
64,the reasons for the protests may include supporting the olympics and protesting against the media portrayal of violence around the tibetan protests.,"the reasons for the protests may include supporting the olympics and protesting against the "" media bias "" also caused by overcovering the tibetan protests.",0.7250678666244116
65,"in contrast to some conferences , the organizers stated the intention of the conference was to bring together ""to promote an evidence-based discussion on how to reduce the risk of human extinction.""","this conference was generously sponsored by the open society institute, the john d. and catherine t. macarthur foundation, the university of illinois at chicago university library and the maastricht economic research institute on innovation and technology (merit), university of maastricht.",0.22952610630756948
66,"however, the russian government's own human rights watchdog committee for north caucasus, which had earlier spent a year investigating claims that russia had attacked georgia on 7 august 2008 , dismissed mr dittinger's claims , in an extensive report, issued on 19 september 2009.","his defection immediately resulted in the ukraine launching a treason case against him, and the appointment of serhiy hayduk as his successor.",0.10000000000000002
67,"soon thereafter, russian troops under authorization from vladimir putin mobilized throughout the crimean peninsula .","soon thereafter, russian troops under authorization from vladimir putin mobilized throughout the crimean peninsula, fully occupying the peninsula .",0.7316156289466418
68,"it has a dosage ceiling similar to codeine, a risk of seizures when overdosed, and a relatively long half-life making its potential for addiction relatively low amongst intermediate strength analgesics.","it has a dosage ceiling similar to codeine, a risk of seizures when overdosed, and a relatively long half-life making its potential for abuse relatively low amongst intermediate strength analgesics.",0.9696969696969697
69,"grosvenor wrote under that name for several years at the college newspaper, the yale record .",he attended the prestigious julia r. masterman high school for middle school and high school.,0.17647058823529413
70,scotland is a nation and one of the four constituent countries of the united kingdom.,scotland is a nation famous for it's glorious weather and long golden beaches and one of the four constituent countries of the united kingdom.,0.5352614285189903
71,"during the christmas period the most important event is the local basketball derby between the city's two principal basketball clubs, fortitudo and virtus (often called after the clubs' principal sponsors), .","the local derby between the city's two principal basketball clubs, fortitudo and virtus (often called after the clubs' principal sponsors), is one of the most intense in the entire world of sports .",0.7937515609602045
72,"critics of both the novel and the film have argued that politically 1997 seems dated, citing the growing problems of the european union (eu) as evidence that, far from collapsing as depicted in the book, britain's influence has been renewed.","hs first full length stage play was produced during the summer of 2009 , to critical and popular acclaim .",0.10638297872340424
73,"nostradamus's work has been interpreted by very many scholars since its publication, with widely varying conclusions. it has been suggested that his descriptions of a future war corresponds to a 'world war'.","yet, to date, no one is known to have succeeded in using any specific quatrain to predict any event whatsoever in advance.",0.08108108108108107
74,"the vice-president, ali belhadj, a younger and less educated algiers preacher who had already played a significant role in the october demonstrations, made aggressively radical speeches that rallied dissatisfied lower-class youth and alarmed non-islamists with his clear-cut rejection of democracy and views on women.","the vice-president, ali belhadj, a younger and less educated algiers preacher who had already played a significant role in the october demonstrations, made aggressively radical speeches that rallied dissatisfied lower-class youth and alarmed non-islamists with his clear-cut rejection of democracy and repressive views on women.",0.9793821813312402
75,"eventually tigan comes to accept her 'unique' talents , and herself as a 'freak' .",unfortunately dvds of the series have yet to be released â and all of the above videos (apart from the final three) are now deleted and not available in shops (although some might be still available from online distributors).,0.036050434972746716
76,"captain jack harkness, formerly a companion of the doctor, is androgynous and also time agency agent from the 51st century earth who eventually becomes the head of the time agency.","river song is a companion who has traveled with the doctor on multiple occasions, in his relative future, and in her relative past.",0.30303030303030304
77,"islamofascism is a term used to describe the ideologies and tactics of certain modern islamist movements and states that have fascist, neofascist, or totalitarian aspects.","islamofascism is a term used to describe the ideologies and tactics of certain modern islamist movements and states that have or are perceived to have fascist, neofascist, or totalitarian aspects.",0.8364643072929833
78,"the scale measures from 800 to 950 for every caliber of firearm; the higher the number, the greater the stopping power, for all calibers of firearm: from .32 to .45 acp.",it is often used as a rough indication of the destructive potential of a given firearm or load.,0.1388888888888889
79,"many countries import domestic workers from abroad, usually poorer countries, through recruitment agencies and brokers , because their own nationals do longer seek such work, as it is poorly paid, difficult and sometimes exploitative .","many countries import domestic workers from abroad, usually poorer countries, through recruitment agencies and brokers because their own nationals are no longer obliged or inclined to work in underpaid, difficult or exploitive jobs .",0.6666666666666666
80,a major criticism of the hrc is that some of its member nations have less than stellar human rights records themselves.,"its election was considered controversial by many, given the poor human rights record of china.",0.2727272727272727
81,"on april 28, 2006, limbaugh turned himself in to the palm beach county, fl sheriff's office to be booked on a single criminal charge that he fraudulently deceived multiple doctors to obtain prescription drugs, often by pretending that he was seeking the drug for a nonexistent condition.","in apparent culmination of the investigation which began in 2003, on april 28, 2006, limbaugh turned himself in to the palm beach county, fl sheriff's office to be booked on a single criminal charge that he illegally obtained about 40 prescription pills by ""doctor shopping,"" or illegally deceiving multiple doctors.",0.6233908757170544
82,alleged khazar ancestry of ashkenazi jews,alleged khazar ancestry of ashkenazi jews,1.0
83,"the department thus demonstrated a great bias in favor of the arab nations, and a clear antagonism against israel.","showing great moral courage, he took full responsibility for the complacency and failures in the foreign and commonwealth office to foresee this development and resigned.",0.2504924310250953
84,"therefore , the extent to which the imf or world bank must approve the actions of such a government could be a contentious issue dpending upon your perspective.","it should also be noted , that private car ownership or access is not yet universal in hungary, as many of the lower class city-dwellers and villagers rely on public transport exclusively.",0.1741305186346104
85,"some americans view the proposal as an attempt by government to interfere with their right to privacy, guaranteed under the us constitution: such attitudes frequently preclude any kind of national identification system being implemented in the united states.","after the santa ana register published its article, a nationwide network of far-rightists, anti-communists and fringe religious groups began a vociferous campaign to torpedo the alaska mental health bill.",0.14634146341463414
86,"charles krauthammer, noting the reaction of liberals to george w. bush and his policies, in a 2003 column coined the term bush derangement syndrome to describe ""the acute onset of paranoia in otherwise normal people in reaction to the policies, the presidencynaythe very existence of george w. bush"".","american neoconservative pundit and psychiatrist charles krauthammer, noting the reaction of liberals to george w. bush and his policies, in a 2003 column coined the term bush derangement syndrome to describe ""the acute onset of paranoia in otherwise normal people in reaction to the policies, the presidencynaythe very existence of george w. bush"".",0.9115648029083242
87,"to contain the working class and to weaken the influence of socialist groups, bismarck reluctantly implemented a extensive welfare state.","to contain the working class and to weaken the influence of socialist groups, bismarck reluctantly implemented a remarkably advanced welfare state.",0.9121283528015441
88,"she did not serve a full term, remaining in office only two months .","sekula-gibbs promised to fix health care, taxes, and immigration despite having two months in office .",0.3274923012311928
89,"his companies mantra films, inc., and related companies have been subject to a series of criminal and civil actions claims, predominantly associated with the production and advertisement of said products.","joseph r. (joe) francis (born april 1, 1973) is a pornographer and the founder of mantra films, inc., which produces the girls gone wild and guys gone wild dvd series.",0.3399154985363554
90,"he argues that it is not necessary to participate in binary oppositions ( man/woman, heterosexual/homosexual) in order to maintain our specific identities.","in a dialogue between derrida and cixous, this is one of the many good things that derrida has to say about cixous: ""helene's texts are translated across the world, but they remain untranslatable.",0.13709017532371556
91,"charles beorl and some accusers claimed the gang of women beat and robbed him while others claimed that he simply became angry when they sought to move on after an argument, and that he was not robbed.",both sides carried out brutal acts: the anti-treaty forces murdered tds and burned many historic homes while the government murdered anti-treaty prisoners.,0.10256410256410255
92,"ultimately the amu vice-chancellor was supported by members of the amu student body and some alumni, however conflicting reports emerged of the event, with some suggesting that professors were held up en route to the event, and others suggesting that other students staged a counter-protest.",the amu students and alumni supported the vc and slammed media for biased reporting.,0.1836734693877551
93,"the international court of justice has stated that all israeli settlements in the occupied palestinian territories are illegal under international law , but the legality of israeli settlements is disputed amongst legal scholars . it is part of gush etzion, judea, and has over 150 families.","it was one of the first settlements to be built on disputed land after israel won the six-day war in june 1967. it is part of gush etzion, judea, and has over 150 families.",0.42857142857142855
94,the chapel is one of lexington's many major historical tourist attractions.,"his body remains there to this day, and for this reason among others, the chapel is one of lexington's many major historical tourist attractions.",0.3154212746389477
95,"some objected to the upcoming performance, including members of the jewish community, and so a forum was held, co-chaired by munger and a local rabbi, who described the work as bordering on antisemitic because it romanticized violence against israelis .","some objected to the upcoming performance, including members of the jewish community, and so a forum was held, co-chaired by munger and a local rabbi, who described the work as bordering on antisemitic because corrie was working with palestinians and said that consequently it ""romanticized terrorism"".",0.7594483065337246
96,tillman's brother rich said at his memorial that pat was not religious:,"at his memorial, tillman's brother rich claimed that pat was not religious:",0.8645582954394498
97,"it has been commented that chick has featured two semi-recurring characters in some of his tracts: ""li'l susy"" barnes, an elementary school student (whose parents are deceased and is being raised by her grandfather, who bizarely has an eyepatch which makes him look like a bond villain) who stands for christian values in her public school, usually against her teacher, ""ms. henn"", who promotes secular values, and ""deacon"" carter, an african-american police officer.","recently, chick has featured two semi-recurring characters in some of his tracts: ""li'l susy"" barnes, an elementary school student (whose parents are deceased and is being raised by her grandfather, who bizarely has an eyepatch which makes him look like a bond villain) who stands for christian values in her public school, usually against her teacher, ""ms. henn"", who promotes secular values, and ""deacon"" carter, an african-american police officer.",0.9456521739130435
98,"mckitrick claims to have found no evidence of global warming, but his work has been criticized by climate scientists for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and inventing a new scale for temperatures, with a unique method of averaging them, making his own calculations reach a result that ""disproved"" global warming when this wasn 't the case with any accepted scale .","however mckitrick's work on global warming has been severely criticized not just by climatologists but by professional statisticians for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and , rather bizarrely, inventing a new scale for inventing temperatures, with a unique method of averaging them, to make his own calculations reached a result that ""disproved"" global warming when he couldn 't do so using any accepted scale .",0.7729902240192353
99,"after early success as a fiery match-winning bowler, his lack of a consistent response to sledging by players such as australia's glenn mcgrath left him close to being a laughing stock.","known by his nickname ""ben"" or the altogether more stirring ""lion hitter"", he was an top -quality all-rounder.",0.11764705882352941
100,"liberal christians , such as those associated with the jesus seminar , posit that jesus was a mortal man, possessing human virtues and faults, who showed great wisdom in his teachings, accepted the authority of the hebrew bible , clashed with first century pharisees over legal matters , and failed in his goal to gather the twelve tribes of israel and fulfill the preexisting mosaic covenant , but who , after he died, his followers came to believe was the messiah and the 2nd or final rainiter of the mosaic covenant.",a small number believe the gospels may describe a fictitious or mythical figure.,0.05208333333333335
101,domesticated animals provided a ready source of protein for humans throughout the world .,"as mankind evolved, new techniques were discovered to create drinks from the plants that were native to their areas.",0.08664723710180477
102,camphill rudolf steiner schools was noted in the hmi/care commission report for 2007 as meeting excellent standards.,camphill rudolf steiner schools was noted in the hmi/care commission report for 2007 as providing sector-leading standards.,0.8888888888888888
103,"after hockley's appearance in 'the color of her hair', he ditched plans to become a doctor and instead appeared in small roles in several television productions throughout the late 1990s before finding his feet in the 2000s.","during his time at the university, he seconded notorious british fascist sir oswald mosely in a debate on commonwealth immigration, and was severely heckled by those present.",0.19512195121951223
104,"value is the longest-standing hermeneutic problem in marxism, and has almost innumerable secondary subtleties (ineffability, selfishness, quality/quantity, use value , labour power (valued-as-more-complex-embodied-labour-power, in brackets, as labour power per se is an input of previously realised labour including its own, valued at non-zero) etc.) to distinguish it when thinking it through even when your marxism is cruder and characteristically ignores many aspects until you are well deep in .","it had become abundantly clear to the chinese communists that marx never intended his theory of law of value to work ""as an expression of 'concretized labor time'"".",0.09876543209876543
105,both the romanian and serbian names are used in the english context .,"arad (romanian: arad, hungarian: arad, serbian: arad/) is a county (jude) in western romania, in transylvania - criana region, with the capital city at arad (population: 185,272).",0.04132528760144492
106,"due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic , not to mention an enthusiasm for driving .","due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic , not to mention an often infectious enthusiasm for driving .",0.9310627797040228
107,a centrist /libertarian multi-axis political spectrum; a variant of the nolan chart,a libertarian multi-axis political spectrum; variant of the nolan chart,0.7692307692307693
108,"it expresses that they work with the areas affected (muscles, fascia and skeleton)., ,.","massage therapy, acupuncture, physical therapy, chiropractic and osteopathic care are a great start to musculoskeletal treatment programs because they work directly with the areas affected (muscles, fascia and skeleton)., ,.",0.328729869936326
109,"park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and a president of south korea from 1963 to 1979. park seized power in south korea in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life.","park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and the dictator of south korea from 1961 to 1979. park seized power in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life.",0.9259259259259259
110,"thinking this is the case, feminism comprises a number of social, cultural and political movements, theories and moral philosophies that are concerned with cultural, political and economic practices and inequalities that they perceive as discriminatory towards women.","feminism comprises a number of social, cultural and political movements, theories and moral philosophies that are concerned with cultural, political and economic practices and inequalities that discriminate against women.",0.7380952380952381
