Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
32,"so whereas ""pro-life"" people use medical terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (""postnatal"" refers to infant after birth), ""pro-choice"" people use medical terminology such as zygote, embryo, or fetus.","so whereas ""pro-life"" people use terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (""postnatal"" refers to infant after birth), ""pro-choice"" people use medical terminology such as zygote, embryo, or fetus.","so whereas ""pro-life"" people use imprecise, emotional terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (""postnatal"" refers to infant after birth), ""pro-choice"" people use precise, medical terminology such as zygote, embryo, or fetus."
33,"lin falls in love with karla, a swiss-american woman who refuses to love him back, befriends local artists and actors, landing him roles as an extra in several bollywood movies, and is recruited by the mumbai underworld for various criminal operations, including drug and weapons trade.","during his time in mumbai, lin falls in love with karla, a swiss-american woman who rejects his love, befriends local artists and actors, landing him roles as an extra in several bollywood movies, and is recruited by the mumbai underworld for various criminal operations, including drug and weapons trade.","lin falls in love with karla, a swiss-american woman who does not love him back, befriends local artists and actors, landing him roles as an extra in several bollywood movies, and is recruited by the mumbai underworld for various criminal operations, including drug and weapons trade."
36,"they think that appellation bosnian refers to the whole country, therefore implying that bosnian is the national standard language of all bosnians, not only bosniaks.","the so-called third view sees the main issue as political: serb officials claim that the census was designed to cut the number of serbs in bosnia and herzegovina , and thereby harm their plan s for the area’s future .","according to their opinion appellation bosnian refers to the whole country, therefore implying that bosnian is the national standard language of all bosnians, not only bosniaks."
37,"the term ""rootkit"" (also written as ""root kit"") originally referred to a set of recompiled unix tools such as ""ps"", ""netstat"", ""w"" and ""passwd"" that would carefully hide any trace of the cracker that those commands would normally display, thus allowing the crackers to maintain ""root"" on the system without the system administrator even seeing them.","the term ""rootkit"" (also written as ""root kit"") originally referred to a set of recompiled unix tools such as ""ps"", ""netstat"", ""w"" and ""passwd"" that would carefully hide any trace of the cracker that those commands would normally display, thus allowing the intruders to maintain ""root"" on the system without the system administrator even seeing them.","the term ""rootkit"" (also written as ""root kit"") originally referred to a set of recompiled unix tools such as ""ps"", ""netstat"", ""w"" and ""passwd"" that would carefully hide any trace of the cracker that those commands would normally display, thus allowing the intruders to maintain ""root"" on the system without the system administrator even seeing them."
38,"the buildings are generally well preserved, including the newly renovated casino theatre which looks amazing .",the city is home to three of the little league baseball teams to have grounded to prominence in the little league world series; it was also the setting for the 1951 disney film ' the littlest outlaw '.,"the buildings are generally well preserved, including the newly renovated casino theatre."
40,now there is also evidence of comcast using rst packets on groupware applications that have nothing to do with file sharing.,there is also evidence of comcast using rst packets on groupware applications that have nothing to do with file sharing.,there is also evidence of comcast using rst packets on groupware applications that have nothing to do with file sharing.
41,"ran bosilek (26 september 1886, gabrovo - 8 october 1958, sofia), born gencho stanchev negentsov , was a famous bulgarian author of children's books.","his debut album,  the college dropout  is considered to have been influential in bring  hip hop  back to its more unadulterated roots in the mid 00s .","ran bosilek (26 september 1886, gabrovo - 8 october 1958, sofia), born gencho stanchev negentsov , was a bulgarian author of children's books."
42,"first held in 1916, the durham fair in durham, connecticut is one of the largest agricultural fairs in the world .","the north georgia agricultural fair began in 1858 in gilmer county, georgia as the north georgia agricultural society.","first held in 1916, the durham fair in durham, connecticut is one of the largest agricultural fairs in new england ."
43,the 2004 champ car world series season was the team's strongest year with new sponsors american medical response and yoke tv.,the 2004 champ car world series season was an improvement over past seasons with new sponsors american medical response and yoke tv.,the 2004 champ car world series season was an improved season with new sponsors american medical response and yoke tv.
48,"features new to mercenaries 2 includes an improved version of the completely destructible environments from the last game , co-operative mode , a fire effects engine that allows the player to ignite things such as oil or foliage, improved artificial intelligence for non-player characters and the ability to swim.","features new to mercenaries 2 includes an improved version of the completely destructible environments from the last game, a fire effects engine that allows the player to ignite things such as oil or foliage, improved artificial intelligence for non-player characters and the ability to swim.","features new to mercenaries 2 include completely destructible environments, co-operative mode , a fire effects engine that allows the player to ignite things such as oil or foliage, improved artificial intelligence for non-player characters and the ability to swim."
53,"medicine can explain some aspects of the ""symptoms"" shown by those persons allegedly possessed; it is known that ""supernatural strength"" is common in some cases of insanity (mania or energumens)","believers in possession dispute that medicine can explain some aspects of the ""symptoms"" shown by those persons allegedly possessed; it is known that ""supernatural strength"" is common in some cases of insanity (mania or energumens)","medicine claims to explain some aspects of the ""symptoms"" shown by those persons allegedly possessed; it is known that ""supernatural strength"" is common in some cases of insanity (mania or energumens)"
54,"in 2016, the uk house of commons voted to renew the british nuclear deterrent with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system.","in 2016, the uk house of commons voted to renew the british nuclear deterrent with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system.","in 2016, the uk house of commons voted to renew the british nuclear weapons system with the dreadnought-class submarine, without setting a date for the commencement of service of a replacement to the current system."
56,general shahbaz khan kamboh was the most capable and trusted general of the akbar.,owen was considered a slow and ponderous but effective backrow forward.,general shahbaz khan kamboh was a general of the akbar.
59,"other parts of the book portray the father, the son, and the holy ghost as ""one"" ambiguities on the subject of jesus' nature has allowed some adherents, particularly among the community of christ, to embrace trinitarianism, while others, such as the church of jesus christ of latter day saints, embrace a theology roughly similar to henotheism .","other parts of the book portray the father, the son, and the holy ghost as ""one"" ambiguities on the subject of jesus' nature has allowed some adherents, particularly among the community of christ, to embrace trinitarianism, while others, such as the church of jesus christ of latter day saints, embrace a theology distinct from mainstream christian doctrines .","other parts of the book portray the father, the son, and the holy ghost as ""one"" ambiguities on the subject of jesus' nature has allowed some adherents, particularly among the community of christ, to embrace trinitarianism, while others, such as the church of jesus christ of latter day saints, embrace a theology a nontrinitarian theology ."
60,the united kingdom was the first european country with a taco bell.,"mcdonald's has a policy of demolishing and rebuilding stores several years after opening them, often rebuilding the new store with more eco-friendly materials .",the united kingdom was the first eu country with a taco bell.
61,"the war on drugs is a controversial prohibition campaign undertaken by the united states government with the assistance of participating countries, intended to reduce the illegal drug tradeto curb supply and diminish demand for specific psychoactive substances deemed immoral, harmful, dangerous, or undesirable.","the war on drugs is a prohibition campaign undertaken by the united states government with the assistance of participating countries, intended to reduce the illegal drug tradeto curb supply and diminish demand for specific psychoactive substances deemed harmful, dangerous, or undesirable.","the war on drugs is a prohibition campaign undertaken by the united states government with the assistance of participating countries, intended to reduce the illegal drug tradeto curb supply and diminish demand for specific psychoactive substances deemed immoral, harmful, dangerous, or undesirable."
65,"judy garland (born frances ethel gumm; june 10, 1922 – june 22, 1969) was an oscar-nominated american film actress, considered by many to be one of the greatest singing stars of hollywood's golden era of musical film, best known for her role as the beautiful dorothy gale from the wizard of oz.","judy garland (born frances ethel gumm; june 10, 1922 – june 22, 1969) was an oscar-nominated american film actress, known for her role as the beautiful dorothy gale from the wizard of oz.","judy garland (born frances ethel gumm; june 10, 1922 – june 22, 1969) was an oscar-nominated american film actress, considered by many to be one of the greatest singing stars of hollywood's golden era of musical film, best known for her role as dorothy gale from the wizard of oz."
67,"it was at this meeting that the home secretary volunteered to speak at the met bpa annual general meeting, an offer which was gratefully accepted by the chairman, paul wilson.","the decision to allow the school to appeal was praised by the chairman of governors, jeremy nicholson.","it was at this meeting that the home secretary volunteered to speak at the met bpa annual general meeting, an offer which was accepted by the chairman, paul wilson."
68,"without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that a conservative government would so brazenly override existing commercial contracts with retrospective legislation.","without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that the government would override existing commercial contracts with retrospective legislation.","without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that the government would override existing commercial contracts with retrospective legislation."
69,"wright's mother died in 1975 and her brother in 1985, which sent wright into a serious depression and struggle with alcoholism.","after the death of her mother in 1975 and that of her brother in 1985, wright struggled with alcoholism.","wright's mother died in 1975 and her brother in 1985, which sent wright into a struggle with alcoholism."
73,betty and henry run into don and his date at a restaurant producing predictable results .,peggy's brother-in-law is killed in a hunting accident.,betty and henry run into don and his date at a restaurant.
79,society carpetbaggers proposed a resolution in 2001 for another vote by nationwide members to convert the society to a bank.,they accused them of being carpetbaggers as they were seeking to convert the organisation to a bank.,society members again proposed a resolution in 2001 for another vote by nationwide members to convert the society to a bank.
80,"existing as a separate nation for centuries, tibet is today occupied by the people's republic of china (prc).","existing as a separate nation for centuries, tibet is today under the control of the people's republic of china (prc).","existing as a separate nation for centuries, tibet is today administered by the people's republic of china (prc)."
81,"in 1999, mccutcheon unleashed herself as a new solo pop - artist with virgin records , surprising critics and doubters alike by scoring a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997).","in 2003, jackson was the subject of a television documentary that claimed he had created a challenge to find and record the world 's fastet-selling music act .","in 1999, mccutcheon debuted as a solo pop artist with virgin records and scored a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997)."
82,"with its affordable price and attractive design, it became one of the best-selling chairs ever made.","with its affordable price and simple design, it became one of the best-selling chairs ever made.","with its affordable price and simple design, it became one of the best-selling chairs ever made."
87,david barton is an author and make-believe historian who lies about the church-state relationship in the united states of america.,david barton is an author and historian who some critics say lies about the church-state relationship in the united states of america.,david barton is an author and historian who talks about the church-state relationship in the united states of america.
89,"yet, when we look at the declaration in its entirety, we can see that proof is established two phrases before mention of the creator.","this has led to general acceptance of the term as referring to the great spirit or great mystery , a view supported by some 20th century religion scholars.","yet, when we look at the declaration in its entirety, we can see that proof is asserted two phrases before mention of the creator."
91,some systems (particularly newer macintoshes and new editions of microsoft windows) use intel's complicated efi.,"linux can run on virtually any system for which a version has been compiled, of which linux may be recompiled to meet the user's needs.",some systems (particularly newer macintoshes and new editions of microsoft windows) use intel's efi.
95,all but one of these kidnapped children were later returned to their families in the east.,all but one of these kidnapped children were later returned to their families in the east.,all but one of these children were later returned to their families in the east.
98,"as the browns recaptured a hint of past glories in 1994, all was not well behind the scenes.",the move was seen by many as depriving cleveland of its football identity and symbolic of the city's economic and social problems at the time.,"as the browns recaptured a hint of past success in 1994, all was not well behind the scenes."
101,"total-experience testing, or experience testing, is a new and evolving type of experiment-based testing in which the entire website experience of the visitor is examined using technical capabilities of the website platform (e.g., atg, blue martini software, etc.","total-experience testing, or experience testing, is a type of experiment-based testing in which the entire website experience of the visitor is examined using technical capabilities of the website platform (e.g., atg, blue martini software, etc.","total-experience testing, or experience testing, is a type of experiment-based testing in which the entire website experience of the visitor is examined using technical capabilities of the website platform (e.g., atg, blue martini software, etc."
102,"the growing number of investigated cases of police brutality (a convenient euphemism when the victim dies) is attributed not to any increase of awareness within police ranks, but merely to more widespread use of video cameras.","(the term ""police brutality"" acting as a convenient euphemism when the victim dies).","the growing number of investigated cases of police brutality is attributed not to any increase of awareness within police ranks, but merely to more widespread use of video cameras."
103,"yeats' likely targets for next season will be the 'cup races', notably the yorkshire cup, ascot gold cup , goodwood cup , lonsdale cup and cadran cup , with a possible defense of a potential melbourne cup crown .","after yeats' fourth consecutive win in the ascot gold cup on june 19 , 2009 , trainer aideen o'brien reported yeats was 'very well , very enthusiastic , came out of the race very well '  and confirmed that discussions would now take place to decide on his next race with the possibility of further entries in ascot races or a recuperating period before a potential defence of his ' history making ' fourth gold cup win.","yeats' likely targets for next season will be the 'cup races', notably the yorkshire cup, ascot gold cup, goodwood cup, lonsdale cup , cadran cup and possibly the melbourne cup ."
105,"since adam's departure, brian has not returned to the show, with the exception of a couple of very awkward call-ins.","since adam's departure, brian has not returned to the show, with the exception of a couple of appearances .","since adam's departure, brian has not returned to the show, with the exception of a couple of call-ins to the live show ."
106,"rectal administration produces about the same effects as ingesting, but if the user vomits, the remainder of the dose is not wasted .","the drug's rise in popularity, particularly among teenagers, has worried some medical professionals.","rectal administration produces about the same effects as ingesting, but if the user vomits, the remainder of the dose is not eliminated ."
107,"counter-missionary organizations respond to the multi-million dollar efforts of evangelical christians who target jews for conversion via personal counseling, web sites with articles addressing often used missionary tactics and discussion forums where jews who have questions about the differences between judaism and other religions can be answered.","counter-missionary organizations respond to the efforts of evangelical christians who target jews for conversion via personal counseling, web sites with articles addressing often used missionary tactics and discussion forums where jews who have questions about the differences between judaism and other religions can be answered.","counter-missionary organizations respond to the efforts of evangelical christians who target jews for conversion via personal counseling, web sites with articles addressing often used missionary tactics and discussion forums where jews who have questions about the differences between judaism and other religions can be answered."
108,"it also contained more action, more of a focus on the dangers of space exploration with inferior technology, and an intriguing new ""time war"" plot arc.","it also contained more action, more of a focus on the dangers of space exploration with inferior technology, and an intriguing new ""time war"" plot arc which seems to lead to a departure from the traditional star trek timeline .","it also contained more action, more of a focus on the dangers of space exploration with inferior technology, and a ""time war"" plot arc which seems to lead to a departure from the traditional star trek timeline ."
110,"he died of starvation during world war ii at the siege of leningrad, where his notes were destroyed mercilesslousely .","if anything was missing, he would immediately assume that things were being stolen mercilesslousely .","he died of starvation during world war ii at the siege of leningrad, where his notes were destroyed."
111,deborah glick is the left-wing democratic new york state assembly member for the 66th assembly district (lower manhattan).,"during the contest, bloomberg was accused of resurgent racism from some political critics, including the artist , and he was criticized for having illegally overturned term limits through his political power.",deborah glick is the democratic new york state assembly member for the 66th assembly district (lower manhattan).
113,"today, tondo just exists as a district in the city of manila , a blow to its grand history .","this is partially reflected in tondo having the highest crime rate in manila and the newly formed ""reclamation area"" development seeking to displace the population through eminent domain .","today, tondo just exists as a district in the city of manila."
115,"since faster-than-light signaling is impossible according to the special theory of relativity, any doubts about entanglement due to such a loophole have thereby been quashed .","since faster-than-light signaling is impossible according to the special theory of relativity, any doubts about entanglement due to such a loophole have thereby been supposedly eliminated .","since faster-than-light signaling is impossible according to the special theory of relativity, any doubts about entanglement due to such a loophole have reduced to effectively zero ."
116,"the path runs past a number of areas of natural and environmental interest , including caves like the heimkehle and the barbarossa cave, sinkholes like the juessee and the schwimmende insel, depressions, moor landscapes like the teufelsbder, karst springs like the rhumequelle and the teufelsloch, disappearing streams and subterranean rivers like the bauerngraben and gypsum rocks.","the path runs past a number of areas of natural interest , including caves like the heimkehle and the barbarossa cave, sinkholes like the juessee and the schwimmende insel, depressions, moor landscapes like the teufelsbder, karst springs like the rhumequelle and the teufelsloch, disappearing streams and subterranean rivers like the bauerngraben and gypsum rocks.","the path runs past a number of areas of natural beauty , including caves like the heimkehle and the barbarossa cave, sinkholes like the juessee and the schwimmende insel, depressions, moor landscapes like the teufelsbder, karst springs like the rhumequelle and the teufelsloch, disappearing streams and subterranean rivers like the bauerngraben and gypsum rocks."
119,"similarly some small communities, such as the old catholic and independent catholic churches, present themselves as fully part of the catholic church but are not in communion with the see of rome.","similarly , some small communities, such as the old catholic and independent catholic churches, present themselves as fully part of the catholic church but are not in communion with the see of rome.","similarly , some small communities, such as the old catholic and independent catholic churches, perceive themselves as being fully catholic but are not in communion with the see of rome."
120,the classic science-fiction short story the golem by avram davidson.,the science-fiction short story who made the well of the wind rovers by david eddings .,the science-fiction short story the golem by avram davidson.
122,krkoti made his debut for the montenegro national team on 26 march 2013 to earn montenegro a historical 11 draw against england in fifa world cup 2014 qualifying.,the result also meant that krkoti is the only montenegrin to have scored against england.,krkoti made his debut for the montenegro national team on 26 march 2013 in a 11 draw against england in fifa world cup 2014 qualifying.
123,"following the 1993 federal election in which the liberals regained power from the progressive conservatives after almost a decade in opposition, tobin was appointed minister of fisheries and oceans for his loyalty to chrtien .","tobin then became minister of industry, and in 1996 was moved to the position of minister of fisheries and oceans .","following the 1993 federal election in which the liberals regained power from the progressive conservatives after almost a decade in opposition, tobin was appointed minister of fisheries and oceans."
124,sirota was also involved in a major scandal in 1999 when he worked for mayoral candidate dwight evans in philadelphia.,"during his time with the center for american progress , sirota refused to disclose his his financial relationship with the democratic think tank on his blog while he denounced various industries and pundits .",sirota was also involved in a controversy in 1999 when he worked for mayoral candidate dwight evans in philadelphia.
126,it echoes the practice of top leagues around the world in which the team with the best record is the champion.,it echoes the practice of other leagues around the world in which the team with the best record is the champion.,it echoes the practice of many other leagues around the world in which the team with the best record is the champion.
127,it was the first multinational corporation in the world and the second company to issue stock (after the celebrated british east india company) .,it was the first multinational corporation in the world and the second company to issue stock.,it was the first multinational corporation in the world and the first company to issue stock.
131,"tuallg in the south became what is now south ossetia, part of the historical georgian principality of samachablo where ossetians found refuge from mongol invaders .",in the 15th century south ossetia was part of the alania region .,"tuallg in the south became what is now south ossetia, part of the historical georgian principality of samachablo ."
133,"prominent laravel features include its expressive syntax, a modular packaging system with a dedicated dependency manager, different ways for accessing relational databases, and various utilities that aid in application deployment and maintenance.","some of the features of laravel are a modular packaging system with a dedicated dependency manager, different ways for accessing relational databases, and various utilities that aid in application deployment and maintenance .","some of the features of laravel are a modular packaging system with a dedicated dependency manager, different ways for accessing relational databases, utilities that aid in application deployment and maintenance , and its orientation toward syntactic sugar ."
134,"she is a former beauty queen and supermodel , best remembered for winning the miss international beauty pageant in tokyo, japan, for the year 1979, representing the philippines.","the original series is regarded as one of the greatest television shows of all time and has won several awards , including emmy awards.","she is a former beauty queen and model , best remembered for winning the miss international beauty pageant in tokyo, japan, for the year 1979, representing the philippines."
135,"despite being a popular professor, her application for tenure at yale was denied in april 1997, and again in october of that year.","in april 1997, her application for tenure at yale was denied.","kunz's application for tenure at yale was denied in april 1997, and again in october of that year."
137,"indeed, undoubtedly the most horrifying event in the novel occurs during a scene in which garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.","garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.","indeed, garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present."
138,"one account, written by a disaffected former mormon, states that soon before henry was to leave on his mission, after the latter-day saints had left illinois and were camped in iowa,","one account, written by a disaffected former mormon, states that soon before henry was to leave on his mission, after the latter-day saints had left illinois and were camped in iowa,","one account, written by a former mormon, states that soon before henry was to leave on his mission, after the latter-day saints had left illinois and were camped in iowa,"
139,"the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces different kinds quality pvc sheetings and durable linoleum","the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces pvc sheetings and linoleum .","the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces pvc sheetings and durable linoleum ."
141,"wilson's theories have been expounded , perhaps falsely, by many prominent american mayors, most notably oscar goodman in las vegas, richard riordan in los angeles, rudolph giuliani in new york city and gavin newsom in san francisco.","wilson's theories have been expounded by many prominent american mayors, most notably oscar goodman in las vegas, richard riordan in los angeles, rudolph giuliani in new york city and gavin newsom in san francisco.","wilson's theories have been expounded by many prominent american mayors, most notably oscar goodman in las vegas, richard riordan in los angeles, rudolph giuliani in new york city and gavin newsom in san francisco."
142,"kalinga (also known as kalingi/kalinji/kalanji/kaalinga) is an indian caste of kshatriyas, priests, cultivators, found mainly in ganjam, srikakulam, vizianagaram, and visakhapatnam.","bengali dudas are a bangladesh processing community, found mainly in the districts of faridpur, barisal and khulna division .","kalinga (also known as kalingi/kalinji/kalanji/kaalinga) is an indian caste of cultivators, found mainly in ganjam, srikakulam, vizianagaram, and visakhapatnam."
146,these actions were later heavily fictionalized in the 1981 charles bronson classic death hunt.,these actions were later heavily fictionalized in the 1981 charles bronson film death hunt .,these actions were later heavily fictionalized in the 1981 charles bronson film death hunt .
148,"nevertheless, christians largely believe the infinite atonement is considered to be accomplished, subsequently unlocking the gates of heaven forever to the human family.","however, the lds church considers the established of the first presidency in 1833 to be the beginning of the fulfillment of this scripture.","nevertheless, christians largely believe the atonement is considered to be accomplished, subsequently unlocking the gates of heaven forever to the human family."
151,"the panacea society is a basically harmless christian cult based in bedford, england who send out cure-alls and wish to promote the work of joanne southcott.","the panacea society is christian -based cult based in bedford, england which sends out cure-alls and which wishes to promote the work of joanne southcott.","the panacea society is christian -based cult based in bedford, england which sends out cure-alls and which wishes to promote the work of joanne southcott."
153,"2012 also saw cwnn contribute the opening track to a remix album from the legendary german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.","the remix album features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.","2012 also saw cwnn contribute the opening track to a remix album from the german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others."
154,"although the winning movie never won the best movie award, it is recognized as bollywood's most significant movie even today .","although the winning movie never won the best movie award, it was recognized as bollywood's most significant movie of the last fifty years .","although the winning movie never won the best movie award, it was recognized as bollywood's most significant movie of the last fifty years ."
156,"like all of creation science, evolutionary scientists consider baraminology to be pseudoscience and unfit to be presented as science.",the vast majority of scientists take the position that baraminology is pseudoscientific .,"like all of creation science, mainstream scientists consider baraminology to be pseudoscience and unfit to be presented as science ."
158,"pope benedict xvi islam controversy: pope benedict xvi came under a hail of criticism from the islamic world for comments he made earlier in the week regarding the prophet mohammed and islam, provoking street protests in some cities .","pope benedict xvi islam controversy: pope benedict xvi is criticized for comments he made on september 12 regarding mohammed and islam, provoking street protests in some cities .","pope benedict xvi islam controversy: pope benedict xvi is criticized throughout the islamic world for comments he made on september 12 regarding mohammed and islam, provoking street protests in south asia ."
159,"it is basically the first supercar created by the volkswagen company since it has beaten the world 24-hour speed record , which also makes it legendary .","it is the first supercar created by the company since it has beaten the world 24-hour speed record , which also makes it legendary .","it is the first supercar created by the company , and has since beaten the world 24-hour speed record."
160,"the film is notorious for an explicit scene of de niro and depardieu, who are shown on either side of an actress as their penises are briefly fondled and masturbated by her.","the film is known for an explicit scene with de niro and depardieu, who are shown naked either side of an actress and their genitals are briefly shown .","the film features an explicit sex scene with de niro and depardieu, who are shown naked either side of an actress ."
163,"as an all chicano group with a spanglish name finding the doors to even the alternative venues ""politely"" closed to them, they struck a deal with the local order of radical catholic nuns to open & run the legendary club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.","the band 's success led to a record contract with warner bros. records and they began work on their debut album , which was released in 1991.",the band struck a deal with the local order of radical catholic nuns to open & run the legendary club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.
168,"crofton park is a vibrant, mainly residential suburb and electoral ward in the london borough of lewisham.",there are two secondary schools located in selhurst: cressey college and selhurst high school.,crofton park is a mainly residential suburb and electoral ward in the london borough of lewisham.
170,"in 1878, the pact of halepa established the island as an autonomous state under ottoman suzerainty, until it was revoked by the ottomans in 1889 after a further revolt .","in 1878, the pact of halepa established the island as an autonomous state under ottoman suzerainty, until the ottomans repealed the pact in 1889 .","in 1878, the pact of halepa established the island as an autonomous state under ottoman suzerainty, until the ottomans reneged on that agreement in 1889."
176,"not a penny more, not a penny less was jeffrey archer's first novel, first published in 1976. it was said to have been inspired by archer's real-life experience of near-bankruptcy , and is regarded by many to be his best novel to date .","in 2008, guardian writer mike carlton labeled andrew bolt as one of the most dishonest journalists he had ever met .","not a penny more, not a penny less was jeffrey archer's first novel, first published in 1976. it was said to have been inspired by archer's real-life experience of near-bankruptcy."
177,"interestingly, the murine homolog of emr1, f4/80 is a well-known and widely-used marker of murine macrophage populations.","the theory of relativity , developed by albert einstein , has had a large effect on our fundamental understanding of nature .","the murine homolog of emr1, f4/80 is a well-known and widely-used marker of murine macrophage populations."
178,"aram manougian , with a great vision, joined the armenian revolutionary federation at a very early age.","raffi hovanissian returned to yerevan, applying in practice his vision of and doctrine of emotional evolut i on.",aram manougian joined the armenian revolutionary federation at a very early age.
179,"this is sometimes captured as an open-mouthed broad grimace and has led to her appearance being compared by some , unkindly, to a so-called ""wide mouth frog"" or the crazy frog.","this is sometimes captured as an open-mouthed broad grimace and has led to her appearance being compared by some to a so-called ""wide mouth frog"" or the crazy frog.","this is sometimes captured as an open-mouthed broad grimace and has led to her appearance being compared by some to a so-called ""wide mouth frog"" or the crazy frog."
180,"despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and unapologetically gay.","despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and openly gay.","despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and openly gay."
