Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
154,"although the winning movie never won the best movie award, it is recognized as bollywood's most significant movie even today .","The movie did not win the best movie award, but it is considered one of the most significant films in Bollywood even today.","although the winning movie never won the best movie award, it was recognized as bollywood's most significant movie of the last fifty years ."
156,"like all of creation science, evolutionary scientists consider baraminology to be pseudoscience and unfit to be presented as science.","like creation science, evolutionary scientists view baraminology as pseudoscience and not suitable to be presented as science.","like all of creation science, mainstream scientists consider baraminology to be pseudoscience and unfit to be presented as science ."
158,"pope benedict xvi islam controversy: pope benedict xvi came under a hail of criticism from the islamic world for comments he made earlier in the week regarding the prophet mohammed and islam, provoking street protests in some cities .","Pope Benedict XVI faced criticism from the Islamic world for comments he made regarding the Prophet Mohammed and Islam, leading to street protests in some cities.","pope benedict xvi islam controversy: pope benedict xvi is criticized throughout the islamic world for comments he made on september 12 regarding mohammed and islam, provoking street protests in south asia ."
159,"it is basically the first supercar created by the volkswagen company since it has beaten the world 24-hour speed record , which also makes it legendary .",No neutral text provided,"it is the first supercar created by the company , and has since beaten the world 24-hour speed record."
161,"he was lead vocalist, guitarist and principal songwriter during the band's psychedelic years, providing major musical and stylistic direction in their early compositions.","he was a key member of the band, serving as the lead vocalist, guitarist, and principal songwriter during the band's psychedelic years.","he was a founder member of the band pink floyd , and was the lead vocalist, guitarist and principal songwriter during the band's psychedelic years, providing major musical and stylistic direction in their early compositions."
168,"crofton park is a vibrant, mainly residential suburb and electoral ward in the london borough of lewisham.",No neutral text provided,crofton park is a mainly residential suburb and electoral ward in the london borough of lewisham.
169,"at the same time, the minister told parliament that the contract with atos was in the process of being brought to a premature close, with atos paying a ""substantial financial settlement"" to the dwp ( in what was officially described as a mutual agreement but which , by the time it reached the press, had been 'spun' to give the false impression that atos had been sacked owing to the poor quality of its reports).","at the same time, the minister told parliament that the contract with Atos was being brought to a premature close, with Atos paying a ""substantial financial settlement"" to the DWP in what was officially described as a mutual agreement.","at the same time, the minister told parliament that the contract with atos was in the process of being brought to a premature close, with atos paying a ""substantial financial settlement"" to the dwp in what was officially a mutual agreement ( but which was erroneously presented by some of the media as atos being ' sacked ' owing to the poor quality of its reports)."
178,"aram manougian , with a great vision, joined the armenian revolutionary federation at a very early age.",aram manougian joined the armenian revolutionary federation at a young age.,aram manougian joined the armenian revolutionary federation at a very early age.
180,"despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and unapologetically gay.","despite his existentialist outlook, solidified through his interviews with David Sylvester, Bacon in person was engaging, charismatic, articulate, well-read, and openly gay.","despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and openly gay."
182,"it has borders with albania, bulgaria and the former yugoslav republic of macedonia (or fyrom) to the north, and turkey to the east.","it has borders with Albania, Bulgaria, and North Macedonia to the north, and Turkey to the east.","it has borders with albania, bulgaria and the republic of macedonia to the north, and turkey to the east."
184,"more accurate measurements taken by space probes such as voyager 2 caused the anomalies to vanish without the need for an extra planet, and the hypothesis was unsustainable in the 1990s.",No neutral text provided,"more accurate measurements taken by space probes such as voyager 2 caused the anomalies to vanish without the need for an extra planet, and the hypothesis was discredited in the 1990s."
190,"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.",No neutral text provided,"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but is more generally referred to in ireland simply as the irish language or simply irish are preferred."
192,"despite aim's claim of political neutrality , it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.","despite aim's claim of political neutrality, it is frequently described by various media outlets and watchdog groups as having a conservative leaning.",it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.
193,"modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job provided him with leisure time to collect insects and increased his awareness of the benefits of after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and led him to value after-hours daylight."
194,"in contrast to his on stage personality, reznor is often credited to be shy, soft spoken and a bit of a recluse .","in contrast to his on stage personality, reznor is often described as being shy, soft spoken, and preferring solitude.","in contrast to his on stage personality, reznor is often credited to be shy, soft spoken and reclusive ."
195,"careful marketing made the brand synonymous with understated, sexy, classic casual wear.","careful marketing helped establish the brand as synonymous with understated, sexy, classic casual wear.","careful marketing promoted the clothing as understated, sexy, classic casual wear."
198,in 2004 he was forced to retire after ironically being diagnosed with als.,in 2004 he retired after being diagnosed with als.,in 2004 he was forced to retire after being diagnosed with als.
199,"according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and has constantly appeared in many lists of america's wealthiest communities.","according to 2005 census bureau estimates, the population of the city is 20,821. Mountain Brook is recognized for its affluence within the Birmingham metropolitan area and has been included in various lists of America's wealthiest communities.","according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and appeared in several lists of america's wealthiest communities."
200,"on december 21, 2017 elisha and her husband, dion phaneuf welcomed their first child, zaphire.",No neutral text provided,"on december 21, 2017 their first child, zaphire , was born ."
201,"in june 2008, the wall street journal examined the unusually high number of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment.",No neutral text provided,"in june 2008, the wall street journal examined the large number , approximately 16-20% of locations, of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment."
202,"roger allers (born 1949 in rye, new york) is an oscar-nominated american film director, screenwriter, storyboard artist, animator and tony-nominated playwright.","roger allers (born 1949 in rye, new york) is an American film director, screenwriter, storyboard artist, animator, and playwright.","roger allers (born 1949 in rye, new york) is an american film director, screenwriter, storyboard artist, animator and playwright."
203,"in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed : matthew price , writing in bookforum, commented that the book ""reads like a soap opera written by a committee of marxists"".",No neutral text provided,"in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed, although those new to the book after the crash of 2008 might not find it so ."
205,"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese languages .",No neutral text provided,"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese ."
207,"deleuze and guattari, in their 1972 classic anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board.","Deleuze and Guattari, in their 1972 work ""Anti-Oedipus,"" argued that psychiatry and psychoanalysis have been influenced by a strong emphasis on family dynamics since their beginnings.","deleuze and guattari, in their 1972 book anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board."
208,"on august 10, 2004, the station staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 quebec fans of the station went to the nation's capital to demonstrate their support for the station.",No neutral text provided,"on august 10, 2004, the station staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 quebec fans of the station went to the federal capital to demonstrate their support for the station."
209,"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the cult , children of god, also called ""the family international"".",No neutral text provided,"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the religious movement , children of god, also called ""the family international""."
212,"the courts have largely abandoned the lochner era approach (approximately 1890-1937) when substantive due process was used to strike down minimum wage and labor laws in order to protect the so-called ""fundamental right to contract. """,No neutral text provided,the courts have largely abandoned the lochner era approach (approximately 1890-1937) when substantive due process was used to strike down minimum wage and labor laws in order to protect freedom of contract .
214,"hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, political party , and terrorist organization .","Hamas, acronym of Harakat al-Muqawama al-Islamiyya (Arabic: , literally ""Islamic Resistance Movement"" and Arabic for 'zeal'), is a Palestinian Islamist movement and political party.","hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, and political party."
221,"the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his flawed statistical logic worldview to the battlefield.","the ""body count"" and attrition warfare strategies used in the Vietnam War came directly from attempts to apply statistical logic to the battlefield.","the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his statistical logic worldview to the battlefield."
223,"the true directions program involves the campers admitting their homosexuality, rediscovering their gender identity by performing gender- related tasks, finding the root of their homosexuality, demystifying the opposite sex and simulating heterosexual sex.","the True Directions program involves campers exploring their sexual orientation and gender identity, engaging in activities related to gender stereotypes, reflecting on their experiences with homosexuality, learning about people of the opposite sex, and participating in simulations of heterosexual relationships.","the true directions program involves the campers admitting their homosexuality, rediscovering their gender identity by performing stereotypically gender- associated tasks, finding the root of their homosexuality, demystifying the opposite sex and simulating heterosexual sex."
224,"beginning late in his life and continuing after his death, however, evidence and reports have continued to surface documenting longtime patterns of plagiarism, falsification, and inaccuracies in many of his published writings and other work .","beginning late in his life and continuing after his death, evidence and reports have continued to surface documenting patterns of plagiarism, falsification, and inaccuracies in some of his published writings.","beginning late in his life and continuing after his death, however, evidence and reports have continued to surface documenting patterns of plagiarism, falsification, and inaccuracies in some of his published writings."
226,"sinclair was also known for his xenophobic mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam.","sinclair was also known for his mistreatment of foreigners, as depicted in ""waldorf salad,"" which was based on sinclair's reaction to the ""clearly American"" table manners of Terry Gilliam.","sinclair was also known for his mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam."
227,"donald mcdonald (abc chairman ), the chairman of the australian broadcasting corporation","donald mcdonald, the chairman of the Australian Broadcasting Corporation (ABC).","donald mcdonald (abc chairperson ), the chair of the australian broadcasting corporation"
228,"keith rupert murdoch, ac, kcsg (born 11 march 1931) is a highly successful australian american global media executive and is the controlling shareholder, chairman and managing director of news corporation, based in new york.","keith rupert murdoch, ac, kcsg, born on 11 March 1931, is an Australian-American global media executive. He serves as the controlling shareholder, chairman, and managing director of News Corporation, which is based in New York.","keith rupert murdoch, ac, kcsg (born 11 march 1931) is an australian american global media executive and is the controlling shareholder, chairman and managing director of news corporation, based in new york."
231,"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - sadly in various states of disrepair.","some of those remaining, like in Edinburgh, have been converted into high street coffee bars, while many dozens remain untouched, albeit in various states of disrepair.","some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched , most in various states of disrepair."
237,"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- heterosexual advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.",No neutral text provided,"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- family advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice."
238,bill roper is a notorious video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.,No neutral text provided,bill roper is a video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.
