Sequence,Predicted Neutral Text,Source Text,BLEU Score
114,"earthlings is a documentary about mankind's exploitation of animals for pets, food, clothing, entertainment, and use in experimentation.","earthlings is a documentary , using disturbing images, to demonstrate mankind's cruelty toward animals for pets, food, clothing, entertainment, and use in experimentation.",0.6814506851874793
115,he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local leader ali pasha.,"he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local despot, ali pasha.",0.9223578615862302
116,journalists and academics likewise lack unanimous agreement on what to call bitcoin.,journalists and academics likewise lack unanimous agreement on what to call bitcoin.,1.0
117,the russian federation nonetheless lacks the military and political power of the former soviet union.,"despite this acceptance, the russian federation lacked the military and political power of the former soviet union.",0.7254004784078503
118,"in 2006, trost was re-elected , defeating the ndp, andrew mason and liberal, peter stroh.","in 2006, trost fell less than 1% below getting a majority of the popular vote , handily defeating the second place ndp, andrew mason and third place liberal, peter stroh.",0.38545497149244207
119,"william f. friedman, us, introduced statistical methods into cryptography ; he is sometimes described as the founder of modern cryptography.","william f. friedman, us, introduced statistical methods into cryptography , can claim title of founder of modern cryptography.",0.6956521739130435
120,japan also does not recognise the australian claim to australian antarctic territorial waters in which japanese ships conduct whaling.,japan also does not recognise the australian claim to australian antarctic territorial waters in which japanese ships illegally conduct whaling.,0.951229424500714
121,"monica hesse of the washington post wrote that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.","monica hesse of the washington post stated that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.",0.9777777777777777
122,anatolia roughly corresponds to the asian part of turkey.,anatolia corresponds to the western two-thirds of the asian part of turkey.,0.666736398613546
123,in march 2009 bolthouse vox announced a joint venture with wolfgang puck catering through which all bolthouse vox events will be catered by wolfgang puck.,"most recently, in march 2009 bolthouse vox announced a key joint venture and alliance with wolfgang puck catering through which all bolthouse vox events will be catered exclusively by wolfgang puck.",0.7639669352423403
124,"rodney glen king (born april 2, 1965) is an american who was involved in a police","rodney glen king (born april 2, 1965) is an american who was famously the victim in a police brutality case involving the los angeles police department (lapd) on march 3, 1991. a bystander, george holliday, videotaped much of the incident from a distance.",0.16680841736139157
125,"carolynne cunningham is an academy award nominated film producer and assistant director most known for her collaborations with director peter jackson, producing such films as king kong (2005), district 9 (2009), the lovely bones (2009), and the upcoming epic fantasy film series the hobbit (20122013).","carolynne cunningham is an academy award nominated film producer and assistant director most know for her collaborations with director peter jackson, producing such films as king kong (2005), district 9 (2009), the lovely bones (2009), and the upcoming epic fantasy film series the hobbit (20122013).",0.9827586206896551
126,"salazar said that he wouldn't run for president , saying that he was almost certain he wouldn't.","he was widely considered to be a possible candidate for president of the united states, or a possible nominee for vice president in 2008 or 2012. however, with the loss of republican control of the colorado state senate during his tenure and his failure to help elect a republican successor to his office in 2006 (by a huge margin) , speculation about a potential presidential bid has softened.",0.021195363918128877
127,"the f-15i is operated by the idf/af no 69 hammers squadron, which had previously been operating the f-4 phantom.","the f-15i is operated by the famous idf/af no 69 hammers squadron, which had previously been operating the f-4 phantom.",0.9534969548334766
128,"star sapphire is the name of several characters in dc comics, all connected in origin.","star sapphire is the name of several supervillainess es in dc comics, all connected in origin.",0.8874100177457646
129,"gladys rockmore davis (may 11, 1901- february 16, 1967) was an american artist who worked in both commercial and fine arts, and in later years of her career focused on creative painting.","gladys rockmore davis (may 11, 1901- february 16, 1967) was an american artist who succeeded in both commercial and fine arts, and gave up a career in advertising art to devote herself to creative painting.",0.7538617195147496
130,"since the finished product, if bottled, will produce a carbonated beverage it provides an alternative to sweet soda drinks for children and adults.","since the finished product, if bottled, will produce a nice carbonated beverage it provides a nice alternative to sweet soda drinks for children and adults alike .",0.8567532468226503
131,the dukhang or assembly hall is a three-storied building housing the temple and the 8.3&nbsp;m (27&nbsp;ft) high golden buddha.,the most fascinating part is the dukhang or assembly hall â a three-storied building housing the temple and the 8.3Â m (27Â ft) high golden buddha.,0.7333333333333333
132,"other sources described the book as ""hagiographic,"" with commentator max boot saying he would have liked to have seen ""a more objective"" portrait of petraeus presented.","other sources described the book as ""hagiographic,"" with neocon contrarian author max boot saying he would have liked to have seen ""a more objective"" portrait of petraeus presented.",0.9100564046005547
133,"it provides advisory services to businesses, nonprofit organizations, and governments, and is one of the largest management consulting firms.","it provides advisory services to businesses, nonprofit organizations, and governments, and is considered one of the most prestigious management consulting firms.",0.8768596932417696
134,"the palmarian catholic church (one holy catholic apostolic and palmarian church) is a schismatic catholic church with its own pope, peter ii.","the palmarian catholic church (one holy catholic apostolic and palmarian church) is a schismatic and heretical catholic church with its own, self-acclaimed pope, peter ii.",0.8574039191604413
135,"henry iv and his advisor, the duc de sully continued the work of reconstruction and led france into was considered a peaceful and prosperous age by 1600 .","henry iv and his advisor, the duc de sully continued the work of reconstruction and led france into a peaceful and prosperous age .",0.8620689655172413
136,"after 1992's priest=aura, peter koppes departed the band and replacment drummer jay dee daugherty found other work, the church was now down to its two remaining founders, steve kilbey and marty willson-piper who soldiered on to create the sometimes uneven sometime anywhere.","after 1992's masterpiece priest=aura, peter koppes departed the band and replacment drummer jay dee daugherty found other work, the church was now down to its two remaining founders, steve kilbey and marty willson-piper who soldiered on to create the majestic yet sometimes uneven sometime anywhere.",0.9381646735450738
137,"dana reeve died on march 6, 2006, before the film was completed.","sadly, she died on march 6, 2006, before the film was completed.",0.8107727203607354
138,positioning the deceased so that when the face or body is turned to the right side it faces mecca ( makkah) .,positioning the deceased so that when the face or body is turned to the right side it faces mecca (makkah al-mukarramah) .,0.9574533680683809
139,"they asked specifically who had written these books: according to tradition their author was moses, but these critics noticed and then wrote about what they believed to be many contradictions and inconsistencies , which in their minds made the mosaic authorship tradition less probable.","they asked specifically who had written these books: according to tradition their author was moses, but these critics noticed , and wrote about , the many contradictions and inconsistencies which made the mosaic authorship tradition improbable.",0.7659574468085106
140,this led florida state player sam cassell to say that the dean dome is not a raucous crowd.,this led florida state player sam cassell to say that the dean dome is not a raucous duke kind of crowd.,0.8539396656235351
141,these seven entities were highly leveraged and had $9Â trillion in debt or guarantee obligations; they were not subject to the same regulation as depository banks.,"these seven entities were highly leveraged and had $9Â trillion in debt or guarantee obligations , an enormous concentration of risk ; yet they were not subject to the same regulation as depository banks.",0.7855436050549208
142,"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the religious movement , children of god, also called ""the family international"".","david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the cult , children of god, also called ""the family international"".",0.9534883720930233
143,"blok metamorphosed pushkin's poem into his own ""o podvigakh, o doblestyakh, o slave..."", while mikhail glinka set the poem to music and dedicated the result to kern's daughter catherine.","aleksandr blok marvellously metamorphosed pushkin's poem into his own ""o podvigakh, o doblestyakh, o slave..."", while mikhail glinka set the poem to music and dedicated the result to kern's daughter catherine.",0.9487294800164372
144,"kjetil person siem (born september 29, 1960) is a norwegian businessman, journalist, author and sports official.","kjetil person siem (born september 29, 1960) is a norwegian corrupt businessperson, journalist, author and sports official.",0.9121283528015441
145,the term gnu/linux is used by some to refer to the linux operating system when the linux kernel is distributed with a gnu userland.,the term gnu/linux is used to refer to operating systems which distribute the linux kernel with the gnu userland.,0.68
146,he is also known for his portrayal of herbert pocket in great expectations (1946).,he is also famously known for his portrayal of herbert pocket in great expectations (1946).,0.9428731438548749
147,"the bush administration has criticized icc's lack of checks and balances, while some counter that the us administration itself has denied such checks and balances to terror suspects.","the bush administration has criticized icc's lack of checks and balances, although the us administration itself has denied such checks and balances to terror suspects.",0.8709677419354839
148,"daniel koren is a musician, comedian and director.","daniel koren is an emmy nominated, brooklyn-based musician, comedian and director.",0.6032880414320754
149,he won the mvp despite missing a third of the games.,"irwin shot a brilliant second round of 62 at pinehurst for a 15-under par opening 36-hole total of 127, which was the best in any pga tour event for over a decade.",0.05329324869323129
150,"as the u.s. government is often accused of carrying on many of the activities associated with ""rogue states"" , the term has received much criticism from those who disagree with u.s. foreign policy.","as the u.s. government remains the most active proponent of the ""rogue state"" expression while at the same time carrying on many of the activities associated with such a state , the term has received much criticism from those who disagree with u.s. foreign policy.",0.6369167205100349
151,"the akhal teke 's purity of bloodline and proven endurance has led to some of the most recent breeds, such as the nez perce horse (appaloosa x akhal-teke) and of course helped improve many existing ones through siring.","because of the purity of the ancient breed, the akhal-teke has been used for developing new breeds, most recently the nez perce horse (appaloosa x akhal-teke).",0.4523809523809524
152,"after attaining the state of clear, a person may go on to study the operating thetan levels, in which scientologists believe they remove their body thetans (souls attached to or making up the body).","after attaining the state of clear, a person may go on to study the operating thetan levels, in which one removes one's body thetans (souls attached to or making up the body).",0.8717948717948718
153,"in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bellonly one of two states douglas carried , besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge.","in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bellthe only state douglas carried besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge.",0.922077922077922
154,"swift's ministry of today and church was later reconstituted and is now run by a council including pastor jonathan williams of atlanta, ga.","swift's ministry of today and church are headed by a council of 3 men, including pastor jonathan williams of atlanta, ga. the views remain the same...violently anti-semitic!",0.49951684227383786
155,"without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016.","without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that a conservative government would so brazenly override existing commercial contracts with retrospective legislation.",0.4829986812635742
156,it primarily sells a variety of hot and cold tea-based signature drinks.,"well known in the chicago area, argo tea primarily sells a variety of hot and cold tea-based signature drinks.",0.4988612275260315
157,"the tibetan project was codenamed ""st circus"", and it was similar to both the cia operation that trained dissident cubans in what later became the bay of pigs invasion and the united states military's arming and training of the mujahideen to fight off soviet invaders .","the tibetan project was codenamed ""st circus"", and it was similar to both the cia operation that trained dissident cubans in what later became the bay of pigs invasion and the united states military's arming and training of the mujahideen to fight off commuist invaders .",0.98
158,"for 83 years, the hollow was home to the polo grounds sports stadium.","for 83 years, the hollow was home to the legendary polo grounds sports stadium.",0.9355069850316178
159,"the paratroopers were the ones to capture the wailing wall and the temple mount - a moment that is considered as ""historic"" and the ""highlight of this war"" by the majority of the israeli public, mainly due to the religious significance of these places to the jewish people.","the paratroopers were the ones to liberate the wailing wall and the temple mount - a moment that is considered as ""historic"" and the ""highlight of this war"" by the majority of the israeli public, mainly due to the sacredness of these places to the jewish people.",0.9444444444444444
160,in contrast to the current price system method.,as opposed to the current price system method.,0.7777777777777778
161,"it was met with opposition by the student body but greg watson, the principal, said that he had received positive support regarding it.","it was met with opposition by the student body but greg watson, the principal, pled ignorance to the issue and has claimed that he had received positive support regarding it.",0.7345835915791734
162,"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but is more generally referred to in ireland simply as the irish language or irish .","the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.",0.7736219785185694
163,"charter schools are another example of alternative education, which have in the recent years grown in numbers in the us and gained some importance in its public education system.","charter schools are another example of alternative education, which have in the recent years gained notorious growth in the us and gained greater importance in its public education system.",0.8709677419354839
164,"in the old testament, amraphel ( amrpel) was a king of shinar ( sumer ) in genesis xiv.1 and 9, who invaded the west along with chedorlaomer, king of elam, and others, and defeated sodom and the other cities of the plain in the battle of the vale of siddim.","amraphel ( amrpel) was , according to the religious text the old testament ( genesis xiv.1 and 9 ) , a king of shinar (sumer) who invaded the west along with chedorlaomer, king of elam, and others, and defeated sodom and the other cities of the plain in the battle of the vale of siddim.",0.8838769871388819
165,in the grand final he was unable to secure the points needed with neil kelly's widnes vikings running out victors 24-12.,sadly his trademark accuracy deserted him in the grand final and he was unable to secure the points needed with neil kelly's widnes vikings running out victors 24-12.,0.7376042638218265
166,villa maria is one of two all male dormitories on campus and hold the army rotc offices.,villa maria is the better of the two all male dormitories on campus and holds the army rotc offices.,0.7954127260572175
167,"bachmann has taken a strong opposition to the practice of abortion and has been endorsed in her runs for congress by the susan b. anthony list and minnesota citizens concerned for life; at a debate among presidential candidates in new hampshire, when asked if abortion should be allowed in cases of rape or incest, bachmann responded that she is ""100 per cent pro-life"".","bachmann has taken a strong position against murder of unborn babies and has been endorsed in her runs for congress by the susan b. anthony list and minnesota citizens concerned for life; at a debate among presidential candidates in new hampshire, when asked if abortion should be allowed in cases of rape or incest, bachmann responded that she is ""100 per cent pro-life"".",0.927536231884058
168,"clifford has three churches, an anglican church, clifford methodist church, and st. edward's catholic church, which has an interesting history.","clifford has three churches, an anglican church, clifford methodist church, and arguably the most beautiful, st. edward's catholic church, which has an extremely interesting history.",0.7939226578179512
169,"from this, diplo went from an unknown dj to taking off as a producer, landing him collaborations with artists like shakira, robyn, kid cudi, bruno mars and snoop dogg, as well as work with maluca, kid sister, die antwoord, alex claire, rolo tomassi, amanda blank, dark meat.","from this, diplo went from an unknown dj to taking off as a producer, landing him collaborations with major artists like shakira, robyn, kid cudi, bruno mars and snoop dogg, as well as work with maluca, kid sister, die antwoord, alex claire, rolo tomassi, amanda blank, dark meat and many more who all sought to incorporate diplos worldly electro instrumentations into their respective sounds .",0.7532686564546567
170,"gill has been controversial in his view of welsh people; in 1998 his descriptions of welsh people as ""dark, ugly little trolls"" in the sunday times were reported to the commission for racial equality as racist.","gill is controversial in his attitude and widely disseminated view of welsh people; for example in 1998 his descriptions of welsh people as ""dark, ugly little trolls"" in the sunday times were reported to the commission for racial equality as racist.",0.8420114720359381
171,these actions were later heavily fictionalized in the 1981 charles bronson film death hunt .,these actions were later heavily fictionalized in the 1981 charles bronson classic death hunt.,0.9333333333333333
172,"the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his statistical logic worldview to the battlefield.","the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his flawed statistical logic worldview to the battlefield.",0.9661049965255963
173,"in 2002, under strong pressure from the eu the government finally ended the disparate provisions and changed the age of consent to 17 for both hetero and homosexual acts.","in 2002, under strong pressure from the eu the government finally ended the discriminatory provisions and changed the age of consent to 17 for both heterosexual and homosexual acts.",0.9354838709677419
174,"interspersing history, travelogue and interviews, dickens in america offers insight into charles dickens' love/hate relationship with north america and presents a personal and revealing portrait of modern day usa.","interspersing history, travelogue and interviews, dickens in america offers a fascinating insight into charles dickens' love/hate relationship with north america and paints a personal and revealing portrait of modern day usa.",0.9126729116362013
175,"one of the historical famines (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices.","the largest famine ever (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices.",0.9069767441860465
176,november 26 â national assembly of azerbaijan abolishes the autonomous status of nagorno-karabakh autonomous oblast of azerbaijan and renames several cities to their azeri versions of the names.,november 26 â national assembly of azerbaijan abolishes the autonomous status of nagorno-karabakh autonomous oblast of azerbaijan and renames several cities back to their original names.,0.8620689655172413
177,"as a member of the standing committee and a president of the regional group (national front/gathering for the nord-pas-de-calais), she led an opposition facing the left-wing regional executive managed by daniel percheron.","as a member of the standing committee and the president of the regional group (national front/gathering for the nord-pas-de-calais), she led a strong and constructive opposition facing the left-wing regional executive managed by daniel percheron .",0.8944876253340643
178,"boston university school of law has approximately 150 full time students, and offers a broad selection of legal classes and seminars with a student to faculty ratio at 12:1.",boston university school of law offers one of the nation's broadest selections of legal classes and seminars (approximately 150) with a student to faculty ratio at 12:1.,0.7096774193548387
179,"in europe, avalon was selected for the cannes film festival and won awards at other european festivals: in spain, it was awarded ""best cinematography"" at the catalonian international film festival (2001), and in the united kingdom, it won the ""best film"" award at sci-fi-london (2002).","in europe, avalon was selected for the prestigious cannes film festival and won awards at other european festivals : in spain, it was awarded ""best cinematography"" at the catalonian international film festival (2001), and in the united kingdom, it won the ""best film"" award at sci-fi-london (2002).",0.9831936762627184
180,"hercules is not only a skilled fighter but exceptionally powerful in hand to hand combat, possessing a degree of superhuman strength.",hercules is an excellent hand to hand combatant and is a particularly excellent greco-roman wrestler.,0.3043478260869566
181,"in 2008, he helped joanne herring (of charlie wilsons war fame) launch the marshall plan charities, a group dedicated to winning the peace in afghanistan returning to the battlefields he shared with joanne and charlie in 1983. marshall plan charities, using private donations, redevelops small villages in afghanistan.","in 2008, he helped joanne herring (of charlie wilsons war fame) launch the marshall plan charities, a group dedicated to winning the peace in afghanistan returning to the battlefields he shared with joanne and charlie in 1983. marshall plan charities, using private donations, redevelops small villages in afghanistan that allows them to repel taliban elements and create the climate for an eventual withdrawal of u.s. armed forces .",0.7078985082774902
182,many types of aircraft are stationed here at any given time but the numbers and type of aircraft and personel are deemed classified for the safety of u. s. personnel .,many types of aircraft are stationed here at any given time but the numbers and type of aircraft and personel are deemed classified for the safety of our airmen and soldiers fighting the war on terrorism .,0.7442851277019602
183,david barton is an author and historian whose work on the church-state relationship in the united states of america has been criticized by some other historians.,david barton is an author and make-believe historian who lies about the church-state relationship in the united states of america.,0.6296296296296297
184,"the dogs were useful as ratters in the stable yard, bolters of fox for the hunt, and companions.","the game and hardy little dogs were useful as ratters in the stable yard, bolters of fox for the hunt, and loving family companions.",0.7514772930752859
185,"grossman's speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.","grossman's important speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.",0.9428731438548749
186,"this equation relates five of the most significant mathematical quantities 0, 1, Ï, e, and i by means of the basic operations of addition, multiplication, and exponentiation.","in one simple expression this identity remarkably relates five of the most significant mathematical quantities 0, 1, Ï, e, and i in an equality involving the basic operations of addition, multiplication, and exponentiation.",0.7396089109614705
187,"the mclaren f1 is often considered to be the greatest supercar, ever made.","the mclaren f1 remains the greatest supercar, ever made.",0.6666666666666666
188,"he regards israel 's consistent refusal to stop building settlements on palestinian land, in defiance of international undertakings, from camp david, to the oslo accord and the road map, as 'the most criminal enterprise in its history'.","he believes israel is consistently refusing to stop building settlements on what he regards as palestinian land, and what he believes is in defiance of international undertakings, from camp david, to the oslo accord and the road map, as 'the most criminal enterprise in its history'.",0.7545581090087321
189,the band struck a deal with the local order of radical catholic nuns to open & run the club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.,"as an all chicano group with a spanglish name finding the doors to even the alternative venues ""politely"" closed to them, they struck a deal with the local order of radical catholic nuns to open & run the legendary club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.",0.5589640985579393
190,"while muslim writers have tended to speak highly of muhammad, western tradition has at times been critical of him.","while muslim tradition tended to glorify muhammad, western tradition has at times denigrated and vilified him.",0.6190476190476191
191,"since 1991, she has owned and managed a men's clothing store in studio city, california, called armani wells.","since 1991, she has owned and managed a men's fine clothing store in studio city, california, called armani wells.",0.9574533680683809
192,thug 2 also sees the return of the classic mode .,thug 2 also sees the return of the much loved classic mode.,0.8337529180751805
193,"the harriet tubman free school â the high school program of the free school of albany was founded in 1969. htfs states that they are "" built upon principles of autonomy, respect, and personal responsibility "" .","the harriet tubman free school â the high school program of the free school of albany , founded in 1969. htfs is a democratic, non-coercive learning community built upon principles of autonomy, respect, and personal responsibility.",0.799741467657971
194,"in 2010, as host of q&a, jones apologised to former prime minister john howard after a man threw his shoes at the howard in protest against the iraq war.","in 2010, as host of q&a, jones apologised to former prime minister john howard after a man threw his shoes at the howard in protest against the lies and killings involved in the iraq war.",0.8382234324229999
195,the nac appropriated a quote from scholar charles murray and added their commentary so as to appropriate the quote for their purposes.,the nac appropriated a quote from racist scholar charles murray and added their commentary so as to appropriate the quote for their purposes.,0.9574533680683809
196,the number of civilians killed were as high as 166 (palliyagodella massacre).,number of civilians massacred in some incidents are as high as 166 (palliyagodella massacre).,0.700138655234358
197,"a draft evader is a term that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means.","a draft dodger is a term , usually pejorative, that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means.",0.904654019458903
198,"in the two years after the 2001 election the howard government continued its policies on national security and ""border protection"" issues, while seeking to further its agenda of social policies associated with a conservative viewpoint and pro-business economic reforms.","in the two years after the 2001 election the howard government continued its tough line on national security and ""border protection"" issues, while seeking to further its agenda of conservative social policies and pro-business economic reforms.",0.8837209302325582
199,"according to andrea gerlins wall street journal article, a matter of degree: how a jury decided that a coffee spill is worth $2.9 million, sept. 1, 1994, p. a1, members of the jury learned at the trial that, 180-degree super-heated coffee like that mcdonalds served, may produce third-degree burns (where skin grafting is necessary) in about 12 to 15 seconds (as a reference, the boiling point of water is 212 degrees fahrenheit).","according to andrea gerlins excellent wall street journal article, a matter of degree: how a jury decided that a coffee spill is worth $2.9 million, sept. 1, 1994, p. a1, members of the jury learned at the trial that, 180-degree super-heated coffee like that mcdonalds served, may produce third-degree burns (where skin grafting is necessary) in about 12 to 15 seconds (as a reference, the boiling point of water is 212 degrees fahrenheit).",0.9885715536772978
200,"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the german government in order to separate the region from germany and join poland, which had been reestablished following world war i (1914-1918).","the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the occupying german forces in order to liberate the region and join to poland, which had regained her independence after the world war i (1914-1918).",0.8193076612807222
201,arafat's widow suha arafat said on dubai television in december 2012 that her husband had planned the uprising.,arafat's widow suha arafat settled the issue in december 2012 by admitting on dubai television that her husband had planned the uprising.,0.7777942154240828
202,"in rural india and several other countries, dowry is acknowledged to be a contributing factor to female infanticide.","unfortunately, in rural india and several other countries, dowry is generally acknowledged to be a contributing factor to female infanticide.",0.8607079764250579
203,rpÂ =Â received pronunciation of british accent under which english royalty is trained .,rpÂ =Â received pronunciation of perceived british accent (kings english) .,0.6428571428571429
204,"microsoft has talked about the idea of ""delighters"" - updates that will be regularly rolled out over time to extend the platform 's functionality .","microsoft has talked about the idea of ""delighters"" - updates that will be regularly rolled out over time to extend the platform in unique and interesting ways .",0.8285549229762682
205,"sometimes referred to as the ""queen of pop"", she is noted for her music videos, elaborately mounted stage performances, and use of political, sexual, and religious themes and imagery in her work.","commonly referred to as the ""queen of pop"", she is noted for her innovative music videos, elaborately mounted stage performances, and use of political, sexual, and religious themes and imagery in her work.",0.9509271642276244
206,the name sea of japan was standardized in 1919 by the international hydrographic bureau.,"towards the end of the 19th century sea of japan appears increasingly, and was standardized 1919 by the international hydrographic bureau.",0.5084267235753608
207,"due to the huge distance between us (approximately 7000 light years), the pillars of creation may already be gone, and instead a stellar star nursery could have taken their place.","due to the huge distance between us (approximately 7000 light years), the indescribably beautiful pillars of creation may already be gone, and instead a stellar star nursery could have taken its place.",0.9174745902235878
208,"in his paper on the tawny cleanch ( 1858 ) , wallace remarked that :","wallace pointed out , in a largely overlooked passage of his famous 1858 paper that:",0.4989370586835295
209,"founded in 1821, mcgill is one of the largest and most reputable universities in canada.","founded in 1821, mcgill is considered to be the best university in canada.",0.5882352941176471
210,"panzerkorps, the fbb saw action against the us army 101st airborne division at bastogne.","panzerkorps, the fbb saw action against the elite us army 101st airborne division at bastogne.",0.9394130628134758
211,this was followed by the tiananmen square massacre in 1989.,"however; after the tiananmen square massacre in 1989, he was removed from the drafting committee.",0.38488243018185475
212,barry attended university high school in san diego where he began surfing and graduated from usc.,barry attended university high school in san diego where he began surfing and graduated from baseball juggernaut usc.,0.8890097654027757
213,"the kfir entered service with the iaf in 1975, the first units being assigned to the 101st ""first fighter"" squadron.","the kfir entered service with the iaf in 1975, the first units being assigned to the renowned 101st ""first fighter"" squadron.",0.9591894571091382
214,"hilary du pr was born in woking, surrey, the eldest child of an family headed by an accountant father and a pianist mother.","hilary du pr was born in woking, surrey, the eldest child of an upper middle-class, cultured family headed by an accountant father and a pianist mother.",0.8574039191604413
215,"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing one family values advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.","in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- heterosexual advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.",0.9332007774696988
216,the content on +972 magazine represents a point of view that is pro-palestinian and critical of israeli government policy .,the content on +972 magazine represents a point of view that is pro-palestinian and on the far left of the israeli political spectrum .,0.6959211401162846
217,production of this aircraft has now ended.,production of this extremely successful plane has now ended.,0.6814506851874793
218,"however, the american akita is seen by some american breeders as being a different breed than the japanese and these breeders advocate a splitting of the one breed into two.","however, the american akita is acknowledged by many knowledgeable american breeders as being a different breed than the japanese and these breeders advocate a splitting of the one breed into two.",0.9086561573215726
219,the same team also found out that the bedouin nomads of the middle east have ancestry from relatively distant populations such as europe ans south asia .,the same team also found out that the fierce and proud bedouin nomads of the middle east actually have some european and south asian blood.,0.6296296296296297
220,"hank hanegraaff is still president of the christian research institute, which had been located in rancho santa margarita, california.","hank hanegraaff is still (sigh) president of the christian research institute, which had been located in rancho santa margarita, california.",0.8725252928694237
221,"Conversely , the invasive green crab, carcinus maenas, can enhance bottom up control by facilitating the recovery of salt marsh ecosystems.","interestingly, the invasive green crab, carcinus maenas, can turn off top down control by facilitating the recovery of salt marsh ecosystems.",0.7993245475909485
222,"three days later, ras kass released a scathing diss record called ""hush little baby"" which hinges on various veritably factual details from the game's past and is available in mp3 format from raskass-central.com.","three days later, ras kass dropped a lyrically unloaded, but scathing diss record called ""hush little baby"" which hinges on various veritably factual details from the game's past and is available in mp3 format from raskass-central.com.",0.8764011097719365
223,"the older social programs and policies were still supported, however; the fraternity turned its attention to new social issues .","the older social programs and policies were still supported, however; the fraternity turned its attention to the new phases of need for humanity .",0.757957198250164
224,"as a result of the big ten 's scheduling machinations , michigan and minnesota will not play in 2009 or 2010, the first break in the series since 1999.","as a result of a big ten scheduling anomaly , michigan and minnesota will not play in 2009 or 2010, the first break in the series since 1999.",0.9032258064516129
225,"com news on africa, updated regularly.","com news on africa, updated by the minute",0.6618726769384466
226,"in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's desire for american involvement in world war ii during a period in which the soviet union maintained a non-aggression pact with germany.","in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's intention for american involvement in world war ii at a time when the soviet union supported germany.",0.8076923076923077
227,"israel is currently also embroiled in an ongoing conflict with palestinians in the territories controlled since the six day war in 1967, despite the signing of the oslo accords on september 13 1993, and the ongoing efforts of israeli, palestinian and global peacemakers.","israel is currently also embroiled in an ongoing conflict with palestinians in the occupied territories controlled since the six day war in 1967, despite the signing of the oslo accords on september 13 1993, and the ongoing efforts of israeli, palestinian and global peacemakers.",0.97894815422497
228,"a paper by lydiard h. horton, read in 1915 at a joint meeting of the american psychological association and the new york academy of sciences, called freud's dream theory ""dangerously inaccurate"" and noted that ""rank confabulations...appear to hold water, psychoanalytically"" .","a paper by lydiard h. horton, read in 1915 at a joint meeting of the american psychological association and the new york academy of sciences, called freud's dream theory ""dangerously inaccurate"" and noted that ""rank confabulations...appear to hold water, psychoanalytically"" .",1.0
