True Neutral Text,Predicted Neutral Text,wmd
"over the next few years, the nutrition foundation funded and designed several small studies , each concluding that the diet produced little effect.",No neutral text provided,0.3075883178823973
"robert silverberg (born january 15, 1935) is a american author, best known for writing science fiction.",No neutral text provided,0.5310950451252814
spiegel worked briefly in hollywood in 1927 following a stint serving with hashomer hatzair in palestine.,No neutral text provided,0.5038453294354875
"congressman dick zimmer stated, ""i believe he is exactly the kind of predator that the legislature had in mind when it enacted the death penalty.""","Congressman Dick Zimmer stated, ""I believe he is exactly the kind of predator that the legislature had in mind when it enacted the death penalty.""",0.04045671246274695
protests at the pipeline site in north dakota began in the summer of 2016 and drew indigenous people from throughout north america as well as other supporters.,protests at the pipeline site in North Dakota began in the summer of 2016 and attracted indigenous people from throughout North America as well as other supporters.,0.06353412782893511
"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched , most in various states of disrepair.",No neutral text provided,0.41799614872345525
"it was founded by a 12 people , most notably sheldon adelson, who donated almost all of its initial funding.",No neutral text provided,0.45778047941833966
the united bermuda party (ubp) is a political party in bermuda.,the united bermuda party (ubp) is a centrist political party in Bermuda.,0.09733067394956313
"2012 also saw cwnn contribute the opening track to a remix album from the german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.",No neutral text provided,0.43446078271485966
"another myth is that marriage on april fools' day is not a good idea for a man, for he will be permanently ruled by his wife.",Marriage on April Fools' Day may come with challenges like any other day of the year.,0.22596848411449463
"supporters also state that under mao's regime, china ended its ""century of humiliation"" from foreign interference and regained its status as major world power.",No neutral text provided,0.3540908232110488
"careful marketing promoted the clothing as understated, sexy, classic casual wear.",No neutral text provided,0.38086214516848005
"an independent political action committee not affiliated with the bush campaign , the national security political action committee , aired an ad entitled ""weekend passes"" which used a mug shot image of horton, who is african american.","an independent political action committee not affiliated with the bush campaign, the National Security PAC, aired an ad entitled ""Weekend Passes"" which used a mug shot image of Horton, who is African American.",0.0962025183924433
the israeli army also heavily targeted plo positions in south lebanon without success in supressing palestinian rocket launchers and guns.,the Israeli army targeted PLO positions in south Lebanon without fully silencing Palestinian rocket launchers and guns.,0.12873916792842116
robert gabriel mugabe kcb (born 21 february 1924) is the president of zimbabwe.,No neutral text provided,0.5203900534592418
he began his career as a local dj under the moniker pauly d. one of his professional idols is dj am.,he began his career as a local DJ under the stage name Pauly D. One of his professional inspirations is the late DJ AM.,0.22249920895645386
"when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer.","when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer.",0.0
"it was at this meeting that the home secretary volunteered to speak at the met bpa annual general meeting, an offer which was accepted by the chairman, paul wilson.","it was at this meeting that the home secretary volunteered to speak at the met bpa annual general meeting, an offer which was accepted by the chairman, paul wilson.",0.0
"since 2009, bakrie serves as the chairman of the golkar party and is running to become its nominee for the indonesian presidential election, 2014.","since 2009, bakrie has been serving as the chairman of the Golkar party and is considered a potential nominee for the Indonesian presidential election in 2014.",0.06784381665235158
"since adam's departure, brian has not returned to the show, with the exception of a couple of call-ins to the live show .","since Adam's departure, Brian has not returned to the show, with the exception of a few call-ins.",0.10027688656519206
lostprophets disbanded in 2013 after watkins was charged with extremely serious child sex offences in late 2012. after a highly publicized series of events watkins eventually decided to plead guilty.,No neutral text provided,0.40711311582601123
"o'reilly stated ""in malmedy, as you know, us forces captured ss forces who had their hands in the air and they were unarmed and they shot them down.","""O'Reilly made a clearer statement of fact when he said, 'In Malmedy, as you know, US forces captured SS forces who had their hands in the air and they were unarmed, and they shot them down.'",0.1150442972571446
"shirley maclaine (born april 24, 1934) is an american film and theater actress, well-known not only for her acting, but also now for her beliefs in new age spirituality and reincarnation.",No neutral text provided,0.4787262726123673
"being the original, manic panic hair color remains the leader in ""fashion"" hair colors, boasting 48 shades of classic hair color, 24 shades of amplified color, 11 colors of dye hard styling gel, 3 volumes of bleach, 48 shades of lipstick, 32 eye colors, spectacular glitters, lashes, nail polishes, powders, foundations, and a professional line.","""Manic Panic hair color offers a wide range of hair colors, styling products, makeup, and professional line for customers to choose from.""",0.19203972556930438
the suite bergamasque is one of the most famous piano suites of claude debussy.,No neutral text provided,0.4714509176856026
"the war on drugs is a prohibition campaign undertaken by the united states government with the assistance of participating countries, intended to reduce the illegal drug tradeto curb supply and diminish demand for specific psychoactive substances deemed immoral, harmful, dangerous, or undesirable.",No neutral text provided,0.3783930599136035
"his allies at the wall street journal have called pipes ""an authoritative commentator on the middle east.",No neutral text provided,0.32727967859516255
"although the winning movie never won the best movie award, it was recognized as bollywood's most significant movie of the last fifty years .",No neutral text provided,0.4434643243572452
"counter-missionary organizations respond to the efforts of evangelical christians who target jews for conversion via personal counseling, web sites with articles addressing often used missionary tactics and discussion forums where jews who have questions about the differences between judaism and other religions can be answered.","counter-missionary organizations respond to the efforts of evangelical Christians who aim to engage with individuals from the Jewish community for religious discussions and information sharing through personal counseling, websites with articles addressing missionary tactics, and discussion forums to address questions about the differences between Judaism and other religions.",0.10207448312732256
"the staff at variety liked the work of the young cast and forsyth's direction, and wrote, ""filmmaker bill forsyth, whose friendly, unmalicious approach recalls that of rene clair, is concerned with young students (in particular, a soccer team goalie, gregory) seeking out the opposite sex...as gregory, john gordon sinclair is adept at physical comedy.","the staff at Variety positively reviewed the work of the young cast and Bill Forsyth's directing, noting, ""Filmmaker Bill Forsyth, known for his friendly and unmalicious approach reminiscent of Rene Clair, depicts the story of young students, with a focus on a soccer team goalie named Gregory, as they explore relationships with the opposite sex. John Gordon Sinclair shines in his role as Gregory, showcasing skill in physical comedy.",0.10151907573412446
"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese .",No neutral text provided,0.3804022266808819
"the salvation army's fundraising shops in the united kingdom participate in the uk government's work programme, a welfare-to-work programme where benefit claimants work 20 to 40 hours per week over periods that can be as long as 6 months.","The Salvation Army's fundraising shops in the United Kingdom take part in the UK government's work programme, in which benefit claimants are required to work 20 to 40 hours per week without compensation for periods that can last up to 6 months.",0.11408345577449835
"there is a recreational park in pudsey; features include pets corner, aquarium, bird houses, tropical greenhouse and a large play area for children.","there is a recreational park in Pudsey that includes Pets Corner, an aquarium, bird houses, a tropical greenhouse, and a large play area for children.",0.07153466116247938
"in contrast to his on stage personality, reznor is often credited to be shy, soft spoken and reclusive .",No neutral text provided,0.3818707636255288
"indeed, garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.",No neutral text provided,0.38032036820471476
bulgarian linguistics and dialectology consider all slavic dialects spoken in the geographical regions of macedonia (region) and thrace to be dialects of bulgarian.,No neutral text provided,0.45380236368567545
"there were tremendous alleged corruption and discrepancies in the malaysian election system that allegedly heavily favour on the ruling political party, barisan national.","there were alleged cases of corruption and discrepancies in the Malaysian election system that reportedly favored the ruling political party, Barisan National.",0.10090760711256593
"president george w. bush announces a surge of 20,000 more troops to fight in the war in iraq in a televised speech .",No neutral text provided,0.4048167946751401
the united kingdom was the first eu country with a taco bell.,The United Kingdom was one of the first European countries to have a Taco Bell.,0.2778201439095076
april 17 - sun myung moon claims to have a revelation from jesus telling him to complete his mission from almost 2000 years ago.,No neutral text provided,0.5001140308694628
bill roper is a video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.,No neutral text provided,0.3490836650835132
it is a pre-eminent british public school and is widely considered to be one of the most famous schools in the world.,it is a well-known British public school and is widely recognized for its reputation.,0.1945603135851433
the westminster abbey museum is located in the 11th century vaulted undercroft of st peter beneath the former monks' dormitory in westminster abbey.,The Westminster Abbey Museum is situated in the 11th-century vaulted undercroft of St. Peter beneath the former monks' dormitory in Westminster Abbey.,0.0928019585821611
"earthlings is a documentary about mankind's dependence on animals for pets, food, clothing, entertainment, and use in experimentation.","earthlings is a documentary that includes images intended to illustrate mankind's relationship with animals for pets, food, clothing, entertainment, and use in experimentation.",0.12355463495516214
he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local ruler ali pasha.,No neutral text provided,0.39856117427503757
japan also does not recognise the australian claim to australian antarctic territorial waters in which japanese ships conduct whaling.,"Japan also does not recognize the Australian claim to Australian Antarctic territorial waters, in which Japanese ships conduct whaling.",0.07272970018143135
"monica hesse of the washington post wrote that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.",No neutral text provided,0.4400752946251701
"shuttleworth claimed to be the first african in space, but some point out that patrick baudry - a french astronaut who was in space before shuttleworth - was born in cameroon .","shuttleworth claimed to be one of the first Africans in space, but it is noted that Patrick Baudry, a French astronaut with Cameroonian descent, also holds that achievement.",0.14085899625575654
"in march 2009 , bolthouse vox announced a joint venture with wolfgang puck catering through which all bolthouse vox events will be catered by wolfgang puck.","In March 2009, Bolthouse Vox announced a joint venture and alliance with Wolfgang Puck Catering, where all Bolthouse Vox events would be catered exclusively by Wolfgang Puck.",0.17892990612330262
"rodney glen king (born april 2, 1965) is an american best known for his involvement in a police brutality case involving the los angeles police department (lapd) on march 3, 1991. a bystander, george holliday, videotaped much of the incident from a distance.",No neutral text provided,0.42397951884600493
"gladys rockmore davis (may 11, 1901- february 16, 1967) was an american artist who worked in both commercial and fine arts, and gave up a career in advertising art to work in creative painting.",No neutral text provided,0.4826170607150099
"since the finished product, if bottled, will produce a carbonated beverage , it provides a alternative to sweet soda drinks for children and adults.",No neutral text provided,0.2943549790489777
"other sources described the book as ""hagiographic,"" with author max boot saying he would have liked to have seen ""a more objective"" portrait of petraeus presented.",No neutral text provided,0.35012831473196704
"loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias may also discourage use of public transport.",No neutral text provided,0.42712596753750515
"tuallg in the south became what is now south ossetia, part of the historical georgian principality of samachablo .",No neutral text provided,0.4597530435488954
"the palmarian catholic church (one holy catholic apostolic and palmarian church) is a schismatic catholic church with its own, self-acclaimed pope, peter ii.",No neutral text provided,0.5131059384274639
she became known throughout the united states when she committed suicide after constant bullying from classmates.,she gained national attention when she took her own life following persistent bullying from classmates.,0.22230931476493418
"henry iv and his advisor, the duc de sully continued the work of reconstruction and led france.","Henry IV and his advisor, the Duc de Sully continued the work of reconstruction in France.",0.12522680920041465
corba supports several features which it claims that no other single technology brings in one package.,corba supports several features which it claims that no other single technology brings in one package.,0.0
"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the religious movement , children of god, also called ""the family international"".",No neutral text provided,0.3858072627285712
"following the 1993 federal election in which the liberals regained power from the progressive conservatives after almost a decade in opposition, tobin was appointed minister of fisheries and oceans.","following the 1993 federal election, Tobin was appointed minister of fisheries and oceans for his loyalty to Chretien.",0.13533164763205263
"however, he has also stated that the purpose of his repeated incarnations is to continue unfinished work and, as such, if the situation in tibet remains unchanged, it is very likely that he will be reborn to finish his work .",No neutral text provided,0.42372208323162397
"kjetil person siem (born september 29, 1960) is a norwegian businessperson, journalist, author and sports official.",No neutral text provided,0.4593660268916692
"the bush administration has criticized icc's lack of checks and balances, while some counter that the us administration itself has denied such checks and balances to terror suspects.",No neutral text provided,0.47880530241969343
"daniel koren is a brooklyn-based musician, comedian and director.","daniel koren is a musician, comedian and director based in Brooklyn.",0.053647211281128614
"irwin shot a second round of 62 at pinehurst for a 15-under par opening 36-hole total of 127, which was the best in any pga tour event for over a decade.","Irwin shot a second round of 62 at Pinehurst for a 15-under par opening 36-hole total of 127, which was the best in any PGA Tour event for over a decade.",0.06203706326017055
"after attaining the state of clear, a person may go on to study the operating thetan levels, in which scientologists allegedly remove their body thetans (souls attached to or making up the body).",No neutral text provided,0.34989813524256386
"swift's ministry of today and church was later reconstituted and is now run by a council including pastor jonathan williams of atlanta, ga.",No neutral text provided,0.4831262820919204
it primarily sells a variety of hot and cold tea-based signature drinks.,No neutral text provided,0.3886661929637507
"jimmy ""jimbo"" wales (born 1966), founder of wikipedia and chairperson emeritus of wikipedia's board of trustees","jimmy wales (born 1966), a co-founder of Wikipedia and chairperson emeritus of Wikipedia's board of trustees.",0.0655628130559853
"prior to his renunciation of citizenship, black and his supporters had argued that this strict interpretation of the nickle resolution by canadian prime minister jean chrtien was payback for black's past verbal sparrings with chretien and his political opinions.",No neutral text provided,0.4455626763386182
the kia rio is a subcompact car produced by the south korean manufacturer kia since august 2000 and now in its fourth generation.,the kia rio is a subcompact car produced by the South Korean manufacturer Kia since August 2000 and is now in its fourth generation.,0.05938607520529909
"the paratroopers were the ones to capture the wailing wall and the temple mount - a moment that is considered as ""historic"" and the ""highlight of this war"" by the majority of the israeli public, mainly due to the sacredness of these places to the jewish people.",No neutral text provided,0.3574702034058249
"it was met with opposition by the student body but greg watson, the principal, pled ignorance to the issue and has stated that he had received positive support regarding it.",No neutral text provided,0.3495156990189369
"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but is more generally referred to in ireland simply as the irish language or simply irish are preferred.",No neutral text provided,0.45454712743243136
hin the grand final he was unable to secure the points needed with neil kelly's widnes vikings running out victors 24-12.,No neutral text provided,0.45562886782386575
"bachmann has taken a strong opposition to the legalization of abortion and has been endorsed in her runs for congress by the susan b. anthony list and minnesota citizens concerned for life; at a debate among presidential candidates in new hampshire, when asked if abortion should be allowed in cases of rape or incest, bachmann responded that she is ""100 per cent pro-life"".",No neutral text provided,0.4212576569485138
"gill has been controversial in his view of welsh people; in 1998 his descriptions of welsh people as ""dark, ugly little trolls"" in the sunday times were reported to the commission for racial equality as racist.",No neutral text provided,0.42069868894205453
"in summary myllykoski wrote ""the authenticity and significance of the ossuary has been defended by shanks (2003), while other scholars argue this is a modern forgery.""",No neutral text provided,0.4904433537155531
"one of the largest historical famines (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices.","one of the largest historical famines (proportional to the affected population) was the Irish Potato Famine, which began in 1845. During this period, food was shipped from Ireland to England because the English could afford to pay higher prices.",0.05476901936501391
"not a penny more, not a penny less was jeffrey archer's first novel, first published in 1976. it was said to have been inspired by archer's real-life experience of near-bankruptcy.","not a penny more, not a penny less was Jeffrey Archer's first novel, first published in 1976. It is considered one of his notable works.",0.1468284597550337
"as a member of the standing committee and a president of the regional group (national front/gathering for the nord-pas-de-calais), she led a resolute opposition facing the left-wing regional executive managed by daniel percheron.","as a member of the standing committee and president of the regional group (national front/gathering for the nord-pas-de-calais), she led an opposition facing the left-wing regional executive managed by Daniel Percheron.",0.03791331483746904
"paiement attacked swedish player lars-erik ericsson (who received a stick in the eye), as well as russian players sjadrin, jakusjev and babinov (who were all knocked unconscious).","His attacks on Swedish player Lars-Erik Ericsson (who received a stick in the eye), as well as Russian players Sjadrin, Jakusjev, and Babinov (who were all knocked unconscious) should have led to his indefinite suspension.",0.13059858376047268
boston university school of law offers a broad selection of legal classes and seminars (approximately 150) with a student to faculty ratio at 12:1.,No neutral text provided,0.43764702733638894
many types of aircraft are stationed here at any given time but the numbers and type of aircraft and personel are deemed classified for the safety of the personnel assigned there .,No neutral text provided,0.3823137034475385
david barton is an author and historian who talks about the church-state relationship in the united states of america.,david barton is an author and historian who writes about the church-state relationship in the united states of america.,0.042568243653191756
"the dogs were useful as ratters in the stable yard, bolters of fox for the hunt, and family companions.","the game and hardy little dogs were useful as ratters in the stable yard, bolters of fox for the hunt, and family companions.",0.06286315849678804
"the mclaren f1 is considered by many to still be the greatest supercar, ever made.",No neutral text provided,0.394795286197556
"he regards israel 's consistent refusal to stop building settlements on palestinian land, in defiance of international undertakings, from camp david, to the oslo accord and the road map, as 'the most criminal enterprise in its history'.","he believes Israel is continuing to build settlements on what he considers Palestinian land, in violation of international agreements such as the Camp David Accords, the Oslo Accord, and the Road Map.",0.14979087598264051
"while muslim writers have tended to speak highly muhammad, western tradition has at times been critical of him.","While Muslim tradition tends to praise Muhammad, Western tradition has at times portrayed him negatively.",0.1831209530222772
thug 2 also sees the return of the classic mode .,No neutral text provided,0.4395969208063819
"the league of the south has been described as racist, a charge the league denies.","the league of the south has been accused of being racist, a charge the league denies.",0.08772373729153772
"despite their common religion of islam, the ethnic and linguistic gulf between the two wings, compounded by an apathetic government based in west pakistan, resulted in the independence of bangladesh in 1971 after the bloody bangladesh liberation war, in which it was supported by india.","Despite their common religion of Islam, the ethnic and linguistic differences between the two wings, compounded by a perceived lack of support from the government based in West Pakistan, led to the independence of Bangladesh in 1971 after the Bangladesh Liberation War, during which it received support from India.",0.120953312734099
"in 2010, as host of q&a, jones apologized to former prime minister john howard after a man threw his shoes at the howard in protest against the iraq war.",No neutral text provided,0.44728585831478934
"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the german government in order to separate the region from germany and join poland, which had been established following world war i (1914-1918).",No neutral text provided,0.3983675582056832
arafat's widow suha arafat reportedly said on dubai television in december 2012 that her husband had planned the uprising.,No neutral text provided,0.3852278767654362
"the razzie awards declared shining through the worst picture of 1992, with melanie griffith being voted worst actress and david seltzer for worst director.",No neutral text provided,0.4042372325733883
"microsoft has talked about the idea of ""delighters"" - updates that will be regularly rolled out over time to extend the platform 's functionality .",No neutral text provided,0.31698891686214636
"sometimes referred to as the ""queen of pop"", she is noted for her innovative music videos, elaborately mounted stage performances, and use of political, sexual, and religious themes and imagery in her work.","She is known for her innovative music videos, elaborately mounted stage performances, and use of political, sexual, and religious themes and imagery in her work.",0.10290219605874013
"judy garland (born frances ethel gumm; june 10, 1922 – june 22, 1969) was an oscar-nominated american film actress, considered by many to be one of the greatest singing stars of hollywood's golden era of musical film, best known for her role as dorothy gale from the wizard of oz.",No neutral text provided,0.4667745096838495
"when a leader is free to speak, trade and travel, but doesn't allow his or her people the same freedoms, the leader is breaking the rule.","when a leader is free to speak, trade, and travel, but does not allow their people the same freedoms, they are breaking the rule.",0.05008316664596446
the history of kke is an integral part of modern greek history.,"""The history of KKE is regarded as a significant aspect of modern Greek history.""",0.2280329025561739
"founded in 1821, mcgill is considered to be one of the best universities in canada.","founded in 1821, McGill is considered to be a prestigious university in Canada.",0.16622343686703894
"the kfir entered service with the iaf in 1975, the first units being assigned to the 101st ""first fighter"" squadron.","the kfir entered service with the iaf in 1975, the first units being assigned to the 101st squadron.",0.056478394730386544
"hilary du pr was born in woking, surrey, the eldest child of an upper middle-class, family headed by an accountant father and a pianist mother.","hilary du pr was born in woking, surrey, and was the eldest child in a family with an accountant father and a pianist mother.",0.12057698883853347
"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- family advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.",No neutral text provided,0.36579801006948326
