True Neutral Text,Predicted Neutral Text,wmd
"congressman dick zimmer stated, ""i believe he is exactly the kind of predator that the legislature had in mind when it enacted the death penalty.""","congressman dick zimmer stated, ""i believe he is exactly the kind of predator that the legislature had in mind when it enacted the death penalty.""",0.0
"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched , most in various states of disrepair.","some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - in various states of disrepair.",0.02218894632754557
"it was founded by a 12 people , most notably sheldon adelson, who donated almost all of its initial funding.","it was founded by a 12 conservatives of immense wealth , most notably sheldon adelson, who donated almost all of its initial funding.",0.10850629427981176
"2012 also saw cwnn contribute the opening track to a remix album from the german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.","2012 also saw cwnn contribute the opening track to a remix album from the german band s.y.p.h., which features ex-captain beefheart guitarist gary lucas and rambo amadeus, amongst others.",0.0
"lt. colonel gopakumar pallikalathu, ma,mba,pgdm - a serving indian army officer : an army officer who travelled throughout india and an active participant in curbing the terrorism in jammu and kashmir.",a serving indian army officer who travelled throughout india and an active participant in curbing the terrorism in jammu and kashmir.,0.11861456128172063
"on 12 may 2007, at the party's first ard fheis, its members voted to become a fully-fledged political party , and at its 2009 ard fheis passed a motion to register as a political party in ireland .","on 12 may 2007, at the party's first ard fheis, its members voted to become a fully-fledged political party , and at its 2009 ard fheis passed a motion to "" register irg as a political party with the relevant authority within the twenty-six counties"" .",0.10172639577559917
"this situation had forced the show's creator, irna phillips to quit the show.","this situation had forced the show's creator, irna phillips to quit the show.",0.0
"with a number of exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","with a few exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.",0.01700808349330378
"the trail continues along the ridge, affording views of the surrounding palouse country before dropping back into the forest.","the trail continues along the ridge, affording extensive views of the surrounding palouse country before dropping back into the forest.",0.05108987777937234
"another myth is that marriage on april fools' day is not a good idea for a man, for he will be permanently ruled by his wife.","another myth is that marriage on april fools' day is not a good idea for a man, for he will be permanently ruled by his wife.",0.0
"careful marketing promoted the clothing as understated, sexy, classic casual wear.","careful marketing made the brand known for understated, sexy, classic casual wear.",0.14572691056794687
the new testament or the greek scriptures is the name given to the part of the christian bible that was written after the birth of jesus christ.,"the practice of using bc and ad was first proposed in the 6th century by dionysius exiguus, in the christian church but the days themselves were changed at some point after six hundred years later.",0.21772817764314606
"independent schools, as compared with maintained schools, are generally characterised by more individual teaching; much better pupil-teacher ratios at around 9:1. ; longer teaching hours (sometimes including saturday morning teaching) and homework, though shorter terms; more time for organised sports and extra-curricular activities; more emphasis on traditional academic subjects such as maths, classics and modern languages; a broader view of education than that prescribed by the national curriculum, to which state school education is in practice limited; more emphasis on achievement, whether academic, sporting, musical, dramatic, artistic, or otherwise; and historical buildings and school traditions.",the only thing that can be considered definitely better in independent schools is the fact that they have more individual teaching by better teachers; much better pupil-teacher ratios at around 9:1.,0.20846832734215007
robert gabriel mugabe kcb (born 21 february 1924) is the president of zimbabwe.,robert gabriel mugabe kcb (born 21 february 1924) is the current president of zimbabwe.,0.06219961144960559
"buffalo dreams film festival was founded by chris scioli and gregory lamberson, an award winning author and filmmaker.","bufflo dreams was founded by chris scioli and gregory lamberson, an award winning author and filmmaker.",0.07509620407953735
the new discovery of rnai has some promise in treating als.,the new discovery of rnai has some promise in treating als.,0.0
the u.s. government is at risk of representing of the rich and powerful rather than the interests of the majority of citizens .,the u.s. government is at risk of representing of the rich and powerful rather than the interests of the majority of citizens .,0.0
thompson later served as health and human services secretary under president george w. bush.,thompson later served as health and human services secretary under president george w. bush.,0.0
"and tonight that is a privilege we share with newly-elected leaders of afghanistan, the palestinian territories, ukraine, and a free and sovereign iraq,"" a reference to the first truly democratic elections that took place in the respective nations.","and tonight that is a privilege we share with newly-elected leaders of afghanistan, the palestinian territories, ukraine, and a free and sovereign iraq,"" a reference to the first democratic elections that took place in the respective nations.",0.02043765868400098
"since 2009, bakrie serves as the chairman of the golkar party and is running to become its nominee for the indonesian presidential election, 2014.","since 2009, bakrie serves as the chairman of the golkar party and is a candidate for the indonesian presidential election, 2014.",0.0868161251351736
list of gaza flotilla participants,list of gaza flotilla partisans,0.13011707455954274
"his role has been controversial, and some balkan media sources have made allegations of improper conduct against him.","his role has been controversial, and some media sources have made allegations of improper conduct against him.",0.04212302516837515
lostprophets disbanded in 2013 after watkins was charged with extremely serious child sex offences in late 2012. after a highly publicized series of events watkins eventually decided to plead guilty.,lostprophets disbanded in 2013 after watkins was charged with extremely serious child sex offences in late 2012. after a highly publicized series of events watkins eventually pleaded guilty.,0.025582039738354205
"during this time assisting fugitive slaves was illegal even in the north, and morally unacceptable to most southern white communities.","during this time assisting fugitive slaves was illegal even in the north, and often unacceptable to most white communities.",0.06450724919891931
"since faster-than-light signaling is impossible according to the special theory of relativity, any doubts about entanglement due to such a loophole have reduced to effectively zero .","since faster-than-light signaling is impossible according to the special theory of relativity, any doubts about entanglement due to such a loophole are thereby removed .",0.05180098437624098
"hitchcock collected these bones under the name megadactylus in 1865. however , the name was already in use, and paleontologist othniel charles marsh renamed it anchisaurus in 1885. remains thought to belong to this genus were found in south africa and china, adding to the theory that these land masses were at the time joined in one super-continent, pangaea, but these assignments have been contentious (gyposaurus).","hitchcock collected these bones under the name megadactylus in 1865. however , the name was in use, and the paleontologist othniel charles marsh renamed it anchisaurus in 1885. remains thought to belong to this genus were found in south africa and china, adding to the theory that these land masses were at the time joined in one super-continent, pangaea, but these assignments have been contentious (gyposaurus).",0.01201877770220405
a christmas carol (1949) a 30-minute filmed television adaptation starred taylor holmes as scrooge with vincent price as the on-screen narrator.,a christmas carol (1949) a 30-minute filmed television adaptation starred taylor holmes as scrooge with vincent price as the on-screen narrator.,0.0
the 2004 champ car world series season was an improved season with new sponsors american medical response and yoke tv.,the 2004 champ car world series season saw new sponsors american medical response and yoke tv.,0.05782285365723323
"the former is generally taken in year 12 , year 13 in northern ireland ( also known as ""lower sixth"" in sixth form parlance) and the latter is generally taken in year 13 (year 14 in northern ireland) ( ""upper sixth"" ) .","the former is generally taken in year 12 ( year 13 in northern ireland ) also known as ""lower sixth"" and the latter is generally taken in year 13 (year 14 in northern ireland) which is also known as ""upper sixth"".",0.0534379923488261
the armilla patrol was established to ensure the safety of british shipping in the persian gulf and is also responsible for maintaining a british presence in the region.,the armilla patrol was established to ensure the safety of british shipping in the persian gulf and is also responsible for maintaining a presence in the region.,0.0290473360557828
"he helped create an enduring record when scoring 234 in the second test against england at sydney in december 1946; exactly the same score as his captain, don bradman, in the process setting a world-record 405-run fifth wicket partnership.","he is remembered in cricket terms for scoring 234 in the second test against england at sydney in december 1946; exactly the same score as his captain, don bradman, in the process setting a world-record 405-run fifth wicket partnership.",0.07229293377682379
"following the incident , the marlins scored eight runs, six of them unearned:","following the incident , the marlins scored eight runs, six of them unearned:",0.0
"a gilded bronze oil lamp in the shape of a female servant, dated 2nd century bce, found in the tomb of dou wan, wife to the han prince liu sheng; its sliding shutter allows for adjustments in the direction and brightness in rays of light while it also traps smoke within the body.","a gilded bronze oil lamp in the shape of a female servant, dated 2nd century bce, found in the tomb of dou wan, wife to the han prince liu sheng; its sliding shutter allows for adjustments in the direction and brightness in rays of light while it also traps smoke within the body.",0.0
"in the early 20th century, after the fall of the qing dynasty and the end of control over tibet by chinese central government , the tibetan army received training from the british and japanese and adopted an army flag.","in the early 20th century, after the fall of the qing dynasty and the end of control over tibet by chinese central government , the tibetan army received training from the british and japanese and adopted an army flag.",0.0
"donald mcdonald (abc chairperson ), the chair of the australian broadcasting corporation","donald mcdonald (abc chairman ), the chairman of the australian broadcasting corporation",0.07484728930150103
the suite bergamasque is one of the most famous piano suites of claude debussy.,the suite bergamasque is a well-known piano suite of claude debussy.,0.17795647983245375
"the war on drugs is a prohibition campaign undertaken by the united states government with the assistance of participating countries, intended to reduce the illegal drug tradeto curb supply and diminish demand for specific psychoactive substances deemed immoral, harmful, dangerous, or undesirable.","the war on drugs is a prohibition campaign undertaken by the united states government with the assistance of participating countries, intended to reduce the illegal drug tradeto curb supply and diminish demand for specific psychoactive substances .",0.06069136106476448
"the 4th season of the series was rebroadcast on singapore's channel 5 in 2008 as a tribute to shum, after her death .","the 4th season of the series was rebroadcast on singapore's channel 5 in 2008 as a tribute to shum, after her death .",0.0
"the change was made more remarkable by the fact that wilson had run on an anti-war platform in 1916 with the slogan ""he kept us out of war"".","wilson had opposed the entry of the united states into world war i in 1917, though he had been largely responsible for establishing the new league of nations.",0.19612066395999317
"in the baltics, r1a1a frequencies decrease from lithuania (45%) to estonia (around 30%).. in the balkans, r1a1 shows lower frequencies, and significant variation between areas, for example more than 30% in croatia and slovenia , but less than 10% in albania, kosovo and greece.","in the baltics, r1a1a frequencies decrease from lithuania (45%) to estonia (around 30%).. in the balkans, r1a1 shows lower frequencies, and significant variation between areas, for example more than 30% in bulgaria, croatia and slovenia, but less than 10% in albania, kosovo and greece.",0.02269073755122181
"for such companies, the court's majority directly struck down the contraceptive mandate, a regulation adopted by the us department of health and human services (hhs) under the affordable care act (aca) requiring employers to cover certain contraceptives for their female employees, by a 5-4 vote.","for such companies, the court's conservative majority directly struck down the contraceptive mandate, a regulation adopted by the us department of health and human services (hhs) under the affordable care act (aca) requiring employers to cover certain contraceptives for their female employees, by a 5-4 vote.",0.017050666327649344
"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese .","the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese .",0.0
"but according to supporters of ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper.","but if you read the actual criticism from ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper.",0.08135903079513071
"he also played a comical role in the urban movie soul plane, acting as an african pilot.","throughout his career, he has alternated between serious dramatic roles and character roles in comedy films, such as his role as an african pilot in the urban movie soul plane , where his performance as a parody of himself was lampooned in regard to his vegetarian lifestyle.",0.21817004475004634
27 november: he was charged with two counts of criminal damage after it was said that he had snatched the ignition keys from the cars of photographers following his brother isaac ferry and his brother's actress friend sienna miller outside a nightclub after a bafta after-show party.,27 november: he was charged with two counts of criminal damage after it was said that he had snatched the ignition keys from the cars of photographers following his brother isaac ferry and his brother's actress friend sienna miller outside a nightclub after a bafta after-show party.,0.0
"the remark caused a u.s. media firestorm, with drawing vociferous opposition from the u.s. government under george w. bush.","the remark caused a media firestorm, drawing vociferous opposition from western governments, especially the u.s. government under george w. bush.",0.09319135373659967
today his military reputation has recovered while experts rank his presidential achievements below average except for pursuing equal justice .,today his military reputation has recovered while experts rank his presidential achievements below average .,0.09156671580118843
the jewish community responded to these objections by stating that the method was humane.,the jewish community responded to these objections by stating that the method was humane.,0.0
"modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and led him to value after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.",0.03554905583187594
"in contrast to his on stage personality, reznor is often credited to be shy, soft spoken and reclusive .","in contrast to his on stage personality, reznor is often credited to be shy, soft spoken and reclusive .",0.0
"the university includes elon college, the college of arts and sciences; the martha and spencer love school of business; the school of communications; the school of education; the school of law; and the school of health sciences.",this text does not contain detectable subjective bias.,0.31169502577060637
"indeed, garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.","indeed, undoubtedly the most shocking event in the novel occurs during a scene in which garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.",0.06599473622917035
"bill goldberg was picked up off the rosters of the atlanta falcons, but made panther history by being the first player cut by the panthers; goldberg would later go on to much greater fame as a professional wrestler for wcw and wwe.","bill goldberg was picked up off the rosters of the atlanta falcons, but made panther history by being the first player cut by the panthers; goldberg would later become a successful professional wrestler for wcw and wwe.",0.05521253841531437
"president george w. bush announces a surge of 20,000 more troops to fight in the war in iraq in a televised speech .","president george w. bush announces a surge of 20,000 more troops to fight in the war in iraq.",0.10709131270760183
muriel vanderbilt church phelps adams died in 1982 at the age of eighty.,muriel vanderbilt church phelps adams died in 1982 at the age of eighty.,0.0
the united kingdom was the first eu country with a taco bell.,the first europe taco bell was opened in the united kingdom .,0.17339393544755619
buckley is the author of a series of novels featuring the character of cia agent blackford oakes.,buckley is the author of a series of novels featuring the character of cia agent blackford oakes.,0.0
april 17 - sun myung moon claims to have a revelation from jesus telling him to complete his mission from almost 2000 years ago.,april 17 - sun myung moon has a revelation from jesus telling him to complete his mission from almost 2000 years ago.,0.04267624282978131
bill roper is a video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.,"einstein was not a theoretical physicist who focused on problems with no immediate practical application, but rather a researcher who was able to keep in touch with practical developments.",0.2805871431021675
"colonel sir william walter mahon, 7th baronet, (born 4 december 1940) is an baronet and retired regular officer of the british army.","colonel sir william walter mahon, 7th baronet, (born 4 december 1940) is an anglo-irish baronet and retired officer of the british army.",0.05119076885775394
it is a pre-eminent british public school and is widely considered to be one of the most famous schools in the world.,it is a pre-eminent british public school and is one of the most famous schools in the world.,0.08080864456756134
the current single-storey structure was built in the 1960s for the opening of the victoria line on 1 september 1968 and provides a combined entrance for all of the lines serving the station.,the current single-storey structure was built in the 1960s for the opening of the victoria line on 1 september 1968 and provides a combined entrance for all of the lines serving the station.,0.0
the westminster abbey museum is located in the 11th century vaulted undercroft of st peter beneath the former monks' dormitory in westminster abbey.,the presence chamber in the grand apartments is particularly unaltered and rare .,0.25535445008863367
"earthlings is a documentary about mankind's dependence on animals for pets, food, clothing, entertainment, and use in experimentation.","earthlings is a documentary about mankind's exploitation of animals for pets, food, clothing, entertainment, and use in experimentation.",0.08872754747647778
he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local ruler ali pasha.,he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local leader ali pasha.,0.027886298142259822
journalists and academics likewise dispute what to call bitcoin.,journalists and academics likewise lack unanimous agreement on what to call bitcoin.,0.15932139549130253
"the russian federation nonetheless lacks the military and political power of the former soviet union , as well as the territorial boundaries .",the russian federation nonetheless lacks the military and political power of the former soviet union.,0.06071326378888768
"in 2006, trost was re-elected , defeating the second place ndp, andrew mason and third place liberal, peter stroh.","in 2006, trost was re-elected , defeating the ndp, andrew mason and liberal, peter stroh.",0.07882716933182796
"william f. friedman, us, introduced statistical methods into cryptography ; some would describe him as the founder of modern cryptography.","william f. friedman, us, introduced statistical methods into cryptography ; he is sometimes described as the founder of modern cryptography.",0.05405387982663098
japan also does not recognise the australian claim to australian antarctic territorial waters in which japanese ships conduct whaling.,japan also does not recognise the australian claim to australian antarctic territorial waters in which japanese ships conduct whaling.,0.0
"monica hesse of the washington post wrote that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.","monica hesse of the washington post wrote that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.",0.0
anatolia roughly corresponds to the asian part of turkey.,anatolia roughly corresponds to the asian part of turkey.,0.0
"in march 2009 , bolthouse vox announced a joint venture with wolfgang puck catering through which all bolthouse vox events will be catered by wolfgang puck.",in march 2009 bolthouse vox announced a joint venture with wolfgang puck catering through which all bolthouse vox events will be catered by wolfgang puck.,0.0
"rodney glen king (born april 2, 1965) is an american best known for his involvement in a police brutality case involving the los angeles police department (lapd) on march 3, 1991. a bystander, george holliday, videotaped much of the incident from a distance.","rodney glen king (born april 2, 1965) is an american who was involved in a police",0.19687759052622691
"carolynne cunningham is a film producer and assistant director most known for her collaborations with director peter jackson, producing such films as king kong (2005), district 9 (2009), the lovely bones (2009), and the upcoming epic fantasy film series the hobbit (20122013).","carolynne cunningham is an academy award nominated film producer and assistant director most known for her collaborations with director peter jackson, producing such films as king kong (2005), district 9 (2009), the lovely bones (2009), and the upcoming epic fantasy film series the hobbit (20122013).",0.03678322237548585
"he was widely considered to be a possible candidate for president of the united states, or a possible nominee for vice president in 2008 or 2012. however, with the loss of republican control of the colorado state senate during his tenure, speculation about a potential presidential bid has softened.","salazar said that he wouldn't run for president , saying that he was almost certain he wouldn't.",0.24534458258958886
"the f-15i is operated by the idf/af no 69 hammers squadron, which had previously been operating the f-4 phantom.","the f-15i is operated by the idf/af no 69 hammers squadron, which had previously been operating the f-4 phantom.",0.0
"star sapphire is the name of several supervillain s in dc comics, all connected in origin.","star sapphire is the name of several characters in dc comics, all connected in origin.",0.11325529674315528
"gladys rockmore davis (may 11, 1901- february 16, 1967) was an american artist who worked in both commercial and fine arts, and gave up a career in advertising art to work in creative painting.","gladys rockmore davis (may 11, 1901- february 16, 1967) was an american artist who worked in both commercial and fine arts, and in later years of her career focused on creative painting.",0.09501352965766958
